time,HRR_coarse(kW) 
1.2729,20.678
1.2737,20.702
1.2748,20.728
1.2756,20.776
1.2766,20.808
1.2775,20.846
1.2783,20.9
1.2792,20.915
1.28,20.923
1.2809,20.937
1.2818,20.972
1.2827,21.003
1.2836,21.023
1.2845,21.011
1.2853,20.998
1.2863,20.99
1.2871,21.004
1.288,21.029
1.2886,21.038
1.2893,21.03
1.29,21
1.2909,20.962
1.2917,20.957
1.2927,20.95
1.2935,20.964
1.2945,20.981
1.2954,20.99
1.2963,20.991
1.2972,20.978
1.2981,20.961
1.2987,20.955
1.2993,20.931
1.3,20.916
1.3009,20.89
1.3017,20.875
1.3026,20.862
1.3035,20.837
1.3044,20.822
1.3053,20.801
1.3061,20.789
1.307,20.768
1.3078,20.764
1.3085,20.762
1.3093,20.758
1.31,20.747
1.3109,20.735
1.3116,20.735
1.3126,20.729
1.3134,20.721
1.3142,20.699
1.315,20.678
1.3159,20.649
1.3166,20.633
1.3176,20.611
1.3183,20.599
1.3189,20.596
1.3194,20.589
1.32,20.582
1.3208,20.569
1.3217,20.561
1.3225,20.561
1.3234,20.554
1.3242,20.553
1.3252,20.536
1.326,20.534
1.3269,20.532
1.3277,20.542
1.3284,20.551
1.3292,20.558
1.33,20.561
1.3309,20.568
1.3316,20.584
1.3325,20.593
1.3333,20.602
1.3342,20.612
1.3349,20.63
1.3358,20.638
1.3365,20.649
1.3373,20.66
1.3381,20.684
1.3387,20.7
1.3394,20.708
1.34,20.711
1.3409,20.71
1.3417,20.715
1.3425,20.718
1.3433,20.727
1.3442,20.737
1.345,20.751
1.3459,20.766
1.3467,20.792
1.3475,20.818
1.3483,20.839
1.3489,20.858
1.3494,20.871
1.35,20.886
1.3508,20.906
1.3516,20.939
1.3524,20.97
1.3532,20.999
1.354,21.033
1.3547,21.068
1.3555,21.107
1.3563,21.144
1.3572,21.186
1.358,21.235
1.3586,21.287
1.3593,21.33
1.36,21.373
1.3609,21.416
1.3617,21.458
1.3626,21.495
1.3633,21.54
1.3643,21.587
1.3651,21.64
1.3661,21.688
1.367,21.748
1.3679,21.799
1.3686,21.846
1.3693,21.875
1.37,21.899
1.371,21.923
1.3718,21.97
1.3728,22.021
1.3737,22.074
1.3747,22.128
1.3756,22.172
1.3767,22.206
1.3776,22.236
1.3784,22.265
1.3792,22.297
1.38,22.33
1.3811,22.371
1.382,22.416
1.3831,22.44
1.3841,22.457
1.3852,22.488
1.3861,22.539
1.3872,22.59
1.3881,22.637
1.3887,22.677
1.3894,22.707
1.39,22.737
1.3909,22.771
1.392,22.804
1.3929,22.844
1.394,22.9
1.395,22.976
1.396,23.046
1.3969,23.093
1.3979,23.134
1.3985,23.166
1.3993,23.19
1.4,23.223
1.401,23.288
1.402,23.353
1.4031,23.394
1.4041,23.424
1.4052,23.48
1.4062,23.56
1.4073,23.629
1.4082,23.666
1.4091,23.69
1.41,23.726
1.4112,23.763
1.4121,23.806
1.4132,23.844
1.4142,23.865
1.4153,23.867
1.4162,23.883
1.4174,23.909
1.4182,23.932
1.4191,23.938
1.42,23.95
1.4212,23.95
1.4221,23.986
1.4232,24.023
1.4242,24.058
1.4254,24.072
1.4263,24.081
1.4275,24.087
1.4282,24.094
1.4288,24.115
1.4294,24.12
1.43,24.125
1.4308,24.128
1.4319,24.123
1.4328,24.132
1.4339,24.11
1.4348,24.118
1.4358,24.116
1.4366,24.128
1.4375,24.131
1.4383,24.143
1.4391,24.14
1.44,24.147
1.4411,24.137
1.442,24.129
1.443,24.126
1.4439,24.15
1.4451,24.161
1.446,24.17
1.4472,24.168
1.448,24.183
1.449,24.197
1.45,24.218
1.451,24.228
1.4519,24.252
1.4529,24.289
1.4538,24.317
1.4548,24.311
1.4558,24.321
1.4568,24.347
1.4578,24.371
1.4585,24.397
1.4593,24.393
1.46,24.393
1.461,24.364
1.4618,24.353
1.4628,24.332
1.4635,24.33
1.4645,24.31
1.4653,24.308
1.4663,24.305
1.4672,24.315
1.4681,24.302
1.4691,24.309
1.4694,24.335
1.4697,24.308
1.47,24.291
1.4704,24.275
1.4711,24.266
1.472,24.267
1.473,24.259
1.4738,24.275
1.4748,24.276
1.4757,24.294
1.4767,24.282
1.4776,24.257
1.4784,24.242
1.4792,24.242
1.48,24.241
1.4811,24.231
1.4819,24.225
1.4829,24.166
1.4838,24.167
1.4848,24.151
1.4856,24.171
1.4867,24.147
1.4875,24.149
1.4883,24.158
1.4892,24.128
1.49,24.091
1.491,24.082
1.4918,24.097
1.4927,24.086
1.4935,24.117
1.4943,24.109
1.495,24.111
1.4959,24.077
1.4966,24.086
1.4974,24.09
1.4982,24.112
1.4988,24.126
1.4994,24.117
1.5,24.124
1.5008,24.118
1.5015,24.134
1.5024,24.148
1.5031,24.18
1.5039,24.214
1.5046,24.268
1.5055,24.281
1.5063,24.312
1.5072,24.311
1.5079,24.325
1.5086,24.337
1.5093,24.353
1.51,24.368
1.5109,24.403
1.5118,24.467
1.5129,24.498
1.5137,24.546
1.5147,24.607
1.5156,24.689
1.5165,24.754
1.5174,24.792
1.5182,24.851
1.5191,24.928
1.52,24.985
1.5209,25.038
1.5218,25.111
1.5226,25.199
1.5235,25.266
1.5244,25.347
1.5252,25.416
1.5261,25.512
1.5269,25.588
1.5277,25.677
1.5285,25.756
1.5292,25.81
1.53,25.834
1.5308,25.861
1.5316,25.923
1.5324,25.973
1.5331,26
1.5339,26.021
1.5347,26.074
1.5355,26.143
1.5363,26.187
1.5371,26.195
1.5379,26.202
1.5386,26.217
1.5393,26.201
1.54,26.201
1.5408,26.171
1.5416,26.159
1.5424,26.101
1.5431,26.1
1.5439,26.139
1.5446,26.203
1.5454,26.194
1.5461,26.169
1.547,26.166
1.5477,26.183
1.5484,26.226
1.5489,26.3
1.5495,26.303
1.55,26.291
1.5507,26.281
1.5515,26.281
1.5522,26.312
1.553,26.36
1.5537,26.386
1.5545,26.375
1.5552,26.347
1.556,26.322
1.5567,26.309
1.5575,26.293
1.5583,26.29
1.5588,26.311
1.5594,26.293
1.56,26.252
1.5608,26.173
1.5616,26.104
1.5624,26.019
1.5631,25.93
1.564,25.847
1.5648,25.764
1.5656,25.676
1.5664,25.59
1.5672,25.49
1.568,25.375
1.5686,25.276
1.5693,25.173
1.57,25.071
1.5709,24.937
1.5716,24.867
1.5725,24.788
1.5733,24.739
1.5742,24.68
1.575,24.656
1.5759,24.608
1.5766,24.573
1.5775,24.504
1.5783,24.463
1.5788,24.446
1.5794,24.423
1.58,24.398
1.5808,24.361
1.5818,24.304
1.5826,24.249
1.5835,24.173
1.5844,24.119
1.5853,24.062
1.5861,24.032
1.587,23.986
1.5878,23.959
1.5885,23.946
1.5893,23.933
1.59,23.931
1.591,23.936
1.5917,23.956
1.5927,23.985
1.5935,24.02
1.5945,24.053
1.5952,24.067
1.5961,24.058
1.5969,24.045
1.5978,24.03
1.5985,23.998
1.5992,23.962
1.6,23.946
1.6008,23.924
1.6016,23.918
1.6024,23.918
1.6032,23.901
1.6041,23.89
1.6049,23.89
1.6057,23.877
1.6065,23.847
1.6074,23.818
1.6082,23.793
1.6088,23.772
1.6094,23.751
1.61,23.719
1.6108,23.684
1.6118,23.643
1.6126,23.625
1.6136,23.593
1.6144,23.573
1.6153,23.524
1.6161,23.502
1.617,23.459
1.6177,23.446
1.6185,23.417
1.6192,23.416
1.62,23.415
1.6209,23.408
1.6217,23.388
1.6227,23.375
1.6235,23.37
1.6244,23.352
1.6252,23.34
1.6261,23.34
1.627,23.355
1.6278,23.35
1.6285,23.328
1.6293,23.288
1.63,23.266
1.6309,23.25
1.6318,23.241
1.6326,23.231
1.6335,23.213
1.6343,23.165
1.6352,23.14
1.6361,23.128
1.6369,23.095
1.6378,23.052
1.6385,23.035
1.6393,23.019
1.64,23.002
1.641,22.982
1.6418,22.97
1.6428,22.962
1.6436,22.947
1.6446,22.935
1.6454,22.922
1.6463,22.895
1.6471,22.874
1.6479,22.826
1.6486,22.804
1.6493,22.774
1.65,22.745
1.6509,22.697
1.6517,22.663
1.6526,22.62
1.6533,22.589
1.6542,22.546
1.655,22.513
1.6559,22.493
1.6567,22.483
1.6576,22.439
1.6583,22.414
1.6592,22.373
1.66,22.34
1.6609,22.296
1.6617,22.247
1.6626,22.205
1.6634,22.177
1.6643,22.15
1.6651,22.117
1.666,22.085
1.6668,22.074
1.6677,22.06
1.6684,22.055
1.6692,22.044
1.67,22.031
1.6708,22.034
1.6715,22.042
1.6723,22.048
1.6731,22.054
1.674,22.055
1.6747,22.062
1.6756,22.058
1.6764,22.068
1.6773,22.08
1.6782,22.09
1.6788,22.103
1.6794,22.113
1.68,22.125
1.6808,22.128
1.6818,22.13
1.6827,22.144
1.6836,22.162
1.6845,22.191
1.6854,22.211
1.6863,22.242
1.6873,22.273
1.6881,22.299
1.6891,22.335
1.69,22.362
1.6911,22.384
1.692,22.425
1.6931,22.462
1.694,22.484
1.695,22.5
1.6959,22.528
1.697,22.565
1.6979,22.589
1.6986,22.613
1.6993,22.626
1.7,22.639
1.701,22.646
1.7018,22.66
1.7028,22.692
1.7037,22.711
1.7046,22.697
1.7054,22.69
1.7063,22.698
1.7072,22.716
1.7081,22.719
1.7087,22.721
1.7093,22.7
1.71,22.687
1.7109,22.689
1.7117,22.703
1.7126,22.715
1.7134,22.712
1.7143,22.69
1.7151,22.676
1.7159,22.659
1.7167,22.642
1.7175,22.617
1.7183,22.59
1.7188,22.571
1.7194,22.548
1.72,22.528
1.7208,22.503
1.7214,22.492
1.7222,22.462
1.7228,22.445
1.7237,22.419
1.7243,22.406
1.7252,22.391
1.7259,22.389
1.7267,22.376
1.7274,22.363
1.7283,22.345
1.7288,22.348
1.7294,22.341
1.73,22.338
1.7308,22.329
1.7317,22.313
1.7326,22.303
1.7334,22.3
1.7343,22.287
1.7352,22.283
1.7361,22.284
1.737,22.29
1.7378,22.3
1.7385,22.311
1.7393,22.32
1.74,22.324
1.7409,22.313
1.7415,22.319
1.7424,22.324
1.7431,22.328
1.744,22.333
1.7447,22.352
1.7456,22.361
1.7462,22.381
1.747,22.392
1.7477,22.412
1.7485,22.418
1.7492,22.423
1.75,22.423
1.7509,22.434
1.7516,22.453
1.7524,22.461
1.7531,22.471
1.754,22.479
1.7547,22.511
1.7556,22.532
1.7563,22.559
1.7572,22.584
1.758,22.592
1.7587,22.612
1.7593,22.632
1.76,22.653
1.7609,22.666
1.7618,22.692
1.7626,22.718
1.7635,22.745
1.7644,22.78
1.7653,22.804
1.7662,22.82
1.7672,22.846
1.7681,22.879
1.7687,22.911
1.7694,22.932
1.77,22.956
1.7709,22.984
1.7718,23.015
1.7727,23.068
1.7737,23.138
1.7747,23.208
1.7756,23.285
1.7765,23.332
1.7775,23.364
1.7783,23.395
1.7791,23.413
1.78,23.442
1.7809,23.467
1.7818,23.488
1.7828,23.533
1.7837,23.59
1.7846,23.631
1.7856,23.64
1.7866,23.656
1.7876,23.681
1.7884,23.713
1.7892,23.742
1.79,23.767
1.7911,23.801
1.7919,23.837
1.7929,23.871
1.7938,23.893
1.7948,23.915
1.7957,23.963
1.7967,24.012
1.7977,24.056
1.7985,24.102
1.7992,24.149
1.8,24.203
1.801,24.252
1.8019,24.267
1.8029,24.292
1.8037,24.328
1.8047,24.367
1.8056,24.405
1.8065,24.426
1.8074,24.479
1.8083,24.531
1.8091,24.578
1.81,24.601
1.811,24.597
1.8118,24.637
1.8128,24.691
1.8135,24.741
1.8145,24.752
1.8153,24.774
1.8162,24.83
1.817,24.894
1.818,24.945
1.8186,24.969
1.8193,24.971
1.82,25.001
1.8209,25.068
1.8218,25.131
1.8228,25.162
1.8236,25.199
1.8246,25.247
1.8254,25.292
1.8263,25.325
1.8271,25.334
1.8281,25.357
1.8287,25.387
1.8293,25.402
1.83,25.429
1.8309,25.441
1.8319,25.462
1.8327,25.505
1.8336,25.566
1.8345,25.604
1.8355,25.602
1.8363,25.579
1.8373,25.558
1.8381,25.571
1.8387,25.605
1.8394,25.631
1.84,25.639
1.8409,25.629
1.8417,25.615
1.8426,25.602
1.8434,25.592
1.8443,25.564
1.8451,25.536
1.846,25.487
1.8468,25.451
1.8478,25.395
1.8485,25.371
1.8492,25.325
1.85,25.273
1.851,25.197
1.8519,25.124
1.853,25.048
1.8539,24.997
1.8549,24.946
1.8558,24.923
1.8568,24.9
1.8577,24.893
1.8585,24.87
1.8592,24.825
1.86,24.794
1.8609,24.762
1.8617,24.75
1.8626,24.695
1.8634,24.667
1.8644,24.626
1.8652,24.613
1.8662,24.614
1.867,24.622
1.868,24.591
1.8686,24.603
1.8693,24.584
1.87,24.582
1.8709,24.551
1.8718,24.534
1.8728,24.505
1.8737,24.499
1.8749,24.463
1.8758,24.491
1.8768,24.519
1.8777,24.58
1.8784,24.601
1.8792,24.634
1.88,24.664
1.8809,24.675
1.8817,24.708
1.8826,24.74
1.8833,24.783
1.8842,24.801
1.885,24.807
1.8859,24.787
1.8868,24.803
1.8879,24.8
1.8885,24.818
1.8893,24.814
1.89,24.82
1.891,24.804
1.892,24.82
1.893,24.845
1.894,24.858
1.895,24.865
1.896,24.89
1.897,24.911
1.898,24.908
1.899,24.91
1.8993,24.973
1.8997,24.943
1.9,24.91
1.9005,24.869
1.9012,24.827
1.9021,24.808
1.9031,24.823
1.904,24.836
1.905,24.836
1.9058,24.868
1.9068,24.872
1.9077,24.895
1.9085,24.921
1.9092,24.958
1.91,24.982
1.911,25
1.9119,25.003
1.9129,25.033
1.9137,25.088
1.9148,25.13
1.9156,25.138
1.9166,25.125
1.9174,25.134
1.9183,25.166
1.9188,25.188
1.9194,25.189
1.92,25.205
1.9208,25.228
1.9217,25.208
1.9224,25.218
1.9233,25.216
1.924,25.221
1.9249,25.228
1.9256,25.237
1.9265,25.202
1.9272,25.193
1.9281,25.175
1.9286,25.186
1.9293,25.192
1.93,25.198
1.9308,25.18
1.9315,25.174
1.9323,25.168
1.933,25.184
1.9338,25.187
1.9344,25.195
1.9352,25.184
1.9358,25.195
1.9366,25.207
1.9372,25.236
1.938,25.208
1.9386,25.197
1.9393,25.205
1.94,25.202
1.9407,25.203
1.9414,25.214
1.9421,25.224
1.9427,25.25
1.9434,25.267
1.9441,25.26
1.9448,25.238
1.9455,25.226
1.9462,25.22
1.9469,25.211
1.9476,25.219
1.9483,25.243
1.9489,25.271
1.9494,25.289
1.95,25.288
1.9508,25.271
1.9515,25.269
1.9522,25.257
1.9529,25.231
1.9536,25.206
1.9543,25.201
1.9551,25.188
1.9558,25.173
1.9565,25.155
1.9572,25.147
1.9579,25.129
1.9586,25.11
1.959,25.09
1.9595,25.068
1.96,25.049
1.9606,25.039
1.9614,24.998
1.9621,24.95
1.9628,24.89
1.9634,24.884
1.9642,24.857
1.9648,24.837
1.9656,24.783
1.9662,24.731
1.9669,24.665
1.9676,24.634
1.9683,24.607
1.9688,24.587
1.9694,24.553
1.97,24.5
1.9707,24.412
1.9713,24.35
1.972,24.277
1.9727,24.242
1.9734,24.21
1.974,24.177
1.9747,24.132
1.9753,24.079
1.976,24.009
1.9766,23.946
1.9773,23.881
1.978,23.833
1.9786,23.768
1.9793,23.676
1.98,23.589
1.9807,23.498
1.9814,23.408
1.9821,23.305
1.9829,23.194
1.9836,23.058
1.9843,22.942
1.9851,22.78
1.9857,22.645
1.9865,22.489
1.9872,22.372
1.988,22.232
1.9887,22.126
1.9893,22.013
1.99,21.908
1.9908,21.782
1.9917,21.67
1.9924,21.593
1.9932,21.493
1.9939,21.428
1.9947,21.345
1.9954,21.263
1.9962,21.19
1.9969,21.106
1.9977,21.023
1.9985,20.936
1.9992,20.847
2,20.764
2.0009,20.673
2.0017,20.611
2.0026,20.512
2.0034,20.446
2.0043,20.345
2.005,20.268
2.0059,20.183
2.0066,20.121
2.0075,20.041
2.0082,19.989
2.0088,19.949
2.0094,19.907
2.01,19.865
2.0108,19.804
2.0117,19.744
2.0126,19.694
2.0135,19.641
2.0143,19.604
2.0152,19.57
2.016,19.554
2.0169,19.531
2.0177,19.519
2.0185,19.504
2.0192,19.492
2.02,19.487
2.0209,19.468
2.0217,19.468
2.0226,19.453
2.0233,19.445
2.0241,19.424
2.0248,19.417
2.0257,19.397
2.0263,19.389
2.0272,19.372
2.0278,19.365
2.0285,19.352
2.0293,19.339
2.03,19.323
2.0307,19.302
2.0315,19.284
2.0323,19.277
2.0331,19.264
2.0339,19.251
2.0347,19.247
2.0356,19.254
2.0364,19.26
2.0373,19.254
2.038,19.244
2.0387,19.237
2.0393,19.226
2.04,19.22
2.0408,19.209
2.0415,19.205
2.0423,19.198
2.043,19.198
2.0439,19.189
2.0446,19.181
2.0455,19.165
2.0463,19.161
2.0472,19.157
2.048,19.164
2.0487,19.169
2.0493,19.174
2.05,19.175
2.0509,19.169
2.0516,19.177
2.0524,19.173
2.053,19.186
2.0538,19.192
2.0545,19.203
2.0553,19.209
2.056,19.216
2.0568,19.217
2.0575,19.229
2.0583,19.242
2.0589,19.263
2.0594,19.273
2.06,19.283
2.0608,19.29
2.0617,19.296
2.0625,19.301
2.0634,19.295
2.0642,19.3
2.0652,19.3
2.0661,19.317
2.0671,19.332
2.0679,19.345
2.0686,19.358
2.0693,19.36
2.07,19.367
2.0709,19.369
2.0719,19.373
2.0728,19.379
2.0737,19.378
2.0746,19.361
2.0756,19.331
2.0765,19.308
2.0774,19.294
2.0782,19.286
2.0791,19.275
2.08,19.253
2.081,19.209
2.0819,19.171
2.0829,19.141
2.0838,19.133
2.0848,19.129
2.0857,19.121
2.0867,19.086
2.0877,19.074
2.0885,19.075
2.0892,19.068
2.09,19.066
2.091,19.054
2.092,19.038
2.0931,19.029
2.0941,19.04
2.0952,19.05
2.0962,19.057
2.0972,19.059
2.0981,19.064
2.0987,19.071
2.0994,19.078
2.1,19.088
2.1009,19.098
2.1019,19.114
2.1028,19.136
2.1038,19.151
2.1047,19.164
2.1058,19.179
2.1067,19.202
2.1078,19.218
2.1085,19.239
2.1093,19.25
2.11,19.256
2.111,19.27
2.1121,19.296
2.1131,19.336
2.1143,19.376
2.1153,19.417
2.1165,19.458
2.1175,19.503
2.1183,19.538
2.1192,19.56
2.12,19.588
2.1211,19.632
2.1222,19.682
2.1234,19.74
2.1244,19.795
2.1257,19.835
2.1267,19.898
2.1278,19.958
2.1289,20.012
2.13,20.075
2.1311,20.129
2.1322,20.172
2.1333,20.229
2.1343,20.27
2.1354,20.317
2.1365,20.372
2.1376,20.419
2.1384,20.454
2.1392,20.467
2.14,20.484
2.1411,20.515
2.1421,20.571
2.1432,20.64
2.1442,20.702
2.1454,20.749
2.1463,20.783
2.1475,20.808
2.1482,20.839
2.1491,20.86
2.15,20.881
2.1512,20.904
2.1522,20.919
2.1532,20.943
2.1542,20.994
2.1552,21.046
2.1562,21.07
2.1573,21.106
2.1581,21.122
2.1591,21.144
2.16,21.188
2.1611,21.227
2.162,21.248
2.1631,21.265
2.164,21.28
2.1651,21.316
2.166,21.342
2.1671,21.359
2.168,21.389
2.1687,21.409
2.1693,21.428
2.17,21.447
2.1709,21.462
2.1719,21.47
2.1728,21.496
2.1738,21.522
2.1748,21.538
2.1757,21.566
2.1767,21.615
2.1776,21.652
2.1784,21.685
2.1792,21.706
2.18,21.712
2.1811,21.737
2.182,21.774
2.1832,21.816
2.1841,21.845
2.1852,21.866
2.1861,21.93
2.1871,22.016
2.188,22.053
2.1886,22.071
2.1893,22.059
2.19,22.068
2.1909,22.093
2.1919,22.122
2.1929,22.167
2.1939,22.232
2.1948,22.302
2.1958,22.363
2.1967,22.409
2.1977,22.474
2.1984,22.52
2.1992,22.537
2.2,22.533
2.201,22.514
2.202,22.536
2.2031,22.564
2.2041,22.565
2.2051,22.566
2.2061,22.597
2.2071,22.595
2.208,22.578
2.2087,22.577
2.2093,22.574
2.21,22.567
2.2109,22.562
2.2121,22.525
2.213,22.538
2.2141,22.521
2.215,22.498
2.2162,22.454
2.2171,22.452
2.218,22.463
2.2187,22.485
2.2193,22.484
2.22,22.468
2.2209,22.438
2.2219,22.4
2.2228,22.372
2.2238,22.35
2.2247,22.336
2.2257,22.324
2.2265,22.339
2.2275,22.339
2.2283,22.347
2.2291,22.329
2.23,22.305
2.231,22.284
2.2319,22.29
2.2329,22.292
2.2337,22.312
2.2347,22.31
2.2355,22.3
2.2364,22.285
2.2372,22.285
2.2381,22.278
2.2387,22.288
2.2394,22.277
2.24,22.281
2.2409,22.308
2.2416,22.346
2.2425,22.364
2.2433,22.382
2.2442,22.363
2.245,22.353
2.246,22.348
2.2468,22.37
2.2478,22.403
2.2485,22.443
2.2493,22.446
2.25,22.448
2.251,22.447
2.2519,22.477
2.2529,22.519
2.2538,22.575
2.2547,22.621
2.2556,22.677
2.2566,22.722
2.2575,22.742
2.2583,22.768
2.2592,22.793
2.26,22.835
2.2611,22.867
2.2619,22.907
2.263,22.931
2.2639,22.974
2.265,23.017
2.2659,23.083
2.267,23.169
2.2678,23.226
2.2686,23.265
2.2693,23.291
2.27,23.334
2.271,23.379
2.2721,23.439
2.2731,23.506
2.2742,23.593
2.2752,23.668
2.2763,23.749
2.2773,23.819
2.2782,23.861
2.2791,23.892
2.28,23.93
2.2811,24.003
2.282,24.083
2.283,24.13
2.284,24.164
2.2851,24.215
2.286,24.313
2.287,24.394
2.288,24.427
2.2886,24.453
2.2893,24.488
2.29,24.508
2.2909,24.534
2.2918,24.575
2.2927,24.588
2.2935,24.632
2.2944,24.683
2.2953,24.734
2.2962,24.751
2.2971,24.784
2.2981,24.823
2.2987,24.873
2.2994,24.884
2.3,24.886
2.3009,24.874
2.3018,24.904
2.3027,24.926
2.3036,24.937
2.3046,24.962
2.3055,24.996
2.3064,25.046
2.3074,25.081
2.3082,25.128
2.3088,25.183
2.3094,25.215
2.31,25.245
2.3108,25.264
2.3118,25.295
2.3127,25.344
2.3137,25.382
2.3145,25.41
2.3155,25.427
2.3163,25.463
2.3173,25.509
2.3181,25.575
2.3187,25.627
2.3194,25.665
2.32,25.704
2.3209,25.712
2.3218,25.761
2.3227,25.803
2.3236,25.837
2.3245,25.867
2.3254,25.917
2.3262,25.997
2.3271,26.064
2.328,26.102
2.3286,26.149
2.3293,26.182
2.33,26.222
2.3309,26.234
2.3317,26.256
2.3326,26.284
2.3334,26.325
2.3343,26.355
2.335,26.378
2.3359,26.372
2.3366,26.365
2.3374,26.334
2.3381,26.332
2.3388,26.338
2.3394,26.334
2.34,26.324
2.3408,26.286
2.3416,26.297
2.3424,26.31
2.3432,26.32
2.3441,26.358
2.3448,26.39
2.3456,26.37
2.3464,26.359
2.3472,26.318
2.348,26.266
2.3487,26.246
2.3493,26.25
2.35,26.271
2.3509,26.258
2.3516,26.24
2.3525,26.217
2.3532,26.185
2.3542,26.127
2.3549,26.102
2.3558,26.065
2.3565,26.054
2.3574,26.05
2.3581,26.066
2.3587,26.073
2.3594,26.066
2.36,26.057
2.3609,26.033
2.3617,25.989
2.3625,25.956
2.3633,25.983
2.3642,25.982
2.365,25.96
2.3658,25.927
2.3666,25.893
2.3675,25.882
2.3683,25.868
2.3692,25.845
2.37,25.809
2.3709,25.771
2.3718,25.752
2.3727,25.716
2.3735,25.706
2.3744,25.669
2.3752,25.65
2.376,25.604
2.3768,25.568
2.3777,25.504
2.3785,25.46
2.3792,25.387
2.38,25.318
2.381,25.21
2.3818,25.15
2.3827,25.042
2.3836,24.939
2.3845,24.821
2.3853,24.711
2.3862,24.561
2.3871,24.432
2.388,24.293
2.3887,24.211
2.3893,24.113
2.39,24.03
2.3909,23.918
2.3917,23.8
2.3926,23.662
2.3934,23.563
2.3943,23.463
2.3951,23.358
2.3959,23.251
2.3968,23.167
2.3977,23.081
2.3984,22.997
2.3992,22.888
2.4,22.782
2.4008,22.692
2.4016,22.592
2.4024,22.499
2.4033,22.405
2.404,22.35
2.4048,22.271
2.4056,22.214
2.4064,22.149
2.4071,22.114
2.408,22.039
2.4086,21.996
2.4093,21.93
2.41,21.874
2.4109,21.804
2.4117,21.767
2.4126,21.688
2.4133,21.643
2.4143,21.592
2.4151,21.548
2.416,21.496
2.4169,21.459
2.4178,21.432
2.4185,21.429
2.4192,21.402
2.42,21.379
2.421,21.354
2.4218,21.335
2.4229,21.313
2.4237,21.299
2.4247,21.279
2.4256,21.256
2.4265,21.229
2.4274,21.211
2.4282,21.197
2.4291,21.185
2.43,21.183
2.4309,21.182
2.4318,21.172
2.4327,21.164
2.4336,21.156
2.4345,21.14
2.4353,21.155
2.4363,21.179
2.4372,21.202
2.4381,21.234
2.4387,21.249
2.4394,21.247
2.44,21.239
2.4409,21.222
2.4417,21.212
2.4426,21.187
2.4434,21.177
2.4441,21.156
2.4449,21.13
2.4457,21.104
2.4465,21.087
2.4474,21.071
2.4481,21.058
2.4488,21.05
2.4494,21.026
2.45,20.996
2.4508,20.957
2.4516,20.922
2.4525,20.903
2.4533,20.893
2.4541,20.865
2.4549,20.823
2.4558,20.794
2.4566,20.765
2.4574,20.746
2.4582,20.721
2.4588,20.702
2.4594,20.671
2.46,20.642
2.4608,20.603
2.4618,20.579
2.4626,20.56
2.4636,20.535
2.4645,20.506
2.4654,20.484
2.4663,20.47
2.4673,20.433
2.4681,20.392
2.4688,20.37
2.4694,20.352
2.47,20.34
2.4709,20.318
2.4718,20.28
2.4727,20.261
2.4736,20.264
2.4744,20.268
2.4752,20.263
2.4761,20.266
2.477,20.262
2.4777,20.257
2.4785,20.251
2.4792,20.234
2.48,20.213
2.481,20.192
2.4817,20.198
2.4826,20.203
2.4834,20.204
2.4844,20.201
2.4852,20.209
2.4862,20.21
2.487,20.205
2.488,20.188
2.4886,20.187
2.4893,20.183
2.49,20.186
2.4909,20.193
2.4918,20.2
2.4927,20.179
2.4936,20.151
2.4945,20.159
2.4954,20.166
2.4963,20.172
2.4972,20.151
2.498,20.147
2.4987,20.162
2.4993,20.173
2.5,20.179
2.5009,20.181
2.5017,20.197
2.5026,20.213
2.5034,20.227
2.5043,20.237
2.5051,20.245
2.506,20.264
2.5068,20.291
2.5077,20.298
2.5085,20.311
2.5092,20.328
2.51,20.343
2.511,20.336
2.5117,20.334
2.5126,20.337
2.5134,20.381
2.5144,20.414
2.5151,20.434
2.516,20.436
2.5168,20.464
2.5177,20.482
2.5184,20.498
2.5192,20.509
2.52,20.534
2.5209,20.575
2.5217,20.594
2.5226,20.616
2.5234,20.646
2.5244,20.669
2.5254,20.701
2.5263,20.759
2.5273,20.79
2.5282,20.806
2.5291,20.838
2.53,20.893
2.5311,20.946
2.532,21.003
2.533,21.044
2.5339,21.093
2.5349,21.149
2.5357,21.194
2.5366,21.241
2.5375,21.265
2.5383,21.307
2.5392,21.373
2.54,21.425
2.541,21.476
2.5418,21.518
2.5428,21.582
2.5435,21.641
2.5445,21.681
2.5454,21.729
2.5463,21.775
2.5472,21.804
2.5481,21.838
2.5487,21.875
2.5494,21.897
2.55,21.917
2.5509,21.924
2.5516,21.944
2.5525,21.986
2.5532,22.032
2.5541,22.062
2.5549,22.104
2.5558,22.158
2.5566,22.205
2.5574,22.237
2.5582,22.278
2.5588,22.319
2.5594,22.356
2.56,22.386
2.5608,22.414
2.5616,22.464
2.5625,22.511
2.5633,22.551
2.564,22.611
2.5649,22.671
2.5656,22.72
2.5665,22.77
2.5673,22.822
2.5681,22.857
2.5687,22.879
2.5694,22.881
2.57,22.881
2.5709,22.879
2.5717,22.898
2.5725,22.92
2.5733,22.92
2.5742,22.919
2.575,22.922
2.5759,22.915
2.5767,22.91
2.5776,22.914
2.5784,22.924
2.5792,22.92
2.58,22.916
2.581,22.905
2.5818,22.911
2.5828,22.902
2.5836,22.917
2.5845,22.915
2.5853,22.89
2.5863,22.853
2.5871,22.833
2.5881,22.826
2.5887,22.831
2.5893,22.827
2.59,22.825
2.5909,22.819
2.5917,22.798
2.5926,22.771
