time,HRR_coarse(kW) 
22.952,25.075
22.953,25.09
22.954,25.101
22.955,25.097
22.956,25.088
22.957,25.106
22.958,25.118
22.958,25.129
22.959,25.123
22.96,25.121
22.961,25.096
22.962,25.123
22.963,25.112
22.964,25.135
22.965,25.178
22.966,25.205
22.967,25.203
22.968,25.21
22.968,25.241
22.969,25.28
22.97,25.304
22.971,25.32
22.972,25.345
22.973,25.4
22.974,25.437
22.975,25.44
22.976,25.495
22.977,25.53
22.977,25.559
22.978,25.605
22.979,25.66
22.979,25.678
22.98,25.681
22.981,25.699
22.982,25.749
22.983,25.815
22.983,25.852
22.984,25.893
22.985,25.946
22.986,26.009
22.986,26.052
22.987,26.106
22.988,26.152
22.989,26.189
22.989,26.195
22.99,26.226
22.991,26.26
22.991,26.312
22.992,26.392
22.993,26.48
22.994,26.541
22.994,26.603
22.995,26.66
22.996,26.711
22.996,26.733
22.997,26.746
22.998,26.755
22.999,26.798
22.999,26.859
23,26.908
23.001,26.952
23.002,27.006
23.002,27.03
23.003,27.009
23.004,27.016
23.004,27.047
23.005,27.05
23.006,27.023
23.006,26.985
23.007,26.943
23.008,26.914
23.008,26.903
23.009,26.904
23.01,26.897
23.01,26.883
23.011,26.851
23.011,26.828
23.012,26.794
23.013,26.776
23.014,26.768
23.014,26.74
23.015,26.697
23.016,26.628
23.017,26.557
23.017,26.486
23.018,26.43
23.019,26.361
23.019,26.282
23.02,26.21
23.021,26.113
23.022,26.074
23.023,26.018
23.023,26.009
23.024,25.993
23.025,25.978
23.026,25.914
23.027,25.869
23.028,25.82
23.028,25.781
23.029,25.77
23.029,25.757
23.03,25.759
23.031,25.756
23.032,25.75
23.032,25.75
23.033,25.679
23.034,25.598
23.035,25.476
23.036,25.369
23.037,25.244
23.038,25.158
23.038,25.086
23.039,25.007
23.04,24.929
23.041,24.824
23.042,24.759
23.043,24.625
23.043,24.516
23.044,24.381
23.045,24.305
23.046,24.191
23.047,24.116
23.048,23.981
23.048,23.906
23.049,23.838
23.05,23.756
23.05,23.674
23.051,23.555
23.052,23.423
23.053,23.315
23.053,23.155
23.054,23.023
23.055,22.85
23.056,22.723
23.057,22.564
23.058,22.461
23.059,22.345
23.06,22.222
23.061,22.048
23.062,21.935
23.063,21.778
23.064,21.665
23.065,21.506
23.066,21.389
23.067,21.222
23.068,21.113
23.069,21.016
23.069,20.918
23.07,20.823
23.071,20.698
23.072,20.587
23.073,20.488
23.074,20.394
23.075,20.314
23.076,20.227
23.077,20.146
23.078,20.066
23.078,20.004
23.079,19.935
23.08,19.87
23.081,19.787
23.082,19.737
23.083,19.673
23.084,19.642
23.085,19.592
23.086,19.561
23.087,19.517
23.087,19.493
23.088,19.461
23.089,19.433
23.09,19.407
23.091,19.377
23.092,19.36
23.093,19.331
23.094,19.313
23.095,19.296
23.096,19.282
23.096,19.256
23.097,19.236
23.098,19.208
23.099,19.179
23.1,19.161
23.101,19.144
23.102,19.136
23.103,19.129
23.104,19.129
23.105,19.128
23.105,19.126
23.106,19.121
23.107,19.11
23.108,19.104
23.109,19.098
23.11,19.091
23.111,19.077
23.112,19.077
23.113,19.08
23.114,19.08
23.115,19.059
23.116,19.054
23.117,19.04
23.117,19.036
23.118,19.039
23.119,19.044
23.12,19.047
23.121,19.046
23.122,19.044
23.123,19.04
23.124,19.038
23.125,19.037
23.126,19.038
23.126,19.037
23.127,19.04
23.128,19.035
23.129,19.042
23.129,19.034
23.13,19.031
23.131,19.027
23.132,19.021
23.133,19.016
23.133,19.013
23.134,19.015
23.135,19.02
23.136,19.027
23.137,19.027
23.138,19.03
23.138,19.042
23.139,19.057
23.139,19.072
23.14,19.073
23.14,19.075
23.14,19.078
23.141,19.081
23.142,19.08
23.142,19.081
23.143,19.085
23.144,19.095
23.145,19.112
23.146,19.127
23.147,19.133
23.147,19.133
23.148,19.135
23.149,19.147
23.149,19.144
23.15,19.146
23.151,19.141
23.152,19.142
23.153,19.147
23.154,19.146
23.155,19.164
23.156,19.18
23.157,19.195
23.158,19.21
23.159,19.239
23.159,19.251
23.16,19.253
23.161,19.268
23.162,19.298
23.163,19.311
23.164,19.307
23.165,19.313
23.166,19.323
23.167,19.336
23.168,19.371
23.169,19.402
23.17,19.421
23.171,19.43
23.172,19.45
23.173,19.478
23.174,19.516
23.175,19.554
23.176,19.576
23.177,19.597
23.178,19.644
23.179,19.687
23.179,19.725
23.18,19.75
23.181,19.764
23.182,19.8
23.183,19.86
23.184,19.932
23.185,19.974
23.186,20.013
23.187,20.078
23.188,20.146
23.189,20.207
23.189,20.25
23.19,20.251
23.19,20.25
23.191,20.249
23.191,20.258
23.192,20.301
23.193,20.358
23.194,20.397
23.195,20.414
23.196,20.462
23.197,20.544
23.198,20.612
23.199,20.643
23.199,20.652
23.2,20.687
23.201,20.756
23.202,20.821
23.203,20.848
23.204,20.881
23.205,20.926
23.206,20.986
23.206,21.033
23.207,21.077
23.208,21.126
23.209,21.179
23.209,21.226
23.21,21.268
23.211,21.303
23.212,21.357
23.212,21.409
23.213,21.463
23.214,21.51
23.215,21.543
23.216,21.568
23.217,21.616
23.218,21.674
23.218,21.721
23.219,21.765
23.22,21.815
23.221,21.872
23.222,21.929
23.223,21.96
23.224,21.997
23.224,22.024
23.225,22.069
23.226,22.109
23.227,22.161
23.228,22.221
23.229,22.292
23.229,22.341
23.23,22.385
23.231,22.421
23.232,22.463
23.233,22.511
23.234,22.553
23.235,22.586
23.236,22.616
23.236,22.667
23.237,22.736
23.238,22.795
23.239,22.859
23.24,22.932
23.241,22.996
23.242,23.058
23.243,23.143
23.244,23.221
23.245,23.296
23.246,23.388
23.247,23.503
23.248,23.606
23.248,23.677
23.249,23.728
23.25,23.792
23.251,23.843
23.252,23.889
23.253,23.984
23.254,24.068
23.255,24.109
23.255,24.169
23.256,24.23
23.257,24.321
23.258,24.391
23.259,24.457
23.259,24.498
23.26,24.534
23.261,24.581
23.262,24.64
23.263,24.696
23.263,24.767
23.264,24.834
23.265,24.891
23.266,24.959
23.267,25.036
23.267,25.12
23.268,25.203
23.269,25.266
23.269,25.301
23.27,25.333
23.271,25.352
23.272,25.402
23.272,25.472
23.273,25.557
23.274,25.625
23.275,25.668
23.275,25.693
23.276,25.729
23.277,25.754
23.278,25.799
23.279,25.813
23.279,25.826
23.28,25.827
23.281,25.822
23.282,25.815
23.282,25.817
23.283,25.804
23.284,25.812
23.285,25.82
23.285,25.807
23.286,25.771
23.286,25.761
23.287,25.747
23.288,25.76
23.289,25.765
23.289,25.782
23.289,25.753
23.29,25.723
23.291,25.676
23.291,25.631
23.292,25.632
23.293,25.632
23.293,25.633
23.294,25.586
23.295,25.521
23.296,25.444
23.296,25.397
23.297,25.357
23.298,25.345
23.298,25.322
23.299,25.298
23.299,25.252
23.3,25.218
23.301,25.195
23.301,25.187
23.302,25.164
23.303,25.143
23.304,25.113
23.304,25.09
23.305,25.089
23.306,25.101
23.307,25.076
23.308,25.039
23.309,25.034
23.309,25.022
23.31,25.018
23.311,24.989
23.312,24.989
23.313,24.944
23.313,24.917
23.314,24.89
23.315,24.886
23.316,24.865
23.316,24.849
23.317,24.822
23.318,24.786
23.319,24.788
23.319,24.782
23.32,24.769
23.321,24.74
23.322,24.722
23.323,24.705
23.323,24.692
23.324,24.69
23.325,24.686
23.326,24.654
23.327,24.655
23.328,24.652
23.328,24.637
23.329,24.617
23.33,24.612
23.331,24.617
23.332,24.601
23.333,24.575
23.333,24.572
23.334,24.577
23.335,24.568
23.336,24.551
23.337,24.576
23.338,24.598
23.338,24.604
23.339,24.588
23.34,24.595
23.341,24.587
23.342,24.59
23.343,24.595
23.343,24.608
23.344,24.616
23.345,24.595
23.346,24.611
23.347,24.651
23.348,24.648
23.349,24.649
23.349,24.674
23.35,24.692
23.351,24.675
23.352,24.707
23.353,24.731
23.353,24.743
23.355,24.724
23.355,24.708
23.356,24.668
23.357,24.667
23.358,24.668
23.358,24.698
23.359,24.721
23.36,24.756
23.361,24.777
23.362,24.821
23.362,24.843
23.363,24.868
23.364,24.886
23.365,24.915
23.366,24.921
23.367,24.95
23.367,24.958
23.368,24.98
23.369,24.997
23.369,24.995
23.37,25.004
23.371,25.009
23.371,25.035
23.372,25.037
23.373,25.057
23.374,25.055
23.374,25.087
23.375,25.123
23.376,25.169
23.377,25.189
23.377,25.233
23.378,25.283
23.379,25.34
23.379,25.389
23.38,25.422
23.38,25.473
23.381,25.541
23.381,25.589
23.382,25.628
23.383,25.685
23.383,25.728
23.384,25.774
23.385,25.819
23.385,25.897
23.386,25.956
23.387,25.987
23.387,26.018
23.388,26.035
23.389,26.037
23.389,26.082
23.389,26.139
23.39,26.173
23.391,26.237
23.391,26.301
23.392,26.3
23.393,26.334
23.393,26.408
23.394,26.47
23.395,26.535
23.395,26.618
23.396,26.711
23.397,26.777
23.397,26.816
23.398,26.844
23.398,26.872
23.399,26.902
23.399,26.92
23.4,26.918
23.401,26.931
23.401,26.954
23.402,26.978
23.403,27.003
23.403,27.024
23.404,27.068
23.404,27.141
23.405,27.182
23.406,27.195
23.406,27.186
23.407,27.161
23.407,27.149
23.408,27.128
23.408,27.126
23.409,27.135
23.41,27.137
23.41,27.119
23.411,27.084
23.411,27.06
23.412,27.042
23.413,27.054
23.413,27.069
23.414,27.091
23.415,27.114
23.415,27.131
23.416,27.144
23.416,27.141
23.417,27.12
23.418,27.084
23.419,27.047
23.419,27.02
23.419,26.983
23.42,26.944
23.421,26.887
23.421,26.82
23.422,26.748
23.423,26.675
23.423,26.606
23.424,26.542
23.425,26.489
23.426,26.407
23.426,26.342
23.427,26.274
23.428,26.23
23.428,26.178
23.429,26.13
23.429,26.085
23.43,26.03
23.431,25.956
23.431,25.858
23.432,25.739
23.433,25.63
23.434,25.516
23.434,25.42
23.435,25.309
23.436,25.196
23.436,25.092
23.437,25.007
23.438,24.929
23.438,24.842
23.439,24.766
23.44,24.692
23.441,24.622
23.441,24.564
23.442,24.506
23.443,24.433
23.444,24.332
23.445,24.244
23.445,24.16
23.446,24.076
23.447,23.979
23.448,23.881
23.449,23.79
23.449,23.717
23.45,23.643
23.451,23.552
23.452,23.499
23.453,23.428
23.453,23.373
23.454,23.296
23.455,23.227
23.456,23.159
23.457,23.098
23.458,23.033
23.458,22.989
23.459,22.94
23.46,22.902
23.461,22.878
23.462,22.862
23.462,22.842
23.463,22.826
23.464,22.818
23.465,22.811
23.466,22.813
23.467,22.815
23.467,22.802
23.468,22.794
23.469,22.773
23.47,22.746
23.471,22.714
23.472,22.669
23.472,22.635
23.473,22.604
23.474,22.574
23.475,22.539
23.476,22.525
23.477,22.525
23.478,22.521
23.478,22.52
23.479,22.523
23.48,22.513
23.48,22.5
23.481,22.485
23.482,22.475
23.482,22.484
23.483,22.503
23.484,22.537
23.485,22.563
23.486,22.59
23.487,22.599
23.487,22.633
23.488,22.658
23.489,22.689
23.489,22.707
23.49,22.726
23.491,22.737
23.492,22.745
23.493,22.774
23.493,22.794
23.494,22.813
23.495,22.831
23.496,22.85
23.497,22.87
23.498,22.896
23.498,22.91
23.499,22.922
23.5,22.95
23.501,22.963
23.502,22.988
23.502,23.014
23.503,23.061
23.504,23.106
23.505,23.149
23.506,23.167
23.507,23.196
23.507,23.218
23.508,23.231
23.509,23.247
23.509,23.252
23.51,23.264
23.511,23.272
23.512,23.28
23.512,23.291
23.513,23.315
23.514,23.351
23.515,23.392
23.516,23.426
23.517,23.466
23.517,23.495
23.518,23.51
23.519,23.532
23.519,23.542
23.52,23.547
23.521,23.543
23.522,23.547
23.523,23.585
23.524,23.609
23.525,23.642
23.526,23.648
23.526,23.669
23.527,23.665
23.528,23.678
23.529,23.687
23.529,23.675
23.53,23.661
23.531,23.632
23.532,23.619
23.532,23.6
23.533,23.596
23.534,23.589
23.535,23.582
23.536,23.558
23.537,23.552
23.538,23.524
23.538,23.525
23.539,23.487
23.54,23.445
23.541,23.378
23.542,23.35
23.543,23.3
23.544,23.277
23.545,23.232
23.545,23.215
23.547,23.181
23.547,23.171
23.548,23.141
23.549,23.108
23.55,23.066
23.551,22.988
23.552,22.946
23.553,22.865
23.554,22.833
23.555,22.775
23.556,22.729
23.557,22.662
23.557,22.606
23.558,22.538
23.559,22.472
23.56,22.419
23.561,22.356
23.562,22.331
23.563,22.264
23.564,22.193
23.565,22.1
23.566,22.047
23.567,21.995
23.568,21.985
23.569,21.955
23.57,21.925
23.571,21.88
23.572,21.86
23.573,21.835
23.574,21.826
23.575,21.8
23.576,21.793
23.577,21.798
23.578,21.814
23.578,21.818
23.579,21.815
23.58,21.812
23.581,21.804
23.582,21.809
23.583,21.817
23.583,21.831
23.584,21.839
23.585,21.837
23.586,21.824
23.587,21.822
23.587,21.821
23.588,21.833
23.589,21.843
23.589,21.862
23.59,21.858
23.59,21.854
23.59,21.85
23.591,21.85
23.592,21.856
23.593,21.869
23.593,21.893
23.594,21.914
23.595,21.955
23.596,22.002
23.597,22.052
23.598,22.094
23.599,22.123
23.599,22.139
23.6,22.159
23.601,22.195
23.602,22.232
23.603,22.273
23.604,22.309
23.605,22.331
23.605,22.382
23.606,22.43
23.607,22.483
23.608,22.544
23.609,22.588
23.61,22.63
23.611,22.673
23.612,22.709
23.613,22.748
23.614,22.785
23.615,22.836
23.615,22.884
23.617,22.95
23.617,23.02
23.618,23.083
23.619,23.121
23.62,23.146
23.621,23.184
23.622,23.222
23.623,23.259
23.624,23.305
23.624,23.356
23.625,23.405
23.626,23.462
23.627,23.506
23.628,23.562
23.629,23.623
23.63,23.683
23.631,23.732
23.632,23.781
23.633,23.831
23.634,23.876
23.635,23.922
23.636,23.972
23.637,24.022
23.638,24.078
23.638,24.133
23.639,24.184
23.64,24.241
23.641,24.294
23.642,24.331
23.643,24.374
23.644,24.432
23.645,24.488
23.646,24.54
23.647,24.589
23.648,24.63
23.649,24.671
23.649,24.697
23.65,24.709
23.651,24.703
23.652,24.73
23.653,24.757
23.654,24.783
23.655,24.835
23.655,24.874
23.656,24.882
23.657,24.89
23.658,24.913
23.659,24.945
23.659,24.954
23.66,24.958
23.661,24.964
23.662,24.978
23.663,24.966
23.663,24.939
23.664,24.914
23.665,24.897
23.666,24.91
23.667,24.919
23.668,24.925
23.669,24.888
23.669,24.857
23.67,24.829
23.671,24.794
23.672,24.784
23.673,24.807
23.673,24.81
23.674,24.757
23.675,24.706
23.676,24.652
23.677,24.638
23.678,24.608
23.678,24.618
23.679,24.631
23.679,24.608
23.68,24.568
23.681,24.507
23.682,24.47
23.682,24.461
23.683,24.442
23.684,24.462
23.685,24.487
23.686,24.485
23.686,24.45
23.687,24.402
23.688,24.364
23.689,24.339
23.689,24.332
23.69,24.347
23.691,24.341
23.692,24.313
23.693,24.242
23.693,24.227
23.694,24.232
23.695,24.272
23.696,24.292
23.697,24.302
23.697,24.279
23.698,24.273
23.699,24.281
23.699,24.299
23.7,24.303
23.701,24.272
23.702,24.256
23.703,24.246
23.703,24.25
23.704,24.243
23.705,24.236
23.706,24.199
23.706,24.184
23.707,24.163
23.708,24.184
23.709,24.21
23.709,24.216
23.71,24.195
23.711,24.144
23.712,24.127
23.712,24.113
23.713,24.121
23.714,24.114
23.715,24.125
23.715,24.103
23.716,24.103
23.717,24.102
23.718,24.12
23.718,24.119
23.719,24.111
23.72,24.107
23.721,24.119
23.721,24.129
23.722,24.14
23.723,24.16
23.724,24.171
23.724,24.188
23.725,24.224
23.726,24.259
23.727,24.29
23.727,24.303
23.728,24.326
23.728,24.358
23.729,24.392
23.73,24.4
23.73,24.412
23.731,24.424
23.731,24.448
23.732,24.459
23.733,24.486
23.733,24.529
23.734,24.571
23.735,24.615
23.736,24.651
23.736,24.685
23.737,24.723
23.738,24.759
23.739,24.796
23.739,24.821
23.74,24.85
23.741,24.887
23.742,24.926
23.742,24.945
23.743,24.978
23.744,25.032
23.745,25.078
23.746,25.107
23.746,25.149
23.747,25.204
23.748,25.246
23.749,25.286
23.749,25.33
23.75,25.388
23.751,25.418
23.752,25.424
23.752,25.437
23.753,25.489
23.754,25.547
23.755,25.626
23.755,25.697
23.756,25.761
23.757,25.783
23.758,25.827
23.758,25.85
23.759,25.886
23.76,25.907
23.761,25.957
23.762,26.052
23.762,26.111
23.763,26.143
23.764,26.166
23.765,26.191
23.766,26.2
23.766,26.202
23.767,26.222
23.768,26.239
23.769,26.246
23.769,26.268
23.77,26.289
23.771,26.309
23.772,26.318
23.773,26.275
23.773,26.249
23.774,26.217
23.775,26.204
23.776,26.154
23.777,26.166
23.778,26.155
23.778,26.167
23.779,26.166
23.78,26.186
23.781,26.164
23.782,26.194
23.782,26.232
23.783,26.228
23.784,26.181
23.785,26.126
23.786,26.064
23.787,26.019
23.788,26.016
23.788,26.025
23.789,26.067
23.789,26.07
23.79,26.073
23.791,26.019
23.792,25.944
23.792,25.899
23.793,25.872
23.794,25.833
23.795,25.76
23.795,25.727
23.796,25.698
23.797,25.649
23.798,25.593
23.798,25.546
23.799,25.469
23.8,25.4
23.801,25.306
23.801,25.204
23.802,25.122
23.803,25.054
23.804,24.995
23.805,24.946
23.805,24.899
23.806,24.848
23.807,24.793
23.807,24.744
23.808,24.691
23.809,24.662
23.809,24.62
23.81,24.586
23.811,24.54
23.811,24.521
23.812,24.473
23.813,24.443
23.813,24.381
23.814,24.344
23.815,24.273
23.816,24.232
23.816,24.162
23.817,24.116
23.818,24.049
23.818,24
23.819,23.944
23.819,23.889
23.82,23.837
23.821,23.784
23.821,23.74
23.822,23.698
23.822,23.666
23.823,23.633
23.824,23.605
23.825,23.558
23.825,23.506
23.826,23.443
23.827,23.375
23.827,23.305
23.828,23.248
23.829,23.173
23.829,23.121
23.83,23.066
23.83,23.023
23.831,22.97
23.831,22.917
23.832,22.879
23.833,22.83
23.833,22.795
23.834,22.748
23.835,22.696
23.836,22.633
23.836,22.584
23.837,22.526
23.838,22.474
23.838,22.411
23.839,22.367
23.839,22.322
23.84,22.281
23.841,22.215
23.842,22.156
23.842,22.103
23.843,22.055
23.844,22.007
23.844,21.973
23.845,21.949
23.846,21.933
23.847,21.907
23.847,21.882
23.848,21.85
23.849,21.828
23.849,21.808
23.85,21.792
23.851,21.767
23.852,21.745
23.852,21.702
23.853,21.658
23.854,21.6
23.854,21.554
23.855,21.497
23.856,21.435
23.857,21.358
23.857,21.294
23.858,21.23
23.859,21.196
23.859,21.15
23.86,21.113
23.861,21.064
23.861,21.032
23.862,20.995
23.863,20.964
23.864,20.924
23.865,20.889
23.866,20.849
23.866,20.826
23.867,20.799
23.868,20.785
23.869,20.767
23.869,20.744
23.87,20.722
23.871,20.691
23.872,20.66
23.873,20.641
23.873,20.624
23.874,20.609
23.875,20.601
23.876,20.588
23.877,20.57
23.878,20.546
23.878,20.533
23.879,20.515
23.88,20.502
23.881,20.486
23.882,20.486
23.883,20.48
23.883,20.486
23.884,20.474
23.885,20.476
23.886,20.465
23.887,20.46
23.888,20.444
23.888,20.43
23.889,20.423
23.89,20.422
23.891,20.418
23.892,20.417
23.893,20.405
23.894,20.399
23.895,20.378
23.895,20.374
23.896,20.357
23.897,20.351
23.898,20.337
23.899,20.333
23.899,20.318
23.9,20.308
23.901,20.291
23.902,20.282
23.903,20.281
23.904,20.288
23.904,20.288
23.905,20.297
23.906,20.301
23.907,20.307
23.908,20.299
23.909,20.311
23.909,20.316
23.91,20.318
23.91,20.318
23.911,20.321
23.912,20.329
23.912,20.34
23.913,20.345
23.914,20.358
23.915,20.359
23.916,20.369
23.917,20.382
23.918,20.401
23.918,20.415
23.919,20.424
23.92,20.425
23.921,20.425
23.922,20.43
23.923,20.43
23.924,20.438
23.925,20.443
23.925,20.451
23.926,20.45
23.927,20.466
23.928,20.479
23.929,20.495
23.93,20.509
23.931,20.521
23.932,20.537
23.933,20.551
23.934,20.575
23.935,20.592
23.936,20.61
23.937,20.628
23.937,20.644
23.938,20.644
23.939,20.655
23.939,20.655
23.94,20.652
23.941,20.645
23.942,20.644
23.943,20.65
23.943,20.66
23.944,20.676
23.945,20.688
23.946,20.698
23.947,20.706
23.948,20.715
23.949,20.721
23.949,20.723
23.95,20.727
23.951,20.736
23.952,20.756
23.953,20.782
23.954,20.804
23.955,20.825
23.955,20.85
23.956,20.865
23.957,20.883
23.958,20.912
23.959,20.949
23.96,20.983
23.961,21.017
23.962,21.037
23.963,21.061
23.964,21.111
23.965,21.167
23.966,21.225
23.967,21.284
23.968,21.332
23.968,21.365
23.969,21.395
23.97,21.428
23.971,21.459
23.972,21.506
23.973,21.548
23.974,21.581
23.975,21.611
23.975,21.645
23.976,21.677
23.977,21.712
23.978,21.756
23.979,21.797
23.979,21.827
23.98,21.847
23.981,21.855
23.982,21.872
23.983,21.903
23.984,21.941
23.984,21.975
23.985,22.005
23.986,22.025
23.987,22.047
23.988,22.085
23.989,22.126
23.989,22.168
23.99,22.205
23.991,22.239
23.992,22.268
23.992,22.301
23.993,22.332
23.994,22.36
23.995,22.393
23.995,22.424
23.996,22.437
23.997,22.442
23.998,22.46
23.998,22.491
23.999,22.527
24,22.576
24.001,22.61
24.002,22.642
24.002,22.656
24.003,22.671
24.004,22.697
24.005,22.731
24.005,22.759
24.006,22.782
24.007,22.8
24.007,22.817
24.008,22.846
24.009,22.887
24.009,22.929
24.01,22.96
24.011,22.979
24.011,23.005
24.012,23.03
24.013,23.067
24.014,23.126
24.015,23.195
24.016,23.231
24.016,23.256
24.017,23.263
24.018,23.294
24.019,23.331
24.019,23.381
24.02,23.417
24.021,23.409
24.022,23.409
24.022,23.414
24.023,23.445
24.024,23.482
24.025,23.52
24.025,23.545
24.026,23.569
24.027,23.578
24.028,23.604
24.028,23.66
24.029,23.715
24.029,23.751
24.03,23.778
24.031,23.794
24.032,23.818
24.032,23.846
24.033,23.893
24.034,23.949
24.035,23.997
24.036,24.054
24.037,24.095
24.038,24.142
24.038,24.205
24.039,24.26
24.04,24.324
24.041,24.383
24.042,24.421
24.043,24.464
24.044,24.514
24.044,24.569
24.045,24.627
24.046,24.669
24.047,24.698
24.048,24.728
24.049,24.777
24.049,24.808
24.05,24.841
24.051,24.857
24.052,24.877
24.053,24.882
24.053,24.897
24.054,24.907
24.055,24.928
24.056,24.936
24.057,24.948
24.058,24.966
24.059,25
24.059,24.995
24.06,25
24.061,25.028
24.062,25.059
24.063,25.086
24.064,25.118
24.065,25.13
24.065,25.137
24.066,25.133
24.067,25.137
24.068,25.142
24.068,25.172
24.069,25.19
24.07,25.17
24.071,25.12
24.072,25.08
24.072,25.045
24.073,25.049
24.074,25.057
24.075,25.063
24.076,25.041
24.076,25.029
24.077,25.019
24.078,25.011
24.079,25.009
24.079,25
24.08,24.99
24.081,24.968
24.081,24.934
24.082,24.905
24.083,24.9
24.084,24.892
24.084,24.907
24.085,24.904
24.086,24.909
24.087,24.911
24.087,24.917
24.088,24.898
24.089,24.892
24.089,24.887
24.09,24.888
24.091,24.871
24.091,24.857
24.092,24.836
24.093,24.832
24.093,24.83
24.094,24.834
24.095,24.816
24.095,24.794
24.096,24.767
24.096,24.769
24.097,24.768
24.098,24.766
24.098,24.741
24.099,24.74
24.099,24.754
24.1,24.752
24.1,24.75
24.101,24.751
24.101,24.742
24.102,24.724
24.102,24.708
24.103,24.715
24.104,24.709
24.104,24.72
24.105,24.698
24.105,24.698
24.106,24.683
24.107,24.693
24.107,24.69
24.108,24.704
24.109,24.707
24.109,24.736
24.109,24.734
24.11,24.724
24.111,24.687
24.111,24.663
24.112,24.674
24.113,24.689
24.113,24.706
24.114,24.691
24.115,24.702
24.115,24.728
24.116,24.759
24.117,24.737
24.117,24.722
24.118,24.736
24.119,24.756
24.119,24.722
24.12,24.682
24.121,24.644
24.122,24.635
24.123,24.632
24.123,24.636
24.124,24.639
24.125,24.627
24.126,24.618
24.127,24.61
24.128,24.606
24.128,24.608
24.129,24.582
24.13,24.548
24.131,24.537
24.132,24.503
24.133,24.491
24.133,24.487
24.134,24.491
24.135,24.446
24.136,24.445
24.137,24.485
24.138,24.54
24.138,24.519
24.139,24.504
24.139,24.472
24.14,24.448
24.141,24.462
24.142,24.463
24.142,24.432
24.143,24.38
24.144,24.348
24.145,24.339
24.146,24.362
24.146,24.369
24.147,24.332
24.148,24.29
24.149,24.29
24.149,24.299
24.15,24.301
24.151,24.302
24.151,24.31
24.152,24.26
24.153,24.231
24.154,24.225
24.155,24.237
24.155,24.253
24.156,24.27
24.157,24.311
24.158,24.342
24.158,24.344
24.159,24.344
24.16,24.339
24.16,24.325
24.161,24.319
24.161,24.339
24.162,24.334
24.163,24.319
24.164,24.33
24.164,24.319
24.165,24.29
24.166,24.286
24.166,24.256
24.167,24.226
24.168,24.191
24.168,24.17
24.169,24.151
24.169,24.109
24.17,24.064
24.171,24.024
24.171,24.024
24.172,23.985
24.173,23.963
24.173,23.947
24.174,23.932
24.175,23.914
24.175,23.913
24.176,23.884
24.177,23.858
24.177,23.825
24.178,23.8
24.179,23.772
24.179,23.774
24.179,23.772
24.18,23.77
24.181,23.741
24.181,23.72
24.182,23.69
24.182,23.651
24.183,23.587
24.184,23.553
24.184,23.504
24.185,23.472
24.185,23.431
24.186,23.402
24.187,23.382
24.187,23.377
24.188,23.364
24.188,23.338
24.189,23.307
24.19,23.263
24.19,23.213
24.191,23.156
24.191,23.117
24.192,23.076
24.192,23.029
24.193,22.981
24.193,22.949
24.194,22.904
24.194,22.874
24.195,22.836
24.196,22.818
24.196,22.781
24.197,22.754
24.197,22.738
24.198,22.723
24.199,22.679
24.199,22.63
24.2,22.568
24.2,22.527
24.201,22.491
24.201,22.475
24.202,22.459
24.203,22.455
24.203,22.422
24.204,22.41
24.204,22.371
24.205,22.338
24.206,22.287
24.206,22.249
24.207,22.19
24.207,22.149
24.208,22.084
24.209,22.047
24.209,22.003
24.209,21.962
24.21,21.926
24.211,21.873
24.211,21.827
24.212,21.761
24.212,21.708
24.213,21.64
24.214,21.595
24.214,21.555
24.215,21.515
24.216,21.446
24.216,21.376
24.217,21.299
24.218,21.23
24.218,21.16
24.219,21.117
24.219,21.062
24.22,21.015
24.221,20.947
24.221,20.898
24.222,20.844
24.223,20.794
24.224,20.753
24.224,20.711
24.225,20.659
24.226,20.605
24.227,20.538
24.227,20.479
24.228,20.416
24.229,20.383
24.229,20.34
24.23,20.298
24.231,20.24
24.231,20.213
24.232,20.17
24.233,20.141
24.234,20.096
24.234,20.061
24.235,20.026
24.236,19.993
24.236,19.944
24.237,19.913
24.238,19.88
24.239,19.863
24.239,19.843
24.24,19.828
24.241,19.809
24.242,19.791
24.242,19.771
24.243,19.762
24.244,19.755
24.245,19.75
24.245,19.742
24.246,19.726
24.247,19.709
24.248,19.701
24.248,19.696
24.249,19.691
24.25,19.693
24.251,19.7
24.252,19.72
24.252,19.727
24.253,19.732
24.254,19.733
24.255,19.738
24.256,19.734
24.256,19.735
24.257,19.729
24.258,19.724
24.259,19.713
24.259,19.704
24.26,19.697
24.261,19.695
24.261,19.694
24.262,19.681
24.263,19.669
24.264,19.664
24.264,19.662
24.265,19.652
24.266,19.643
24.267,19.634
24.267,19.635
24.268,19.637
24.269,19.645
24.269,19.646
24.27,19.646
24.271,19.644
24.272,19.653
24.272,19.655
24.273,19.655
24.274,19.654
24.275,19.652
24.275,19.659
24.276,19.661
24.277,19.66
24.278,19.658
24.278,19.655
24.279,19.653
24.279,19.646
24.28,19.644
24.281,19.645
24.282,19.652
24.282,19.661
24.283,19.672
24.284,19.683
24.284,19.691
24.285,19.7
24.286,19.71
24.287,19.714
24.287,19.716
24.288,19.718
24.289,19.723
24.289,19.724
24.29,19.725
24.291,19.723
24.291,19.732
24.292,19.734
24.293,19.739
24.294,19.735
24.294,19.729
24.295,19.72
24.296,19.721
24.297,19.722
24.297,19.728
24.298,19.725
24.299,19.727
24.299,19.73
24.3,19.737
