time,HRR_fine(kW) 
12.36,22.429
12.364,22.255
12.367,22.172
12.371,22.309
12.375,22.73
12.378,23.195
12.382,23.686
12.385,23.833
12.388,23.719
12.39,23.828
12.393,23.898
12.397,24.012
12.4,23.993
12.403,23.846
12.406,23.947
12.409,24.19
12.411,24.669
12.414,25.587
12.417,26.611
12.42,27.586
12.422,28.178
12.425,28.145
12.428,27.947
12.432,27.649
12.435,26.995
12.439,26.053
12.443,25.196
12.447,24.148
12.45,23.368
12.454,22.525
12.457,21.878
12.46,21.718
12.463,21.914
12.465,22.123
12.468,21.994
12.471,21.805
12.474,21.258
12.476,20.719
12.48,20.438
12.483,20.373
12.486,20.446
12.489,20.672
12.493,20.899
12.496,21.168
12.5,21.515
12.504,21.841
12.508,22.236
12.512,22.58
12.516,22.831
12.52,23.15
12.523,23.436
12.527,23.792
12.531,24.188
12.534,24.539
12.537,24.856
12.54,25.184
12.543,25.476
12.547,25.46
12.55,25.733
12.554,25.733
12.558,26.101
12.562,26.081
12.566,26.412
12.57,26.591
12.574,26.943
12.578,27.182
12.582,27.487
12.586,27.901
12.59,28.334
12.595,28.773
12.599,29.137
12.604,29.619
12.609,30.072
12.613,30.382
12.617,30.652
12.622,30.841
12.627,30.968
12.632,30.885
12.638,30.645
12.643,30.286
12.649,29.511
12.654,28.621
12.659,27.603
12.664,26.568
12.668,26.128
12.673,25.856
12.678,25.486
12.682,25.178
12.687,24.864
12.691,24.554
12.696,24.187
12.701,23.937
12.706,23.737
12.711,23.279
12.716,22.548
12.72,21.726
12.725,20.989
12.729,20.392
12.734,20.017
12.738,19.723
12.743,19.731
12.747,19.969
12.752,20.267
12.756,20.542
12.76,20.744
12.765,20.936
12.769,21.034
12.774,21.2
12.778,21.308
12.782,21.446
12.785,21.907
12.789,22.62
12.792,23.351
12.796,23.83
12.8,23.912
12.803,24.014
12.806,23.764
12.809,23.767
12.813,23.838
12.816,23.622
12.819,23.108
12.823,22.284
12.827,21.498
12.831,20.744
12.835,19.817
12.839,18.979
12.843,18.483
12.847,18.279
12.85,18.336
12.854,18.54
12.857,18.736
12.861,19.012
12.865,19.288
12.869,19.484
12.872,19.648
12.876,19.883
12.879,20.116
12.883,20.309
12.886,20.575
12.89,20.944
12.893,21.31
12.897,21.558
12.9,21.639
12.904,21.655
12.907,21.474
12.91,21.416
12.913,21.285
12.917,21.171
12.92,20.954
12.922,20.805
12.925,20.804
12.928,21.165
12.931,21.225
12.935,21.194
12.938,21.058
12.941,20.861
12.945,20.867
12.948,20.918
12.952,20.898
12.956,20.881
12.96,20.963
12.963,21.009
12.967,21.197
12.971,21.494
12.975,21.992
12.979,22.666
12.983,23.295
12.987,24.01
12.991,24.701
12.996,25.293
13,25.942
13.004,26.386
13.009,26.872
13.012,27.28
13.016,27.474
13.02,27.477
13.025,27.456
13.029,27.387
13.034,27.451
13.038,27.59
13.042,27.783
13.046,27.949
13.05,28.137
13.054,28.311
13.059,28.435
13.064,28.631
13.069,28.768
13.074,28.947
13.079,28.876
13.084,28.889
13.088,28.835
13.094,28.692
13.098,28.432
13.103,28.006
13.108,27.42
13.112,26.831
13.117,26.195
13.122,25.695
13.128,24.948
13.134,24.25
13.139,23.563
13.144,23.035
13.149,22.643
13.153,22.518
13.158,22.43
13.162,22.422
13.166,22.353
13.17,22.378
13.173,22.401
13.177,22.335
13.181,22.215
13.184,22.191
13.188,22.311
13.191,22.426
13.194,22.519
13.198,22.631
13.201,22.774
13.204,23.009
13.208,23.122
13.211,23.014
13.214,22.892
13.218,22.525
13.222,22.129
13.225,21.734
13.229,21.268
13.233,20.91
13.237,20.547
13.241,20.228
13.244,20.061
13.248,19.889
13.252,19.767
13.255,19.465
13.259,19.06
13.262,18.71
13.266,18.45
13.27,18.318
13.273,18.1
13.277,17.861
13.281,17.642
13.285,17.47
13.289,17.326
13.293,17.201
13.297,17.083
13.301,17.049
13.305,17.176
13.309,17.435
13.313,17.758
13.317,18.196
13.321,18.628
13.325,19.098
13.329,19.621
13.333,20.103
13.336,20.645
13.34,21.237
13.344,21.986
13.347,22.629
13.351,23.193
13.354,23.632
13.358,23.877
13.361,24.201
13.365,24.482
13.368,24.601
13.372,24.718
13.375,24.84
13.378,24.865
13.382,24.852
13.385,24.783
13.388,24.785
13.391,24.615
13.395,24.631
13.399,24.251
13.402,24.072
13.405,23.82
13.409,23.442
13.412,23.356
13.415,23.372
13.419,23.267
13.422,23.257
13.425,23.455
13.429,23.578
13.432,23.746
13.436,24.033
13.44,24.18
13.444,24.252
13.448,24.36
13.452,24.218
13.456,24.183
13.461,24.292
13.465,24.556
13.47,24.907
13.475,25.217
13.479,25.534
13.483,25.978
13.488,26.425
13.493,26.739
13.498,27.049
13.501,27.126
13.506,27.145
13.511,26.931
13.516,26.738
13.521,26.358
13.526,25.908
13.531,25.526
13.536,25.046
13.54,24.487
13.545,24.066
13.549,23.682
13.554,23.448
13.558,23.27
13.563,23.224
13.568,23.072
13.573,22.859
13.577,22.356
13.582,21.753
13.587,21.072
13.591,20.462
13.596,19.801
13.601,19.387
13.606,19.067
13.611,18.856
13.616,18.861
13.62,18.992
13.625,19.069
13.629,19.138
13.632,19.226
13.636,19.159
13.64,18.991
13.643,18.851
13.647,18.879
13.65,19.008
13.654,19.178
13.657,19.232
13.661,19.191
13.665,19.1
13.668,18.883
13.672,18.66
13.676,18.48
13.68,18.271
13.684,18.019
13.689,17.864
13.693,17.82
13.698,17.946
13.702,18.105
13.706,18.357
13.71,18.697
13.714,19.032
13.718,19.295
13.721,19.439
13.725,19.711
13.728,20.238
13.732,21.073
13.735,22.005
13.739,22.545
13.743,22.667
13.746,22.51
13.75,22.482
13.753,22.606
13.756,22.869
13.76,23.169
13.763,23.678
13.766,24.249
13.769,24.798
13.772,25.064
13.775,25.315
13.778,25.42
13.781,24.512
13.785,23.85
13.788,22.726
13.791,21.873
13.794,21.296
13.798,20.404
13.801,19.672
13.804,19.174
13.808,18.645
13.811,17.977
13.814,17.098
13.818,16.403
13.822,15.807
13.825,15.486
13.829,15.472
13.832,15.532
13.836,15.672
13.84,15.941
13.844,16.213
13.847,16.511
13.851,16.826
13.854,17.059
13.857,17.28
13.861,17.466
13.864,17.734
13.868,18.026
13.872,18.405
13.875,18.814
13.879,19.205
13.883,19.649
13.886,20.085
13.89,20.597
13.894,21.056
13.898,21.618
13.902,22.028
13.907,22.456
13.911,22.865
13.915,23.283
13.919,23.73
13.922,24.314
13.926,24.707
13.93,25.268
13.933,25.736
13.937,26.414
13.941,26.817
13.945,27.474
13.949,27.978
13.953,28.409
13.957,28.848
13.961,29.266
13.966,29.603
13.97,30.103
13.974,30.432
13.978,30.846
13.982,31.265
13.986,31.454
13.99,31.725
13.994,31.864
13.999,31.988
14.003,32.043
14.008,32.289
14.012,32.33
14.016,32.356
14.02,32.294
14.024,32.002
14.028,31.588
14.032,30.932
14.036,30.179
14.04,29.32
14.045,28.529
14.05,27.832
14.054,27.112
14.059,26.367
14.063,25.661
14.067,25.015
14.07,24.348
14.074,23.909
14.078,23.525
14.082,23.272
14.086,22.974
14.089,22.676
14.093,22.397
14.097,22.168
14.101,21.999
14.105,21.665
14.109,21.113
14.113,20.59
14.117,20.318
14.121,20.255
14.125,20.392
14.128,20.365
14.132,20.306
14.135,20.187
14.138,20.121
14.14,19.994
14.143,19.628
14.146,18.936
14.148,18.403
14.151,17.974
14.153,17.654
14.156,17.379
14.159,17.278
14.162,17.182
14.165,16.871
14.168,16.802
14.171,16.847
14.174,16.857
14.177,16.864
14.314,26.124
14.317,26.591
14.321,26.974
14.324,27.187
14.327,27.211
14.331,27.285
14.334,27.521
14.338,27.428
14.342,26.977
14.347,26.514
14.351,26.246
14.356,25.931
14.36,25.502
14.364,25.286
14.368,25.56
14.373,25.778
14.377,26.241
14.382,26.549
14.386,26.928
14.39,27.189
14.394,27.492
14.398,27.564
14.402,27.726
14.406,27.807
14.41,27.774
14.414,27.75
14.419,27.632
14.423,27.56
14.427,27.54
14.432,27.393
14.436,27.089
14.441,26.576
14.446,26.113
14.451,25.827
14.456,25.624
14.461,25.353
14.467,24.949
14.472,24.565
14.477,24.2
14.483,23.834
14.488,23.603
14.494,23.229
14.499,22.517
14.504,21.723
14.51,21.205
14.514,20.774
14.52,20.191
14.525,19.563
14.53,18.928
14.535,18.615
14.541,18.495
14.546,18.464
14.551,18.481
14.557,18.533
14.561,18.712
14.566,18.799
14.571,18.608
14.576,18.021
14.582,17.26
14.587,16.776
14.592,16.568
14.597,16.712
14.603,17.024
14.608,17.258
14.612,17.502
14.617,17.64
14.621,17.799
14.625,17.999
14.63,18.525
14.634,19.193
14.638,20.093
14.642,20.972
14.646,22.112
14.65,23.433
14.653,24.913
14.657,26.207
14.661,27.262
14.665,27.617
14.669,27.775
14.672,28.061
14.676,28.442
14.68,28.548
14.683,28.527
14.687,28.492
14.691,28.406
14.694,28.62
14.698,27.816
14.701,27.005
14.705,25.957
14.708,25.426
14.711,25.125
14.714,24.919
14.717,24.84
14.719,24.676
14.721,24.421
14.723,24.243
14.726,23.938
14.73,23.654
14.734,23.497
14.738,23.565
14.742,23.758
14.747,24.052
14.751,24.545
14.755,24.993
14.758,25.367
14.762,25.671
14.766,26.011
14.77,26.456
14.774,26.946
14.778,27.374
14.782,27.669
14.786,27.765
14.791,28.039
14.794,28.156
14.798,28.268
14.802,28.328
14.805,28.308
14.809,28.372
14.812,28.477
14.815,28.567
14.819,28.572
14.822,28.566
14.825,28.622
14.828,28.624
14.831,28.613
14.834,28.52
14.837,28.417
14.84,28.261
14.843,28.107
14.846,27.752
14.85,27.346
14.854,26.981
14.857,26.505
14.861,26.121
14.865,25.509
14.869,25.03
14.873,24.562
14.877,24.159
14.881,23.763
14.885,23.381
14.889,23.038
14.893,22.821
14.897,22.789
14.901,22.749
14.904,22.74
14.908,22.636
14.912,22.548
14.916,22.413
14.92,22.373
14.925,22.399
14.929,22.376
14.933,22.278
14.938,22.182
14.942,22.049
14.947,21.894
14.951,21.566
14.956,21.076
14.961,20.642
14.966,20.163
14.971,19.685
14.976,19.138
14.98,18.609
14.984,18.031
14.988,17.526
14.992,17.153
14.995,16.929
14.999,16.845
15.002,16.77
15.006,16.67
15.01,16.409
15.015,16.05
15.019,15.801
15.023,15.878
15.028,15.986
15.032,16.167
15.036,16.377
15.041,16.562
15.045,16.771
15.049,16.936
15.052,17.012
15.056,16.989
15.059,16.687
15.063,16.287
15.066,16.137
15.069,16.079
15.072,16.04
15.075,16.063
15.078,16.035
15.082,16.051
15.085,16.041
15.088,16.053
15.091,16.061
15.094,16.116
15.096,16.198
15.099,16.286
15.101,16.326
15.104,16.275
15.107,16.09
15.11,15.958
15.112,15.941
15.115,15.951
15.118,15.879
15.121,15.72
15.123,15.391
15.126,15.013
15.13,14.778
15.133,14.733
15.136,14.753
15.139,14.896
15.142,15.092
15.146,15.276
15.149,15.468
15.153,15.678
15.157,15.949
15.161,16.236
15.165,16.457
15.169,16.683
15.173,16.926
15.177,17.163
15.181,17.346
15.184,17.559
15.188,17.792
15.191,18.011
15.194,18.17
15.198,18.459
15.202,18.767
15.206,19.274
15.21,19.57
15.213,19.726
15.217,20.106
15.221,20.452
15.225,20.518
15.228,20.769
15.232,20.969
15.235,21.047
15.238,21.211
15.242,21.273
15.246,21.279
15.25,21
15.253,21.008
15.256,21.01
15.26,21.04
15.262,21.165
15.265,21.302
15.269,21.451
15.273,21.418
15.277,21.559
15.281,21.766
15.285,22.017
15.289,22.331
15.293,22.582
15.298,22.906
15.302,23.131
15.307,23.365
15.312,23.527
15.317,23.615
15.322,23.741
15.326,23.863
15.331,24.032
15.336,24.085
15.341,24.149
15.346,24.07
15.351,23.952
15.357,23.761
15.362,23.523
15.367,23.437
15.373,23.435
15.378,23.427
15.384,23.432
15.389,23.215
15.394,22.938
15.4,22.696
15.416,21.96
15.422,21.458
15.427,20.881
15.433,20.542
15.439,20.316
15.445,20.304
15.451,20.335
15.456,20.199
15.461,20.054
15.466,19.987
15.47,20.091
15.475,20.1
15.48,19.872
15.485,19.74
15.49,19.807
15.494,19.816
15.499,19.833
15.503,19.947
15.507,20.098
15.511,20.153
15.515,20.125
15.519,20.007
15.523,19.726
15.527,19.416
15.53,19.04
15.534,18.743
15.537,18.457
15.541,18.316
15.545,18.037
15.549,17.835
15.552,17.603
15.556,17.279
15.56,17.018
15.563,16.83
15.566,16.789
15.57,16.614
15.573,16.417
15.576,16.326
15.579,16.412
15.583,16.651
15.586,17.028
15.59,17.41
15.594,17.571
15.597,17.666
15.601,17.946
15.604,18.428
15.608,18.979
15.611,19.484
15.614,19.956
15.616,20.407
15.619,20.722
15.622,20.787
15.625,20.733
15.628,20.493
15.631,20.099
15.634,19.428
15.637,18.722
15.64,18.188
15.643,17.659
15.647,17.202
15.651,16.664
15.655,16.202
15.659,15.855
15.662,15.622
15.666,15.18
15.67,14.826
15.675,14.711
15.679,14.648
15.683,14.806
15.687,15.057
15.692,15.313
15.696,15.272
15.7,15.04
15.704,14.793
15.709,14.695
15.714,14.706
15.719,14.826
15.723,15.101
15.728,15.464
15.732,15.793
15.737,16.117
15.741,16.369
15.745,16.709
15.75,17.014
15.754,17.218
15.758,17.395
15.763,17.683
15.768,18.061
15.773,18.39
15.777,18.724
15.781,19.046
15.785,19.271
15.79,19.577
15.794,19.923
15.798,20.268
15.803,20.626
15.807,20.983
15.812,21.265
15.817,21.482
15.821,21.62
15.826,21.654
15.83,21.691
15.834,21.821
15.838,21.928
15.842,22.067
15.846,22.341
15.849,22.645
15.853,23.082
15.856,23.516
15.86,24.076
15.864,24.683
15.868,25.347
15.872,25.844
15.877,26.524
15.881,27.122
15.886,27.62
15.89,27.984
15.894,28.272
15.899,28.396
15.903,28.491
15.906,28.519
15.91,28.643
15.914,28.869
15.918,29.147
15.922,29.464
15.926,29.777
15.93,29.976
15.934,29.998
15.938,29.685
15.942,29.183
15.946,28.341
15.95,27.514
15.954,26.778
15.958,26.013
15.962,25.301
15.966,24.858
15.969,24.432
15.973,24.078
15.978,23.764
15.982,23.705
15.986,23.844
15.991,23.777
15.995,23.234
15.999,22.429
16.004,21.871
16.008,21.603
16.012,21.441
16.017,21.521
16.021,21.531
16.024,21.626
16.028,21.881
16.032,21.987
16.035,22.349
16.038,22.683
16.042,23.33
16.046,23.939
16.049,24.555
16.052,25.177
16.056,25.618
16.059,26.027
16.061,26.287
16.065,26.501
16.068,26.535
16.072,26.473
16.075,26.08
16.079,25.464
16.082,24.931
16.085,24.515
16.089,24.235
16.092,24.038
16.095,24.027
16.099,24.094
16.102,24.091
16.106,24.042
16.109,24.001
16.113,23.985
16.116,23.863
16.119,23.698
16.122,23.567
16.125,23.413
16.129,23.207
16.132,22.964
16.135,22.564
16.138,22.074
16.142,21.312
16.145,20.842
16.148,20.426
16.152,20.049
16.155,19.821
16.159,19.551
16.163,19.314
16.166,19.222
16.17,19.159
16.174,19.172
16.178,19.294
16.183,19.453
16.187,19.625
16.191,19.895
16.195,20.213
16.2,20.575
16.204,20.953
16.208,21.213
16.211,21.472
16.216,21.917
16.22,22.386
16.224,22.858
16.228,23.301
16.232,23.687
16.237,23.92
16.241,24.294
16.245,24.523
16.25,24.815
16.254,25.171
16.259,25.515
16.263,25.812
16.268,25.762
16.272,25.558
16.277,25.555
16.281,25.709
16.285,25.835
16.289,26.032
16.292,26.091
16.297,26.34
16.3,26.555
16.304,26.908
16.307,27.379
16.311,28.116
16.315,28.917
16.318,29.521
16.322,29.899
16.326,30.03
16.33,29.841
16.333,29.532
16.337,29.203
16.341,28.407
16.344,27.578
16.348,26.628
16.352,25.624
16.355,24.902
16.359,24.117
16.363,23.439
16.367,22.588
16.37,21.826
16.373,21.108
16.377,20.117
16.381,19.299
16.385,18.68
16.389,18.342
16.392,18.075
16.396,17.88
16.4,17.837
16.403,17.923
16.407,18.084
16.411,18.349
16.415,18.641
16.418,18.955
16.422,19.208
16.425,19.476
16.428,19.7
16.431,19.956
16.434,20.221
16.438,20.549
16.441,20.88
16.444,21.282
16.448,21.653
16.451,21.946
16.455,22.379
16.459,22.626
16.462,22.868
16.466,23.023
16.469,23.107
16.473,23.322
16.477,23.54
16.481,23.804
16.485,24.04
16.489,24.541
16.493,24.677
16.496,24.544
16.5,24.282
16.504,24.03
16.508,23.926
16.511,23.595
16.515,23.075
16.519,22.074
16.523,20.971
16.528,20.31
16.532,19.73
16.536,19.455
16.54,19.417
16.545,19.464
16.549,19.692
16.553,20.075
16.558,20.621
16.562,21.223
16.566,21.77
16.571,22.297
16.575,22.755
16.579,23.208
16.583,23.659
16.588,24.094
16.592,24.527
16.597,24.838
16.601,25.071
16.605,25.328
16.61,25.559
16.614,25.799
16.619,26.032
16.623,26.103
16.628,26.194
16.633,25.988
16.638,25.52
16.643,24.977
16.648,24.555
16.653,24.283
16.658,24.015
16.663,23.714
16.668,23.522
16.672,23.411
16.677,23.227
16.682,22.879
16.687,22.673
16.692,22.637
16.697,22.785
16.702,22.964
16.707,23.043
16.713,22.857
16.718,22.748
16.723,22.462
16.727,22.151
16.732,21.692
16.736,21.179
16.741,20.64
16.746,19.936
16.751,19.277
16.755,18.836
16.759,18.514
16.763,18.365
16.768,18.254
16.773,18.166
16.777,18.287
16.782,17.93
16.786,17.829
16.79,17.769
16.795,17.693
16.799,17.316
16.803,16.904
16.807,16.689
16.811,16.6
16.815,16.52
16.819,16.538
16.823,16.625
16.827,16.806
16.831,16.996
16.835,17.242
16.839,17.661
16.842,18.288
16.846,18.864
16.849,19.438
16.852,20.259
16.856,21.079
16.859,22.051
16.862,23.09
16.865,23.569
16.868,23.819
16.871,23.737
16.874,23.918
16.877,24.08
16.88,23.715
16.884,23.511
16.888,23.43
16.891,23.53
16.895,23.484
16.898,23.039
16.902,22.858
16.905,22.408
16.908,22.027
16.911,21.631
16.914,21.383
16.918,20.875
16.921,20.239
16.924,19.72
16.927,19.467
16.931,19.224
16.934,18.971
16.938,18.936
16.942,19.064
16.946,19.318
16.95,19.655
16.954,20.014
16.958,20.407
16.962,20.862
16.966,21.266
16.97,21.613
16.974,22.154
16.978,22.821
16.981,23.279
16.986,23.799
16.99,24.568
16.994,25.217
16.998,25.821
17.002,26.536
17.007,27.171
17.01,27.803
17.014,28.478
17.019,29.171
17.023,29.826
17.027,30.487
17.031,31.061
17.035,31.416
17.039,31.764
17.044,31.922
17.048,32.108
17.053,32.19
17.057,32.206
17.062,32.031
17.066,31.924
17.071,31.667
17.075,31.343
17.079,30.83
17.083,30.309
17.088,29.97
17.092,29.759
17.096,29.432
17.101,29.057
17.105,28.881
17.109,28.829
17.113,28.754
17.117,28.636
17.122,28.446
17.126,28.292
17.131,28.286
17.136,28.299
17.141,28.317
17.145,28.256
17.15,27.951
17.155,27.523
17.16,26.916
17.164,26.275
17.168,25.595
17.173,24.948
17.177,24.372
17.181,23.807
17.185,23.199
17.19,22.486
17.194,21.897
17.199,21.467
17.203,21.071
17.207,20.647
17.211,20.22
17.215,19.938
17.22,19.876
17.224,19.949
17.228,20.167
17.232,20.347
17.237,20.612
17.241,20.873
17.246,21.084
17.25,21.231
17.254,21.332
17.257,21.303
17.261,21.207
17.264,21.096
17.268,21.022
17.272,21.005
17.276,21.076
17.28,21.139
17.283,21.055
17.287,20.65
17.291,20.181
17.295,19.679
17.298,18.991
17.302,18.235
17.306,17.708
17.309,17.274
17.312,16.814
17.316,16.359
17.32,15.807
17.323,15.126
17.327,14.632
17.331,14.144
17.335,13.75
17.338,13.468
17.342,13.208
17.345,12.939
17.348,12.712
17.351,12.612
17.354,12.499
17.358,12.581
17.362,12.704
17.365,12.839
17.369,12.965
17.372,13.05
17.376,13.038
17.38,13.038
17.384,13.068
17.387,12.975
17.391,12.814
17.394,12.654
17.397,12.464
17.4,12.184
17.403,11.928
17.406,11.759
17.409,11.69
17.412,11.662
17.415,11.687
17.418,11.768
17.421,11.805
17.424,11.866
17.427,11.882
17.431,11.905
17.434,12.005
17.438,12.056
17.441,12.072
17.444,12.087
17.447,12.042
17.451,11.999
17.454,12.032
17.458,12.086
17.461,12.16
17.465,12.051
17.468,11.859
17.472,11.656
17.475,11.619
17.48,11.684
17.484,11.798
17.488,11.91
17.492,11.97
17.497,12.018
17.501,12.184
17.505,12.407
17.509,12.711
17.513,13.046
17.518,13.456
17.522,13.829
17.527,14.306
17.532,14.789
17.537,15.31
17.542,15.803
17.547,16.361
17.552,16.871
17.558,17.414
17.563,17.847
17.568,18.275
17.572,18.6
17.577,18.982
17.581,19.268
17.585,19.703
17.59,20.178
17.594,20.498
17.599,20.962
17.603,21.336
17.608,21.73
17.613,22.089
17.618,22.523
17.622,22.924
17.626,23.207
17.63,23.389
17.634,23.558
17.637,23.771
17.641,23.987
17.645,24.135
17.649,24.082
17.653,24.118
17.656,23.936
17.66,23.574
17.664,23.162
17.667,23.052
17.671,23.146
17.674,23.282
17.677,23.382
17.68,23.53
17.683,23.691
17.686,23.904
17.69,24.241
17.693,24.519
17.697,24.854
17.701,25.098
17.704,25.111
17.708,25.139
17.711,25.189
17.715,25.248
17.719,25.299
17.722,25.265
17.726,25.357
17.729,25.452
17.732,25.387
17.735,25.203
17.738,25.219
17.742,25.404
17.745,25.652
17.748,26.07
17.751,26.485
17.754,26.942
17.757,27.408
17.761,27.951
17.764,28.579
17.768,29.299
17.771,29.822
17.774,30.462
17.778,31.076
17.781,31.791
17.785,32.288
17.788,32.925
17.791,33.392
17.794,33.799
17.798,33.897
17.801,33.921
17.805,33.709
17.808,33.573
17.812,33.272
17.816,33.105
17.82,33.239
17.824,33.244
17.827,33.188
17.831,33.217
17.835,33.254
17.838,33.385
17.842,33.395
17.845,32.883
17.848,32.343
17.851,32.005
17.854,31.45
17.857,31.256
17.861,30.765
17.864,29.924
17.867,28.895
17.87,27.81
17.873,26.811
17.876,25.77
17.878,24.901
17.881,24.29
17.884,23.907
17.887,23.666
17.89,23.571
17.894,23.412
17.897,23.207
17.901,23.082
17.905,23.029
17.908,23.066
17.911,23.198
17.914,23.469
17.916,23.846
17.919,24.252
17.923,24.76
17.926,25.361
17.93,25.953
17.933,26.537
17.937,27.255
17.941,27.964
17.944,28.511
17.948,29.061
17.952,29.28
17.955,29.394
17.959,29.692
17.962,30.227
17.966,30.796
17.969,31.273
17.972,31.57
17.976,31.742
17.979,31.944
17.982,32.113
17.985,32.202
17.988,32.509
17.992,32.636
17.995,32.437
17.999,32.176
18.003,31.851
18.006,31.28
18.01,30.256
18.014,29.394
18.017,28.666
18.021,27.877
18.025,27.424
18.029,26.873
18.032,26.139
18.036,25.406
18.04,24.793
18.043,24.534
18.046,24.111
18.049,23.858
18.013,29.505
18.017,28.733
18.021,27.975
18.024,27.551
18.028,26.963
18.032,26.307
18.036,25.501
18.039,24.896
18.043,24.551
18.046,24.205
18.048,23.885
18.051,23.631
18.053,23.379
18.056,23.125
18.059,22.96
18.062,22.716
18.066,22.512
18.069,22.238
18.073,22.061
18.077,21.818
18.08,21.634
18.083,21.402
18.088,21.132
18.091,20.78
18.096,20.368
18.1,20.051
18.104,19.802
18.108,19.566
18.113,19.241
18.118,18.865
18.122,18.605
18.126,18.472
18.131,18.437
18.135,18.45
18.14,18.295
18.145,18.042
18.149,17.964
18.154,17.978
18.158,17.983
18.162,17.946
18.167,18
18.172,17.982
18.177,17.924
18.181,17.818
18.186,17.589
18.191,17.528
18.195,17.479
18.2,17.24
18.205,16.789
18.21,16.455
18.215,16.321
18.22,16.174
18.225,16.159
18.23,16.262
18.235,16.458
18.24,16.597
18.244,16.749
18.248,17.095
18.252,17.54
18.256,18.054
18.26,18.484
18.264,18.922
18.267,19.329
18.271,19.904
18.274,20.59
18.278,21.509
18.281,22.454
18.284,23.388
18.288,24.193
18.291,24.805
18.294,24.924
18.298,24.875
18.301,24.968
18.304,25.35
18.308,25.639
18.311,25.804
18.314,25.795
18.317,25.778
18.32,25.606
18.323,25.595
18.326,25.427
18.329,25.904
18.332,25.896
18.336,26.101
18.339,25.728
18.343,25.175
18.347,24.726
18.35,24.487
18.354,24.097
18.357,23.731
18.361,23.465
18.365,23.08
18.369,22.723
18.373,22.576
18.378,22.567
18.381,22.559
18.385,22.491
18.389,22.437
18.393,22.436
18.397,22.441
18.401,22.595
18.404,22.713
18.408,22.783
18.412,22.982
18.415,23.181
18.419,23.436
18.423,23.811
18.427,24.216
18.431,24.794
18.435,25.303
18.439,25.838
18.443,26.326
18.447,26.77
18.451,27.305
18.454,27.746
18.458,28.2
18.462,28.701
18.466,29.215
18.47,29.837
18.473,30.16
18.477,30.621
18.481,31.084
18.485,31.22
18.489,31.24
18.493,30.988
18.498,30.651
18.502,30.38
18.506,30.113
18.511,29.861
18.514,29.631
18.518,29.27
18.522,28.825
18.525,28.347
18.53,27.951
18.534,27.678
18.538,27.569
18.542,27.34
18.546,27.167
18.55,27.008
18.555,26.886
18.559,26.545
18.564,26.227
18.569,26.023
18.574,25.815
18.579,25.546
18.584,25.171
18.589,24.724
18.593,24.283
18.598,23.742
18.603,23.225
18.608,22.672
18.612,22.281
18.618,21.887
18.624,21.589
18.629,21.237
18.635,20.953
18.64,20.566
18.644,20.307
18.648,20.163
18.653,20.127
18.658,20.193
18.664,20.072
18.67,19.895
18.675,19.776
18.681,19.766
18.686,19.749
18.692,19.859
18.698,19.868
18.703,19.755
18.708,19.611
18.713,19.456
18.718,19.177
18.723,18.682
18.728,18.31
18.733,18.138
18.739,18.076
18.744,17.978
18.749,17.848
18.754,17.884
18.759,17.93
18.764,18.03
18.769,18.124
18.773,18.355
18.777,18.718
18.781,19.247
18.784,19.718
18.788,20.078
18.791,20.162
18.795,20.086
18.798,20.051
18.802,20.075
18.805,20.433
18.808,20.663
18.811,20.866
18.814,20.992
18.818,21.066
18.821,21.011
18.825,20.621
18.829,20.381
18.833,20.077
18.837,19.673
18.841,18.404
18.845,17.173
18.849,16.775
18.854,16.807
18.858,16.616
18.863,16.426
18.867,16.17
18.872,16.065
18.877,15.907
18.882,15.932
18.886,15.954
18.891,16.105
18.895,16.172
18.9,16.348
18.915,17.089
18.92,17.25
18.924,17.573
18.928,17.846
18.933,18.174
18.937,18.381
18.941,18.816
18.946,19.134
18.95,19.613
18.954,20.053
18.959,20.522
18.963,21
18.967,21.41
18.971,21.923
18.976,22.483
18.98,23.042
18.985,23.604
18.989,24.242
18.993,24.871
18.998,25.471
19.002,26.155
19.006,26.725
19.01,27.316
19.014,27.911
19.019,28.437
19.023,28.94
19.027,29.321
19.031,29.719
19.035,29.871
19.04,29.932
19.046,29.876
19.051,29.893
19.055,29.896
19.06,29.874
19.065,30.009
19.071,30.037
19.075,29.989
19.08,29.991
19.084,30.006
19.089,30.001
19.093,29.817
19.097,29.696
19.101,29.604
19.105,29.521
19.11,29.58
19.114,29.503
19.118,29.289
19.121,29.096
19.125,28.762
19.129,28.303
19.132,27.936
19.135,27.867
19.139,27.916
19.143,27.788
19.147,27.67
19.151,27.373
19.154,27.203
19.157,27.018
19.161,26.659
19.164,26.57
19.167,26.482
19.17,26.4
19.173,26.326
19.176,26.386
19.179,26.317
19.182,25.734
19.185,24.954
19.189,24.428
19.192,24.021
19.195,23.19
19.198,22.344
19.202,21.211
19.205,20.253
19.208,19.506
19.212,18.942
19.216,18.403
19.219,17.897
19.222,17.567
19.225,17.381
19.229,17.203
19.232,17.141
19.236,17.144
19.24,17.21
19.243,17.326
19.247,17.41
19.25,17.485
19.254,17.556
19.257,17.571
19.261,17.62
19.264,17.687
19.267,17.725
19.271,17.729
19.275,17.882
19.278,18.008
19.281,18.086
19.285,18.364
19.289,18.753
19.293,19.101
19.297,19.595
19.301,20.058
19.306,20.779
19.31,21.574
19.315,22.473
19.319,23.372
19.324,24.081
19.328,24.635
19.333,24.985
19.336,25.342
19.34,25.684
