s,kg/s,m/s
 1.414E+01, 4.812E-02, 2.520E+00
 1.415E+01, 4.812E-02, 2.474E+00
 1.416E+01, 4.812E-02, 2.455E+00
 1.417E+01, 4.812E-02, 2.467E+00
 1.418E+01, 4.812E-02, 2.510E+00
 1.419E+01, 4.812E-02, 2.580E+00
 1.420E+01, 4.812E-02, 2.669E+00
 1.421E+01, 4.812E-02, 2.766E+00
 1.422E+01, 4.812E-02, 2.859E+00
 1.424E+01, 4.812E-02, 2.940E+00
 1.425E+01, 4.812E-02, 2.997E+00
 1.426E+01, 4.812E-02, 3.027E+00
 1.427E+01, 4.812E-02, 3.028E+00
 1.428E+01, 4.812E-02, 2.999E+00
 1.429E+01, 4.812E-02, 2.946E+00
 1.430E+01, 4.812E-02, 2.875E+00
 1.431E+01, 4.812E-02, 2.791E+00
 1.432E+01, 4.812E-02, 2.704E+00
 1.433E+01, 4.812E-02, 2.621E+00
 1.434E+01, 4.812E-02, 2.546E+00
 1.436E+01, 4.812E-02, 2.485E+00
 1.437E+01, 4.812E-02, 2.438E+00
 1.438E+01, 4.812E-02, 2.405E+00
 1.439E+01, 4.812E-02, 2.382E+00
 1.440E+01, 4.812E-02, 2.366E+00
 1.441E+01, 4.812E-02, 2.351E+00
 1.442E+01, 4.812E-02, 2.333E+00
 1.443E+01, 4.812E-02, 2.309E+00
 1.444E+01, 4.812E-02, 2.275E+00
 1.445E+01, 4.812E-02, 2.231E+00
 1.447E+01, 4.812E-02, 2.176E+00
 1.448E+01, 4.812E-02, 2.111E+00
 1.449E+01, 4.812E-02, 2.037E+00
 1.450E+01, 4.812E-02, 1.956E+00
 1.451E+01, 4.812E-02, 1.870E+00
 1.452E+01, 4.812E-02, 1.782E+00
 1.453E+01, 4.812E-02, 1.692E+00
 1.454E+01, 4.812E-02, 1.603E+00
 1.455E+01, 4.812E-02, 1.515E+00
 1.456E+01, 4.812E-02, 1.430E+00
 1.457E+01, 4.812E-02, 1.347E+00
 1.459E+01, 4.812E-02, 1.266E+00
 1.460E+01, 4.812E-02, 1.189E+00
 1.461E+01, 4.812E-02, 1.115E+00
 1.462E+01, 4.812E-02, 1.044E+00
 1.463E+01, 4.812E-02, 9.769E-01
 1.464E+01, 4.812E-02, 9.142E-01
 1.465E+01, 4.812E-02, 8.564E-01
 1.466E+01, 4.812E-02, 8.040E-01
 1.467E+01, 4.812E-02, 7.574E-01
 1.468E+01, 4.812E-02, 7.165E-01
 1.470E+01, 4.812E-02, 6.781E-01
 1.471E+01, 4.812E-02, 6.460E-01
 1.472E+01, 4.812E-02, 6.198E-01
 1.473E+01, 4.812E-02, 5.990E-01
 1.474E+01, 4.812E-02, 5.831E-01
 1.476E+01, 4.812E-02, 5.717E-01
 1.477E+01, 4.812E-02, 5.647E-01
 1.478E+01, 4.812E-02, 5.618E-01
 1.479E+01, 4.812E-02, 5.628E-01
 1.480E+01, 4.812E-02, 5.679E-01
 1.482E+01, 4.812E-02, 5.773E-01
 1.483E+01, 4.812E-02, 5.919E-01
 1.484E+01, 4.812E-02, 6.128E-01
 1.485E+01, 4.812E-02, 6.421E-01
 1.486E+01, 4.812E-02, 6.820E-01
 1.488E+01, 4.812E-02, 7.347E-01
 1.489E+01, 4.812E-02, 8.024E-01
 1.490E+01, 4.812E-02, 8.878E-01
 1.491E+01, 4.812E-02, 9.932E-01
 1.492E+01, 4.812E-02, 1.107E+00
 1.493E+01, 4.812E-02, 1.242E+00
 1.495E+01, 4.812E-02, 1.401E+00
 1.496E+01, 4.812E-02, 1.590E+00
 1.497E+01, 4.812E-02, 1.808E+00
 1.498E+01, 4.812E-02, 2.052E+00
 1.499E+01, 4.812E-02, 2.316E+00
 1.500E+01, 4.812E-02, 2.588E+00
 1.501E+01, 4.812E-02, 2.858E+00
 1.502E+01, 4.812E-02, 3.113E+00
 1.503E+01, 4.812E-02, 3.339E+00
 1.504E+01, 4.812E-02, 3.522E+00
 1.505E+01, 4.812E-02, 3.651E+00
 1.506E+01, 4.812E-02, 3.721E+00
 1.508E+01, 4.812E-02, 3.732E+00
 1.509E+01, 4.812E-02, 3.687E+00
 1.510E+01, 4.812E-02, 3.590E+00
 1.511E+01, 4.812E-02, 3.448E+00
 1.512E+01, 4.812E-02, 3.270E+00
 1.513E+01, 4.812E-02, 3.068E+00
 1.514E+01, 4.812E-02, 2.858E+00
 1.515E+01, 4.812E-02, 2.657E+00
 1.516E+01, 4.812E-02, 2.480E+00
 1.517E+01, 4.812E-02, 2.341E+00
 1.518E+01, 4.812E-02, 2.247E+00
 1.519E+01, 4.812E-02, 2.203E+00
 1.521E+01, 4.812E-02, 2.207E+00
 1.522E+01, 4.812E-02, 2.253E+00
 1.523E+01, 4.812E-02, 2.333E+00
 1.524E+01, 4.812E-02, 2.451E+00
 1.525E+01, 4.812E-02, 2.589E+00
 1.526E+01, 4.812E-02, 2.738E+00
 1.527E+01, 4.812E-02, 2.884E+00
 1.529E+01, 4.812E-02, 3.017E+00
 1.530E+01, 4.812E-02, 3.127E+00
 1.531E+01, 4.812E-02, 3.203E+00
 1.532E+01, 4.812E-02, 3.239E+00
 1.533E+01, 4.812E-02, 3.235E+00
 1.535E+01, 4.812E-02, 3.194E+00
 1.536E+01, 4.812E-02, 3.123E+00
 1.537E+01, 4.812E-02, 3.044E+00
 1.538E+01, 4.812E-02, 2.961E+00
 1.539E+01, 4.812E-02, 2.883E+00
 1.540E+01, 4.812E-02, 2.822E+00
 1.541E+01, 4.812E-02, 2.783E+00
 1.542E+01, 4.812E-02, 2.770E+00
 1.543E+01, 4.812E-02, 2.785E+00
 1.544E+01, 4.812E-02, 2.823E+00
 1.545E+01, 4.812E-02, 2.878E+00
 1.547E+01, 4.812E-02, 2.943E+00
 1.548E+01, 4.812E-02, 3.007E+00
 1.549E+01, 4.812E-02, 3.066E+00
 1.550E+01, 4.812E-02, 3.100E+00
 1.551E+01, 4.812E-02, 3.102E+00
 1.552E+01, 4.812E-02, 3.068E+00
 1.553E+01, 4.812E-02, 2.998E+00
 1.555E+01, 4.812E-02, 2.900E+00
 1.556E+01, 4.812E-02, 2.782E+00
 1.557E+01, 4.812E-02, 2.656E+00
 1.558E+01, 4.812E-02, 2.535E+00
 1.559E+01, 4.812E-02, 2.429E+00
 1.561E+01, 4.812E-02, 2.345E+00
 1.562E+01, 4.812E-02, 2.288E+00
 1.563E+01, 4.812E-02, 2.257E+00
 1.564E+01, 4.812E-02, 2.249E+00
 1.565E+01, 4.812E-02, 2.262E+00
 1.566E+01, 4.812E-02, 2.291E+00
 1.568E+01, 4.812E-02, 2.332E+00
 1.569E+01, 4.812E-02, 2.383E+00
 1.570E+01, 4.812E-02, 2.442E+00
 1.571E+01, 4.812E-02, 2.507E+00
 1.572E+01, 4.812E-02, 2.577E+00
 1.573E+01, 4.812E-02, 2.651E+00
 1.575E+01, 4.812E-02, 2.727E+00
 1.576E+01, 4.812E-02, 2.803E+00
 1.577E+01, 4.812E-02, 2.874E+00
 1.578E+01, 4.812E-02, 2.937E+00
 1.579E+01, 4.812E-02, 2.988E+00
 1.580E+01, 4.812E-02, 3.023E+00
 1.582E+01, 4.812E-02, 3.041E+00
 1.583E+01, 4.812E-02, 3.040E+00
 1.584E+01, 4.812E-02, 3.025E+00
 1.585E+01, 4.812E-02, 2.998E+00
 1.586E+01, 4.812E-02, 2.965E+00
 1.588E+01, 4.812E-02, 2.933E+00
 1.589E+01, 4.812E-02, 2.907E+00
 1.590E+01, 4.812E-02, 2.896E+00
 1.591E+01, 4.812E-02, 2.901E+00
 1.592E+01, 4.812E-02, 2.925E+00
 1.593E+01, 4.812E-02, 2.966E+00
 1.595E+01, 4.812E-02, 3.024E+00
 1.596E+01, 4.812E-02, 3.095E+00
 1.597E+01, 4.812E-02, 3.175E+00
 1.598E+01, 4.812E-02, 3.256E+00
 1.599E+01, 4.812E-02, 3.330E+00
 1.600E+01, 4.812E-02, 3.386E+00
 1.602E+01, 4.812E-02, 3.419E+00
 1.603E+01, 4.812E-02, 3.422E+00
 1.604E+01, 4.812E-02, 3.398E+00
 1.605E+01, 4.812E-02, 3.353E+00
 1.606E+01, 4.812E-02, 3.298E+00
 1.608E+01, 4.812E-02, 3.247E+00
 1.609E+01, 4.812E-02, 3.213E+00
 1.610E+01, 4.812E-02, 3.206E+00
 1.611E+01, 4.812E-02, 3.230E+00
 1.612E+01, 4.812E-02, 3.281E+00
 1.613E+01, 4.812E-02, 3.347E+00
 1.615E+01, 4.812E-02, 3.412E+00
 1.616E+01, 4.812E-02, 3.461E+00
 1.617E+01, 4.812E-02, 3.483E+00
 1.618E+01, 4.812E-02, 3.474E+00
 1.619E+01, 4.812E-02, 3.437E+00
 1.620E+01, 4.812E-02, 3.379E+00
 1.622E+01, 4.812E-02, 3.310E+00
 1.623E+01, 4.812E-02, 3.238E+00
 1.624E+01, 4.812E-02, 3.170E+00
 1.625E+01, 4.812E-02, 3.110E+00
 1.626E+01, 4.812E-02, 3.061E+00
 1.628E+01, 4.812E-02, 3.022E+00
 1.629E+01, 4.812E-02, 2.994E+00
 1.630E+01, 4.812E-02, 2.975E+00
 1.631E+01, 4.812E-02, 2.961E+00
 1.632E+01, 4.812E-02, 2.951E+00
 1.633E+01, 4.812E-02, 2.942E+00
 1.635E+01, 4.812E-02, 2.931E+00
 1.636E+01, 4.812E-02, 2.916E+00
 1.637E+01, 4.812E-02, 2.893E+00
 1.638E+01, 4.812E-02, 2.861E+00
 1.639E+01, 4.812E-02, 2.818E+00
 1.640E+01, 4.812E-02, 2.763E+00
 1.642E+01, 4.812E-02, 2.696E+00
 1.643E+01, 4.812E-02, 2.618E+00
 1.644E+01, 4.812E-02, 2.533E+00
 1.645E+01, 4.812E-02, 2.446E+00
 1.646E+01, 4.812E-02, 2.364E+00
 1.648E+01, 4.812E-02, 2.297E+00
 1.649E+01, 4.812E-02, 2.253E+00
 1.650E+01, 4.812E-02, 2.237E+00
 1.651E+01, 4.812E-02, 2.252E+00
 1.652E+01, 4.812E-02, 2.297E+00
 1.653E+01, 4.812E-02, 2.367E+00
 1.655E+01, 4.812E-02, 2.456E+00
 1.656E+01, 4.812E-02, 2.558E+00
 1.657E+01, 4.812E-02, 2.665E+00
 1.658E+01, 4.812E-02, 2.772E+00
 1.659E+01, 4.812E-02, 2.873E+00
 1.660E+01, 4.812E-02, 2.961E+00
 1.662E+01, 4.812E-02, 3.033E+00
 1.663E+01, 4.812E-02, 3.085E+00
 1.664E+01, 4.812E-02, 3.115E+00
 1.665E+01, 4.812E-02, 3.124E+00
 1.666E+01, 4.812E-02, 3.117E+00
 1.668E+01, 4.812E-02, 3.101E+00
 1.669E+01, 4.812E-02, 3.083E+00
 1.670E+01, 4.812E-02, 3.073E+00
 1.671E+01, 4.812E-02, 3.082E+00
 1.672E+01, 4.812E-02, 3.117E+00
 1.673E+01, 4.812E-02, 3.182E+00
 1.675E+01, 4.812E-02, 3.274E+00
 1.676E+01, 4.812E-02, 3.388E+00
 1.677E+01, 4.812E-02, 3.511E+00
 1.678E+01, 4.812E-02, 3.629E+00
 1.679E+01, 4.812E-02, 3.730E+00
 1.680E+01, 4.812E-02, 3.804E+00
 1.682E+01, 4.812E-02, 3.846E+00
 1.683E+01, 4.812E-02, 3.855E+00
 1.684E+01, 4.812E-02, 3.835E+00
 1.685E+01, 4.812E-02, 3.791E+00
 1.686E+01, 4.812E-02, 3.733E+00
 1.688E+01, 4.812E-02, 3.670E+00
 1.689E+01, 4.812E-02, 3.614E+00
 1.690E+01, 4.812E-02, 3.576E+00
 1.691E+01, 4.812E-02, 3.565E+00
 1.692E+01, 4.812E-02, 3.583E+00
 1.693E+01, 4.812E-02, 3.628E+00
 1.695E+01, 4.812E-02, 3.688E+00
 1.696E+01, 4.812E-02, 3.751E+00
 1.697E+01, 4.812E-02, 3.800E+00
 1.698E+01, 4.812E-02, 3.823E+00
 1.699E+01, 4.812E-02, 3.809E+00
 1.700E+01, 4.812E-02, 3.755E+00
 1.702E+01, 4.812E-02, 3.662E+00
 1.703E+01, 4.812E-02, 3.535E+00
 1.704E+01, 4.812E-02, 3.385E+00
 1.705E+01, 4.812E-02, 3.227E+00
 1.706E+01, 4.812E-02, 3.074E+00
 1.707E+01, 4.812E-02, 2.939E+00
 1.709E+01, 4.812E-02, 2.831E+00
 1.710E+01, 4.812E-02, 2.752E+00
 1.711E+01, 4.812E-02, 2.699E+00
 1.712E+01, 4.812E-02, 2.667E+00
 1.713E+01, 4.812E-02, 2.647E+00
 1.715E+01, 4.812E-02, 2.631E+00
 1.716E+01, 4.812E-02, 2.611E+00
 1.717E+01, 4.812E-02, 2.584E+00
 1.718E+01, 4.812E-02, 2.549E+00
 1.719E+01, 4.812E-02, 2.510E+00
 1.720E+01, 4.812E-02, 2.472E+00
 1.722E+01, 4.812E-02, 2.441E+00
 1.723E+01, 4.812E-02, 2.419E+00
 1.724E+01, 4.812E-02, 2.406E+00
 1.725E+01, 4.812E-02, 2.400E+00
 1.726E+01, 4.812E-02, 2.396E+00
 1.727E+01, 4.812E-02, 2.388E+00
 1.729E+01, 4.812E-02, 2.370E+00
 1.730E+01, 4.812E-02, 2.338E+00
 1.731E+01, 4.812E-02, 2.289E+00
 1.732E+01, 4.812E-02, 2.220E+00
 1.733E+01, 4.812E-02, 2.134E+00
 1.735E+01, 4.812E-02, 2.034E+00
 1.736E+01, 4.812E-02, 1.923E+00
 1.737E+01, 4.812E-02, 1.807E+00
 1.738E+01, 4.812E-02, 1.691E+00
 1.739E+01, 4.812E-02, 1.582E+00
 1.740E+01, 4.812E-02, 1.482E+00
 1.742E+01, 4.812E-02, 1.395E+00
 1.743E+01, 4.812E-02, 1.321E+00
 1.744E+01, 4.812E-02, 1.261E+00
 1.745E+01, 4.812E-02, 1.214E+00
 1.746E+01, 4.812E-02, 1.177E+00
 1.747E+01, 4.812E-02, 1.151E+00
 1.749E+01, 4.812E-02, 1.132E+00
 1.750E+01, 4.812E-02, 1.119E+00
 1.751E+01, 4.812E-02, 1.110E+00
 1.752E+01, 4.812E-02, 1.103E+00
 1.753E+01, 4.812E-02, 1.096E+00
 1.755E+01, 4.812E-02, 1.088E+00
 1.756E+01, 4.812E-02, 1.078E+00
 1.757E+01, 4.812E-02, 1.065E+00
 1.758E+01, 4.812E-02, 1.052E+00
 1.759E+01, 4.812E-02, 1.038E+00
 1.760E+01, 4.812E-02, 1.025E+00
 1.762E+01, 4.812E-02, 1.013E+00
 1.763E+01, 4.812E-02, 1.004E+00
 1.764E+01, 4.812E-02, 9.973E-01
 1.765E+01, 4.812E-02, 9.937E-01
 1.766E+01, 4.812E-02, 9.930E-01
 1.767E+01, 4.812E-02, 9.949E-01
 1.769E+01, 4.812E-02, 9.992E-01
 1.770E+01, 4.812E-02, 1.005E+00
 1.771E+01, 4.812E-02, 1.013E+00
 1.772E+01, 4.812E-02, 1.023E+00
 1.773E+01, 4.812E-02, 1.034E+00
 1.775E+01, 4.812E-02, 1.050E+00
 1.776E+01, 4.812E-02, 1.070E+00
 1.777E+01, 4.812E-02, 1.099E+00
 1.778E+01, 4.812E-02, 1.140E+00
 1.779E+01, 4.812E-02, 1.199E+00
 1.780E+01, 4.812E-02, 1.283E+00
 1.782E+01, 4.812E-02, 1.397E+00
 1.783E+01, 4.812E-02, 1.545E+00
 1.784E+01, 4.812E-02, 1.732E+00
 1.785E+01, 4.812E-02, 1.955E+00
 1.786E+01, 4.812E-02, 2.208E+00
 1.787E+01, 4.812E-02, 2.481E+00
 1.789E+01, 4.812E-02, 2.760E+00
 1.790E+01, 4.812E-02, 3.028E+00
 1.791E+01, 4.812E-02, 3.266E+00
 1.792E+01, 4.812E-02, 3.458E+00
 1.793E+01, 4.812E-02, 3.591E+00
 1.795E+01, 4.812E-02, 3.659E+00
 1.796E+01, 4.812E-02, 3.661E+00
 1.797E+01, 4.812E-02, 3.607E+00
 1.798E+01, 4.812E-02, 3.512E+00
 1.799E+01, 4.812E-02, 3.396E+00
 1.800E+01, 4.812E-02, 3.287E+00
 1.802E+01, 4.812E-02, 3.210E+00
 1.803E+01, 4.812E-02, 3.186E+00
 1.804E+01, 4.812E-02, 3.227E+00
 1.805E+01, 4.812E-02, 3.333E+00
 1.806E+01, 4.812E-02, 3.489E+00
 1.807E+01, 4.812E-02, 3.669E+00
 1.809E+01, 4.812E-02, 3.837E+00
 1.810E+01, 4.812E-02, 3.961E+00
 1.811E+01, 4.812E-02, 4.014E+00
 1.812E+01, 4.812E-02, 3.983E+00
 1.813E+01, 4.812E-02, 3.870E+00
 1.815E+01, 4.812E-02, 3.692E+00
 1.816E+01, 4.812E-02, 3.472E+00
 1.817E+01, 4.812E-02, 3.238E+00
 1.818E+01, 4.812E-02, 3.013E+00
 1.819E+01, 4.812E-02, 2.814E+00
 1.820E+01, 4.812E-02, 2.652E+00
 1.822E+01, 4.812E-02, 2.532E+00
 1.823E+01, 4.812E-02, 2.450E+00
 1.824E+01, 4.812E-02, 2.405E+00
 1.825E+01, 4.812E-02, 2.391E+00
 1.826E+01, 4.812E-02, 2.401E+00
 1.827E+01, 4.812E-02, 2.430E+00
 1.829E+01, 4.812E-02, 2.474E+00
 1.830E+01, 4.812E-02, 2.529E+00
 1.831E+01, 4.812E-02, 2.591E+00
 1.832E+01, 4.812E-02, 2.660E+00
 1.833E+01, 4.812E-02, 2.734E+00
 1.834E+01, 4.812E-02, 2.812E+00
 1.836E+01, 4.812E-02, 2.890E+00
 1.837E+01, 4.812E-02, 2.966E+00
 1.838E+01, 4.812E-02, 3.033E+00
 1.839E+01, 4.812E-02, 3.087E+00
 1.840E+01, 4.812E-02, 3.122E+00
 1.842E+01, 4.812E-02, 3.137E+00
 1.843E+01, 4.812E-02, 3.130E+00
 1.844E+01, 4.812E-02, 3.106E+00
 1.845E+01, 4.812E-02, 3.070E+00
 1.846E+01, 4.812E-02, 3.033E+00
 1.847E+01, 4.812E-02, 3.006E+00
 1.849E+01, 4.812E-02, 2.999E+00
 1.850E+01, 4.812E-02, 3.024E+00
 1.851E+01, 4.812E-02, 3.086E+00
 1.852E+01, 4.812E-02, 3.186E+00
 1.853E+01, 4.812E-02, 3.321E+00
 1.855E+01, 4.812E-02, 3.494E+00
 1.856E+01, 4.812E-02, 3.673E+00
 1.857E+01, 4.812E-02, 3.831E+00
 1.858E+01, 4.812E-02, 3.944E+00
 1.860E+01, 4.812E-02, 3.995E+00
 1.861E+01, 4.812E-02, 3.975E+00
 1.862E+01, 4.812E-02, 3.888E+00
 1.864E+01, 4.812E-02, 3.751E+00
 1.865E+01, 4.812E-02, 3.586E+00
 1.866E+01, 4.812E-02, 3.422E+00
 1.868E+01, 4.812E-02, 3.288E+00
 1.869E+01, 4.812E-02, 3.205E+00
 1.870E+01, 4.812E-02, 3.188E+00
 1.871E+01, 4.812E-02, 3.237E+00
 1.873E+01, 4.812E-02, 3.344E+00
 1.874E+01, 4.812E-02, 3.487E+00
 1.875E+01, 4.812E-02, 3.638E+00
 1.877E+01, 4.812E-02, 3.766E+00
 1.878E+01, 4.812E-02, 3.845E+00
 1.879E+01, 4.812E-02, 3.861E+00
 1.880E+01, 4.812E-02, 3.823E+00
 1.881E+01, 4.812E-02, 3.744E+00
 1.883E+01, 4.812E-02, 3.639E+00
 1.884E+01, 4.812E-02, 3.521E+00
 1.885E+01, 4.812E-02, 3.405E+00
 1.886E+01, 4.812E-02, 3.304E+00
 1.887E+01, 4.812E-02, 3.224E+00
 1.888E+01, 4.812E-02, 3.171E+00
 1.889E+01, 4.812E-02, 3.143E+00
 1.890E+01, 4.812E-02, 3.139E+00
 1.891E+01, 4.812E-02, 3.153E+00
 1.893E+01, 4.812E-02, 3.180E+00
 1.894E+01, 4.812E-02, 3.215E+00
 1.895E+01, 4.812E-02, 3.253E+00
 1.896E+01, 4.812E-02, 3.292E+00
 1.897E+01, 4.812E-02, 3.328E+00
 1.898E+01, 4.812E-02, 3.360E+00
 1.899E+01, 4.812E-02, 3.387E+00
 1.900E+01, 4.812E-02, 3.410E+00
 1.901E+01, 4.812E-02, 3.428E+00
 1.903E+01, 4.812E-02, 3.443E+00
 1.904E+01, 4.812E-02, 3.455E+00
 1.905E+01, 4.812E-02, 3.468E+00
 1.906E+01, 4.812E-02, 3.484E+00
 1.907E+01, 4.812E-02, 3.504E+00
 1.908E+01, 4.812E-02, 3.533E+00
 1.909E+01, 4.812E-02, 3.569E+00
 1.911E+01, 4.812E-02, 3.610E+00
 1.912E+01, 4.812E-02, 3.652E+00
 1.913E+01, 4.812E-02, 3.689E+00
 1.914E+01, 4.812E-02, 3.719E+00
 1.916E+01, 4.812E-02, 3.736E+00
 1.917E+01, 4.812E-02, 3.740E+00
 1.918E+01, 4.812E-02, 3.727E+00
 1.919E+01, 4.812E-02, 3.700E+00
 1.920E+01, 4.812E-02, 3.656E+00
 1.922E+01, 4.812E-02, 3.599E+00
 1.923E+01, 4.812E-02, 3.532E+00
 1.924E+01, 4.812E-02, 3.464E+00
 1.925E+01, 4.812E-02, 3.404E+00
 1.926E+01, 4.812E-02, 3.361E+00
 1.928E+01, 4.812E-02, 3.345E+00
 1.929E+01, 4.812E-02, 3.357E+00
 1.930E+01, 4.812E-02, 3.398E+00
 1.931E+01, 4.812E-02, 3.459E+00
 1.933E+01, 4.812E-02, 3.529E+00
 1.934E+01, 4.812E-02, 3.592E+00
 1.935E+01, 4.812E-02, 3.634E+00
 1.936E+01, 4.812E-02, 3.642E+00
 1.937E+01, 4.812E-02, 3.611E+00
 1.939E+01, 4.812E-02, 3.544E+00
 1.940E+01, 4.812E-02, 3.453E+00
 1.941E+01, 4.812E-02, 3.353E+00
 1.942E+01, 4.812E-02, 3.258E+00
 1.944E+01, 4.812E-02, 3.181E+00
 1.945E+01, 4.812E-02, 3.129E+00
 1.946E+01, 4.812E-02, 3.104E+00
 1.947E+01, 4.812E-02, 3.102E+00
 1.948E+01, 4.812E-02, 3.117E+00
 1.950E+01, 4.812E-02, 3.138E+00
 1.951E+01, 4.812E-02, 3.157E+00
 1.952E+01, 4.812E-02, 3.166E+00
 1.953E+01, 4.812E-02, 3.161E+00
 1.955E+01, 4.812E-02, 3.141E+00
 1.956E+01, 4.812E-02, 3.111E+00
 1.957E+01, 4.812E-02, 3.078E+00
 1.958E+01, 4.812E-02, 3.053E+00
 1.959E+01, 4.812E-02, 3.044E+00
 1.961E+01, 4.812E-02, 3.060E+00
 1.962E+01, 4.812E-02, 3.103E+00
 1.963E+01, 4.812E-02, 3.172E+00
 1.964E+01, 4.812E-02, 3.263E+00
 1.966E+01, 4.812E-02, 3.369E+00
 1.967E+01, 4.812E-02, 3.480E+00
 1.968E+01, 4.812E-02, 3.587E+00
 1.969E+01, 4.812E-02, 3.681E+00
 1.970E+01, 4.812E-02, 3.752E+00
 1.972E+01, 4.812E-02, 3.798E+00
 1.973E+01, 4.812E-02, 3.819E+00
 1.974E+01, 4.812E-02, 3.820E+00
 1.975E+01, 4.812E-02, 3.810E+00
 1.977E+01, 4.812E-02, 3.796E+00
 1.978E+01, 4.812E-02, 3.785E+00
 1.979E+01, 4.812E-02, 3.780E+00
 1.980E+01, 4.812E-02, 3.780E+00
 1.981E+01, 4.812E-02, 3.780E+00
 1.983E+01, 4.812E-02, 3.774E+00
 1.984E+01, 4.812E-02, 3.758E+00
 1.985E+01, 4.812E-02, 3.733E+00
 1.986E+01, 4.812E-02, 3.703E+00
 1.988E+01, 4.812E-02, 3.675E+00
 1.989E+01, 4.812E-02, 3.656E+00
 1.990E+01, 4.812E-02, 3.656E+00
 1.991E+01, 4.812E-02, 3.677E+00
 1.992E+01, 4.812E-02, 3.721E+00
 1.994E+01, 4.812E-02, 3.775E+00
 1.995E+01, 4.812E-02, 3.835E+00
 1.996E+01, 4.812E-02, 3.893E+00
 1.997E+01, 4.812E-02, 3.942E+00
 1.998E+01, 4.812E-02, 3.965E+00
 1.999E+01, 4.812E-02, 3.951E+00
 2.001E+01, 4.812E-02, 3.901E+00
 2.002E+01, 4.812E-02, 3.818E+00
 2.003E+01, 4.812E-02, 3.713E+00
 2.004E+01, 4.812E-02, 3.600E+00
 2.005E+01, 4.812E-02, 3.493E+00
 2.007E+01, 4.812E-02, 3.405E+00
 2.008E+01, 4.812E-02, 3.342E+00
 2.009E+01, 4.812E-02, 3.306E+00
 2.010E+01, 4.812E-02, 3.296E+00
 2.011E+01, 4.812E-02, 3.303E+00
 2.012E+01, 4.812E-02, 3.321E+00
 2.013E+01, 4.812E-02, 3.344E+00
 2.014E+01, 4.812E-02, 3.368E+00
 2.016E+01, 4.812E-02, 3.388E+00
 2.017E+01, 4.812E-02, 3.400E+00
 2.018E+01, 4.812E-02, 3.402E+00
 2.019E+01, 4.812E-02, 3.392E+00
 2.020E+01, 4.812E-02, 3.371E+00
 2.021E+01, 4.812E-02, 3.340E+00
 2.022E+01, 4.812E-02, 3.300E+00
 2.023E+01, 4.812E-02, 3.255E+00
 2.024E+01, 4.812E-02, 3.209E+00
 2.025E+01, 4.812E-02, 3.163E+00
 2.026E+01, 4.812E-02, 3.122E+00
 2.027E+01, 4.812E-02, 3.086E+00
 2.028E+01, 4.812E-02, 3.057E+00
 2.029E+01, 4.812E-02, 3.033E+00
 2.030E+01, 4.812E-02, 3.015E+00
 2.031E+01, 4.812E-02, 3.001E+00
 2.032E+01, 4.812E-02, 2.988E+00
 2.034E+01, 4.812E-02, 2.975E+00
 2.035E+01, 4.812E-02, 2.960E+00
 2.036E+01, 4.812E-02, 2.941E+00
 2.037E+01, 4.812E-02, 2.919E+00
 2.038E+01, 4.812E-02, 2.894E+00
 2.039E+01, 4.812E-02, 2.867E+00
 2.040E+01, 4.812E-02, 2.843E+00
 2.041E+01, 4.812E-02, 2.823E+00
 2.042E+01, 4.812E-02, 2.811E+00
 2.043E+01, 4.812E-02, 2.808E+00
 2.044E+01, 4.812E-02, 2.818E+00
 2.045E+01, 4.812E-02, 2.842E+00
 2.046E+01, 4.812E-02, 2.879E+00
 2.047E+01, 4.812E-02, 2.930E+00
 2.048E+01, 4.812E-02, 2.993E+00
 2.049E+01, 4.812E-02, 3.065E+00
 2.050E+01, 4.812E-02, 3.143E+00
 2.052E+01, 4.812E-02, 3.222E+00
 2.053E+01, 4.812E-02, 3.298E+00
 2.054E+01, 4.812E-02, 3.365E+00
 2.055E+01, 4.812E-02, 3.415E+00
 2.056E+01, 4.812E-02, 3.442E+00
 2.057E+01, 4.812E-02, 3.442E+00
 2.058E+01, 4.812E-02, 3.411E+00
 2.059E+01, 4.812E-02, 3.347E+00
 2.060E+01, 4.812E-02, 3.253E+00
 2.061E+01, 4.812E-02, 3.134E+00
 2.062E+01, 4.812E-02, 2.998E+00
 2.063E+01, 4.812E-02, 2.852E+00
 2.064E+01, 4.812E-02, 2.706E+00
 2.065E+01, 4.812E-02, 2.569E+00
 2.066E+01, 4.812E-02, 2.447E+00
 2.067E+01, 4.812E-02, 2.345E+00
 2.068E+01, 4.812E-02, 2.269E+00
 2.070E+01, 4.812E-02, 2.216E+00
 2.071E+01, 4.812E-02, 2.197E+00
 2.072E+01, 4.812E-02, 2.210E+00
 2.073E+01, 4.812E-02, 2.253E+00
 2.074E+01, 4.812E-02, 2.324E+00
 2.075E+01, 4.812E-02, 2.420E+00
 2.077E+01, 4.812E-02, 2.538E+00
 2.078E+01, 4.812E-02, 2.673E+00
 2.079E+01, 4.812E-02, 2.822E+00
 2.080E+01, 4.812E-02, 2.976E+00
 2.081E+01, 4.812E-02, 3.128E+00
 2.082E+01, 4.812E-02, 3.268E+00
 2.084E+01, 4.812E-02, 3.387E+00
 2.085E+01, 4.812E-02, 3.478E+00
 2.086E+01, 4.812E-02, 3.540E+00
 2.087E+01, 4.812E-02, 3.574E+00
