s,m/s,kg/m2/s,C,C
 2.3715885E+001, 4.5699783E+000, 5.6673100E-002, 5.8844844E+001, 6.9015719E+001
 2.3717334E+001, 4.6116521E+000, 5.2016004E-002, 5.8832188E+001, 6.8956699E+001
 2.3718784E+001, 4.6598921E+000, 4.9129937E-002, 5.8823490E+001, 6.8903604E+001
 2.3720233E+001, 4.7081523E+000, 4.5765907E-002, 5.8817139E+001, 6.8846565E+001
 2.3721682E+001, 4.7545507E+000, 4.6993584E-002, 5.8811010E+001, 6.8791752E+001
 2.3723131E+001, 4.7991599E+000, 8.7592509E-002, 5.9052234E+001, 6.9404330E+001
 2.3724580E+001, 4.8373173E+000, 7.4469655E-002, 5.8988280E+001, 6.9302825E+001
 2.3726029E+001, 4.8692791E+000, 6.6864937E-002, 5.8960566E+001, 6.9255371E+001
 2.3727478E+001, 4.8926094E+000, 6.2418746E-002, 5.8940319E+001, 6.9204413E+001
 2.3728927E+001, 4.9042799E+000, 5.6253737E-002, 5.8925713E+001, 6.9154661E+001
 2.3730521E+001, 4.9047965E+000, 5.2144712E-002, 5.8915074E+001, 6.9103729E+001
 2.3732115E+001, 4.8960084E+000, 4.9691217E-002, 5.8905382E+001, 6.9058720E+001
 2.3733709E+001, 4.8814797E+000, 4.9740903E-002, 5.8897344E+001, 6.9009557E+001
 2.3735303E+001, 4.8612387E+000, 4.8262473E-002, 5.8889169E+001, 6.8961205E+001
 2.3736897E+001, 4.8400277E+000, 7.8705733E-002, 5.8988202E+001, 6.9467635E+001
 2.3738491E+001, 4.8143481E+000, 6.6760959E-002, 5.8940006E+001, 6.9354468E+001
 2.3740085E+001, 4.7843787E+000, 6.1466063E-002, 5.8918564E+001, 6.9322916E+001
 2.3741679E+001, 4.7500632E+000, 5.6984439E-002, 5.8901697E+001, 6.9286597E+001
 2.3743273E+001, 4.7111318E+000, 5.2757806E-002, 5.8889383E+001, 6.9241652E+001
 2.3744867E+001, 4.6695410E+000, 5.0738139E-002, 5.8879615E+001, 6.9205798E+001
 2.3746461E+001, 4.6262495E+000, 4.8563734E-002, 5.8869753E+001, 6.9169758E+001
 2.3748055E+001, 4.5825379E+000, 5.2168763E-002, 5.8863362E+001, 6.9134329E+001
 2.3749649E+001, 4.5399608E+000, 4.6692751E-002, 5.8851760E+001, 6.9091154E+001
 2.3751243E+001, 4.5022348E+000, 6.3802363E-002, 5.8815804E+001, 6.9828542E+001
 2.3752837E+001, 4.4683128E+000, 5.4818456E-002, 5.8789154E+001, 6.9724070E+001
 2.3754431E+001, 4.4380746E+000, 5.2698342E-002, 5.8775202E+001, 6.9696367E+001
 2.3756025E+001, 4.4112917E+000, 4.8666169E-002, 5.8764223E+001, 6.9662839E+001
 2.3757619E+001, 4.3887695E+000, 4.3042356E-002, 5.8754705E+001, 6.9622270E+001
 2.3759213E+001, 4.3732083E+000, 4.5113277E-002, 5.8751757E+001, 6.9590357E+001
 2.3760807E+001, 4.3683028E+000, 4.3651466E-002, 5.8744242E+001, 6.9560355E+001
 2.3762401E+001, 4.3732682E+000, 4.8362402E-002, 5.8739155E+001, 6.9529910E+001
 2.3763995E+001, 4.3860370E+000, 4.2716405E-002, 5.8729217E+001, 6.9491155E+001
 2.3765589E+001, 4.4090852E+000, 5.9533566E-002, 5.8708575E+001, 7.0514296E+001
 2.3767183E+001, 4.4432386E+000, 5.0430274E-002, 5.8686899E+001, 7.0386991E+001
 2.3768777E+001, 4.4878597E+000, 4.9436832E-002, 5.8678403E+001, 7.0371809E+001
 2.3770371E+001, 4.5424547E+000, 4.7835003E-002, 5.8672018E+001, 7.0349017E+001
 2.3771965E+001, 4.6061272E+000, 4.7454097E-002, 5.8664633E+001, 7.0315179E+001
 2.3773559E+001, 4.6737430E+000, 4.0977829E-002, 5.8657684E+001, 7.0296711E+001
 2.3775153E+001, 4.7470364E+000, 4.3283819E-002, 5.8654731E+001, 7.0277370E+001
 2.3776747E+001, 4.8248908E+000, 4.2637656E-002, 5.8650671E+001, 7.0247571E+001
 2.3778341E+001, 4.9030060E+000, 4.1960166E-002, 5.8644812E+001, 7.0231725E+001
 2.3779935E+001, 4.9841709E+000, 7.0995561E-002, 5.8708169E+001, 7.1270992E+001
 2.3781529E+001, 5.0655094E+000, 6.1162357E-002, 5.8675591E+001, 7.1143159E+001
 2.3783123E+001, 5.1419248E+000, 5.7801780E-002, 5.8663791E+001, 7.1130325E+001
 2.3784717E+001, 5.2124311E+000, 5.5640923E-002, 5.8653982E+001, 7.1122925E+001
 2.3786311E+001, 5.2755871E+000, 5.3983640E-002, 5.8645247E+001, 7.1102519E+001
 2.3787905E+001, 5.3242799E+000, 4.9280704E-002, 5.8637885E+001, 7.1099791E+001
 2.3789499E+001, 5.3572790E+000, 4.9222935E-002, 5.8632130E+001, 7.1082863E+001
 2.3791093E+001, 5.3734402E+000, 4.9305740E-002, 5.8627473E+001, 7.1083588E+001
 2.3792687E+001, 5.3717611E+000, 4.6620367E-002, 5.8621865E+001, 7.1069632E+001
 2.3794281E+001, 5.3597502E+000, 8.5004317E-002, 5.8803670E+001, 7.1668462E+001
 2.3795875E+001, 5.3338057E+000, 7.7987062E-002, 5.8756693E+001, 7.1598278E+001
 2.3797469E+001, 5.2916621E+000, 6.6599189E-002, 5.8736601E+001, 7.1596903E+001
 2.3799063E+001, 5.2325678E+000, 6.6745343E-002, 5.8725693E+001, 7.1590569E+001
 2.3800657E+001, 5.1621412E+000, 6.1224147E-002, 5.8713610E+001, 7.1605338E+001
 2.3802251E+001, 5.0870877E+000, 5.8712371E-002, 5.8704239E+001, 7.1600918E+001
 2.3803845E+001, 5.0134157E+000, 5.6369186E-002, 5.8698062E+001, 7.1601150E+001
 2.3805439E+001, 4.9456055E+000, 5.5687768E-002, 5.8691068E+001, 7.1601539E+001
 2.3807033E+001, 4.8830612E+000, 5.5644007E-002, 5.8685699E+001, 7.1604566E+001
 2.3808627E+001, 4.8317159E+000, 9.0401862E-002, 5.8815464E+001, 7.1814128E+001
 2.3810221E+001, 4.7896024E+000, 8.0190992E-002, 5.8777870E+001, 7.1799372E+001
 2.3811815E+001, 4.7546251E+000, 7.4274674E-002, 5.8763640E+001, 7.1808685E+001
 2.3813409E+001, 4.7283449E+000, 7.0167412E-002, 5.8752942E+001, 7.1818227E+001
 2.3815003E+001, 4.7131284E+000, 6.5516932E-002, 5.8741879E+001, 7.1828328E+001
 2.3816597E+001, 4.7089352E+000, 6.2353227E-002, 5.8734114E+001, 7.1840984E+001
 2.3818191E+001, 4.7159107E+000, 6.3305834E-002, 5.8728055E+001, 7.1853846E+001
 2.3819785E+001, 4.7320640E+000, 6.1873084E-002, 5.8721992E+001, 7.1869180E+001
 2.3821379E+001, 4.7545638E+000, 5.9470679E-002, 5.8716077E+001, 7.1884642E+001
 2.3822973E+001, 4.7873493E+000, 9.2619509E-002, 5.8822953E+001, 7.2336930E+001
 2.3824567E+001, 4.8206919E+000, 8.3192008E-002, 5.8791726E+001, 7.2309737E+001
 2.3826161E+001, 4.8484028E+000, 8.1828998E-002, 5.8778478E+001, 7.2337440E+001
 2.3827755E+001, 4.8712236E+000, 7.3219762E-002, 5.8766228E+001, 7.2337268E+001
 2.3829349E+001, 4.8897304E+000, 6.9966987E-002, 5.8759646E+001, 7.2364688E+001
 2.3830943E+001, 4.9002246E+000, 7.1908840E-002, 5.8755323E+001, 7.2389245E+001
 2.3832537E+001, 4.9008495E+000, 6.6985143E-002, 5.8748864E+001, 7.2416532E+001
 2.3834131E+001, 4.8893460E+000, 6.9078480E-002, 5.8745392E+001, 7.2443405E+001
 2.3835725E+001, 4.8706025E+000, 6.9505342E-002, 5.8742377E+001, 7.2449912E+001
 2.3837319E+001, 4.8455116E+000, 8.0823339E-002, 5.8725643E+001, 7.1813687E+001
 2.3838913E+001, 4.8200488E+000, 7.9984596E-002, 5.8715899E+001, 7.1911487E+001
 2.3840507E+001, 4.7806851E+000, 7.4508752E-002, 5.8709540E+001, 7.1932823E+001
 2.3842101E+001, 4.7350006E+000, 7.6350522E-002, 5.8707578E+001, 7.1963955E+001
 2.3843695E+001, 4.6856011E+000, 7.2724891E-002, 5.8704050E+001, 7.1971895E+001
 2.3845289E+001, 4.6230324E+000, 7.1996571E-002, 5.8702084E+001, 7.2006591E+001
 2.3846883E+001, 4.5520766E+000, 6.6969516E-002, 5.8699098E+001, 7.2038672E+001
 2.3848477E+001, 4.4846698E+000, 6.9506085E-002, 5.8699023E+001, 7.2049232E+001
 2.3850071E+001, 4.4191894E+000, 6.8128639E-002, 5.8697605E+001, 7.2087058E+001
 2.3851665E+001, 4.3549040E+000, 6.7625117E-002, 5.8572849E+001, 7.0722665E+001
 2.3853259E+001, 4.2952108E+000, 6.4719876E-002, 5.8579226E+001, 7.0766005E+001
 2.3855012E+001, 4.2336909E+000, 6.4267434E-002, 5.8584599E+001, 7.0788329E+001
 2.3856766E+001, 4.1837382E+000, 6.4845935E-002, 5.8588458E+001, 7.0792427E+001
 2.3858519E+001, 4.1444592E+000, 6.6385615E-002, 5.8594438E+001, 7.0818051E+001
 2.3860273E+001, 4.1121823E+000, 6.6233755E-002, 5.8597469E+001, 7.0841396E+001
 2.3862026E+001, 4.0876305E+000, 6.7775411E-002, 5.8602017E+001, 7.0855152E+001
 2.3863779E+001, 4.0685904E+000, 6.6886251E-002, 5.8604941E+001, 7.0891157E+001
 2.3865533E+001, 4.0607820E+000, 6.5302697E-002, 5.8608383E+001, 7.0907987E+001
 2.3867286E+001, 4.0625448E+000, 5.7503385E-002, 5.8414862E+001, 7.0112095E+001
 2.3869040E+001, 4.0770614E+000, 5.7089581E-002, 5.8434544E+001, 7.0179370E+001
 2.3870793E+001, 4.1003956E+000, 5.8672427E-002, 5.8442671E+001, 7.0203583E+001
 2.3872546E+001, 4.1278772E+000, 5.9260380E-002, 5.8450639E+001, 7.0214706E+001
 2.3874300E+001, 4.1598650E+000, 6.1216436E-002, 5.8457974E+001, 7.0244066E+001
 2.3876053E+001, 4.1934654E+000, 5.7540160E-002, 5.8462232E+001, 7.0255219E+001
 2.3877806E+001, 4.2250694E+000, 6.1874993E-002, 5.8470414E+001, 7.0267084E+001
 2.3879560E+001, 4.2557908E+000, 6.1497888E-002, 5.8473071E+001, 7.0298356E+001
 2.3881313E+001, 4.2852680E+000, 5.7733085E-002, 5.8476506E+001, 7.0309200E+001
 2.3883067E+001, 4.3085858E+000, 4.7043032E-002, 5.8259732E+001, 6.9121383E+001
 2.3884820E+001, 4.3433777E+000, 4.7271948E-002, 5.8279885E+001, 6.9221815E+001
 2.3886573E+001, 4.3923091E+000, 4.9529371E-002, 5.8289744E+001, 6.9242101E+001
 2.3888327E+001, 4.4393682E+000, 4.8395029E-002, 5.8297877E+001, 6.9250760E+001
 2.3890080E+001, 4.4883610E+000, 5.1262322E-002, 5.8307789E+001, 6.9261198E+001
 2.3891834E+001, 4.5320625E+000, 4.9822403E-002, 5.8314009E+001, 6.9270641E+001
 2.3893587E+001, 4.5666420E+000, 5.2578511E-002, 5.8321901E+001, 6.9297795E+001
 2.3895340E+001, 4.5856798E+000, 5.2752277E-002, 5.8327759E+001, 6.9306631E+001
 2.3897094E+001, 4.5979502E+000, 5.4874416E-002, 5.8334404E+001, 6.9317641E+001
 2.3898847E+001, 4.5992269E+000, 3.0322381E-002, 5.8046636E+001, 6.7255805E+001
 2.3900601E+001, 4.6000742E+000, 2.9535302E-002, 5.8071066E+001, 6.7373699E+001
 2.3902354E+001, 4.5953696E+000, 3.1531840E-002, 5.8085149E+001, 6.7370675E+001
 2.3904107E+001, 4.5869444E+000, 3.2461999E-002, 5.8096605E+001, 6.7375015E+001
 2.3905861E+001, 4.5697132E+000, 3.4348609E-002, 5.8107193E+001, 6.7392094E+001
 2.3907614E+001, 4.5456952E+000, 3.4701852E-002, 5.8114110E+001, 6.7394675E+001
 2.3909368E+001, 4.5170259E+000, 3.5015720E-002, 5.8121626E+001, 6.7398781E+001
 2.3911121E+001, 4.4864792E+000, 3.7350047E-002, 5.8128072E+001, 6.7402118E+001
 2.3912874E+001, 4.4513768E+000, 3.7665947E-002, 5.8134861E+001, 6.7406378E+001
 2.3914628E+001, 4.4070333E+000, 2.8446127E-002, 5.7838523E+001, 6.5271062E+001
 2.3916381E+001, 4.3628253E+000, 2.2153265E-002, 5.7853917E+001, 6.5058033E+001
 2.3918135E+001, 4.3180065E+000, 2.3502402E-002, 5.7864774E+001, 6.5048728E+001
 2.3919888E+001, 4.2792076E+000, 2.5346680E-002, 5.7874968E+001, 6.5043693E+001
 2.3921641E+001, 4.2431470E+000, 2.6687393E-002, 5.7880425E+001, 6.5037791E+001
 2.3923395E+001, 4.2097194E+000, 2.5809445E-002, 5.7887223E+001, 6.5032643E+001
 2.3925148E+001, 4.1812521E+000, 2.5774322E-002, 5.7892754E+001, 6.5036309E+001
 2.3926902E+001, 4.1593054E+000, 3.0024927E-002, 5.7899664E+001, 6.5030814E+001
 2.3928655E+001, 4.1432539E+000, 2.6454586E-002, 5.7901003E+001, 6.5024927E+001
 2.3930408E+001, 4.1322353E+000, 2.2488287E-002, 5.7581217E+001, 6.4929455E+001
 2.3932162E+001, 4.1259074E+000, 1.9023763E-002, 5.7596698E+001, 6.4718577E+001
 2.3933915E+001, 4.1204208E+000, 1.9121941E-002, 5.7607347E+001, 6.4626302E+001
 2.3935669E+001, 4.1147262E+000, 2.2808807E-002, 5.7618749E+001, 6.4696419E+001
 2.3937422E+001, 4.1086805E+000, 2.2554563E-002, 5.7626502E+001, 6.4700362E+001
 2.3939175E+001, 4.0999095E+000, 2.5217510E-002, 5.7633951E+001, 6.4774686E+001
 2.3940929E+001, 4.0892432E+000, 2.0908956E-002, 5.7638164E+001, 6.4836109E+001
 2.3942682E+001, 4.0750131E+000, 2.6898834E-002, 5.7647513E+001, 6.4829086E+001
 2.3944436E+001, 4.0562942E+000, 2.2948474E-002, 5.7649626E+001, 6.4861203E+001
 2.3946189E+001, 4.0316536E+000, 1.6137855E-002, 5.7279698E+001, 6.4758850E+001
 2.3947942E+001, 4.0021581E+000, 1.7324548E-002, 5.7303213E+001, 6.4713375E+001
 2.3949696E+001, 3.9697985E+000, 1.9544963E-002, 5.7315400E+001, 6.4648866E+001
 2.3951449E+001, 3.9398357E+000, 1.8547513E-002, 5.7325606E+001, 6.4677962E+001
 2.3953203E+001, 3.9095276E+000, 2.0944944E-002, 5.7337312E+001, 6.4706470E+001
 2.3954956E+001, 3.8785519E+000, 2.1226765E-002, 5.7345613E+001, 6.4660115E+001
 2.3956709E+001, 3.8470351E+000, 1.9401472E-002, 5.7351969E+001, 6.4664633E+001
 2.3958463E+001, 3.8172671E+000, 2.3312375E-002, 5.7362062E+001, 6.4694549E+001
 2.3960216E+001, 3.7875289E+000, 2.0872556E-002, 5.7366239E+001, 6.4647027E+001
 2.3961970E+001, 3.7591136E+000, 1.5715017E-002, 5.7029938E+001, 6.4559765E+001
 2.3963723E+001, 3.7344170E+000, 1.5448286E-002, 5.7052725E+001, 6.4528694E+001
 2.3965476E+001, 3.7165179E+000, 1.6925417E-002, 5.7066034E+001, 6.4646472E+001
 2.3967230E+001, 3.7069191E+000, 1.6862682E-002, 5.7078371E+001, 6.4666815E+001
 2.3968983E+001, 3.7031466E+000, 1.9558912E-002, 5.7090582E+001, 6.4639086E+001
 2.3970737E+001, 3.7063080E+000, 1.8606700E-002, 5.7098813E+001, 6.4713049E+001
 2.3972490E+001, 3.7169583E+000, 2.0466616E-002, 5.7107095E+001, 6.4641560E+001
 2.3974243E+001, 3.7343618E+000, 1.6811571E-002, 5.7113331E+001, 6.4532764E+001
 2.3975997E+001, 3.7576032E+000, 2.1596351E-002, 5.7124097E+001, 6.4697317E+001
 2.3977750E+001, 3.7885974E+000, 1.7665684E-002, 5.6861874E+001, 6.5113199E+001
 2.3979504E+001, 3.8302134E+000, 1.5531828E-002, 5.6874636E+001, 6.4549097E+001
 2.3981257E+001, 3.8807483E+000, 1.6949885E-002, 5.6888282E+001, 6.4613200E+001
 2.3983010E+001, 3.9369417E+000, 1.7264120E-002, 5.6899464E+001, 6.4690063E+001
 2.3984764E+001, 3.9968416E+000, 2.0022449E-002, 5.6910097E+001, 6.4671454E+001
 2.3986517E+001, 4.0585149E+000, 1.8295144E-002, 5.6915243E+001, 6.4710053E+001
 2.3988271E+001, 4.1220330E+000, 1.8497709E-002, 5.6923771E+001, 6.4747834E+001
 2.3990024E+001, 4.1888517E+000, 2.0046306E-002, 5.6931262E+001, 6.4725991E+001
 2.3991777E+001, 4.2541485E+000, 1.9075793E-002, 5.6936129E+001, 6.4761352E+001
 2.3993531E+001, 4.3201987E+000, 1.8660178E-002, 5.6674214E+001, 6.5350651E+001
 2.3995284E+001, 4.3859075E+000, 1.5628716E-002, 5.6684580E+001, 6.4801548E+001
 2.3997037E+001, 4.4485828E+000, 1.5361122E-002, 5.6695037E+001, 6.4525856E+001
 2.3998791E+001, 4.5059420E+000, 1.8136208E-002, 5.6705803E+001, 6.4663081E+001
 2.4000544E+001, 4.5583197E+000, 1.5923799E-002, 5.6711174E+001, 6.4547590E+001
 2.4002298E+001, 4.6034983E+000, 1.6852728E-002, 5.6720698E+001, 6.4605221E+001
 2.4003870E+001, 4.6358648E+000, 1.8121277E-002, 5.6727336E+001, 6.4614626E+001
 2.4005443E+001, 4.6617627E+000, 1.8152067E-002, 5.6733081E+001, 6.4596746E+001
 2.4007016E+001, 4.6792939E+000, 1.6994069E-002, 5.6738447E+001, 6.4551870E+001
 2.4008588E+001, 4.6920515E+000, 1.9338509E-002, 5.6480737E+001, 6.5093898E+001
 2.4010161E+001, 4.7005787E+000, 1.5494923E-002, 5.6486661E+001, 6.4566222E+001
 2.4011734E+001, 4.7057448E+000, 1.5305245E-002, 5.6493990E+001, 6.4549845E+001
 2.4013306E+001, 4.7065543E+000, 1.5212337E-002, 5.6501124E+001, 6.4502661E+001
 2.4014879E+001, 4.7036153E+000, 1.6268761E-002, 5.6508302E+001, 6.4609549E+001
 2.4016451E+001, 4.6982990E+000, 1.6229845E-002, 5.6513989E+001, 6.4564390E+001
 2.4018024E+001, 4.6935770E+000, 1.6474962E-002, 5.6519833E+001, 6.4567287E+001
 2.4019597E+001, 4.6904749E+000, 1.6486271E-002, 5.6525539E+001, 6.4600824E+001
 2.4021169E+001, 4.6881212E+000, 1.7176266E-002, 5.6531234E+001, 6.4562161E+001
 2.4022742E+001, 4.6891971E+000, 1.9691370E-002, 5.6305901E+001, 6.5088688E+001
 2.4024315E+001, 4.6955630E+000, 1.5292502E-002, 5.6306757E+001, 6.4739033E+001
 2.4025887E+001, 4.7072574E+000, 1.4976491E-002, 5.6314497E+001, 6.4540284E+001
 2.4027460E+001, 4.7235969E+000, 1.6517459E-002, 5.6321875E+001, 6.4559567E+001
 2.4029033E+001, 4.7444121E+000, 1.5330849E-002, 5.6328055E+001, 6.4549074E+001
 2.4030605E+001, 4.7722676E+000, 1.5966822E-002, 5.6334866E+001, 6.4560823E+001
 2.4032178E+001, 4.8056312E+000, 1.6013583E-002, 5.6341575E+001, 6.4569548E+001
 2.4033750E+001, 4.8439163E+000, 1.7264482E-002, 5.6347779E+001, 6.4565931E+001
 2.4035323E+001, 4.8844877E+000, 1.5394646E-002, 5.6352594E+001, 6.4526835E+001
 2.4036896E+001, 4.9294775E+000, 1.9352313E-002, 5.6158640E+001, 6.5078745E+001
 2.4038468E+001, 4.9782636E+000, 1.6065263E-002, 5.6160422E+001, 6.4637882E+001
 2.4040198E+001, 5.0326427E+000, 1.5384282E-002, 5.6168162E+001, 6.4561995E+001
 2.4041928E+001, 5.0904455E+000, 1.4879655E-002, 5.6176046E+001, 6.4521320E+001
 2.4043658E+001, 5.1481776E+000, 1.5408956E-002, 5.6184542E+001, 6.4549884E+001
 2.4045388E+001, 5.2037363E+000, 1.5270049E-002, 5.6191636E+001, 6.4529205E+001
 2.4047118E+001, 5.2557775E+000, 1.6666458E-002, 5.6198709E+001, 6.4575605E+001
 2.4048848E+001, 5.2995544E+000, 1.5396761E-002, 5.6203769E+001, 6.4529238E+001
 2.4050578E+001, 5.3364193E+000, 1.5532341E-002, 5.6209821E+001, 6.4536760E+001
 2.4052308E+001, 5.3675837E+000, 1.9147833E-002, 5.6002561E+001, 6.5103547E+001
 2.4054038E+001, 5.3925009E+000, 1.5170730E-002, 5.6002500E+001, 6.4571912E+001
 2.4055767E+001, 5.4077777E+000, 1.5191926E-002, 5.6009142E+001, 6.4556179E+001
 2.4057497E+001, 5.4149574E+000, 1.5220643E-002, 5.6015574E+001, 6.4590541E+001
 2.4059227E+001, 5.4114136E+000, 1.4719546E-002, 5.6021851E+001, 6.4536639E+001
 2.4060957E+001, 5.4013797E+000, 1.5417278E-002, 5.6028922E+001, 6.4576427E+001
 2.4062687E+001, 5.3869778E+000, 1.5025730E-002, 5.6035334E+001, 6.4545414E+001
 2.4064417E+001, 5.3694162E+000, 1.6153038E-002, 5.6042012E+001, 6.4557704E+001
 2.4066147E+001, 5.3480156E+000, 1.4903653E-002, 5.6047648E+001, 6.4531389E+001
 2.4067877E+001, 5.3268409E+000, 2.0073297E-002, 5.5911932E+001, 6.5068659E+001
 2.4069607E+001, 5.3110790E+000, 1.4816224E-002, 5.5909541E+001, 6.4549707E+001
 2.4071337E+001, 5.3005213E+000, 1.4746768E-002, 5.5916617E+001, 6.4534084E+001
 2.4073066E+001, 5.2949528E+000, 1.6047341E-002, 5.5923242E+001, 6.4568810E+001
 2.4074796E+001, 5.2971590E+000, 1.5372458E-002, 5.5928085E+001, 6.4575056E+001
 2.4076526E+001, 5.3082513E+000, 1.4762279E-002, 5.5933817E+001, 6.4527609E+001
 2.4078256E+001, 5.3311324E+000, 1.4946713E-002, 5.5940032E+001, 6.4528621E+001
 2.4079986E+001, 5.3596405E+000, 1.5728117E-002, 5.5945791E+001, 6.4586855E+001
 2.4081716E+001, 5.3900390E+000, 1.6207985E-002, 5.5950400E+001, 6.4576745E+001
 2.4083619E+001, 5.4248867E+000, 2.3359495E-002, 5.5896286E+001, 6.5375129E+001
 2.4085522E+001, 5.4591908E+000, 1.6679982E-002, 5.5880897E+001, 6.4679630E+001
 2.4087425E+001, 5.4896754E+000, 1.4805090E-002, 5.5885559E+001, 6.4503247E+001
 2.4089328E+001, 5.5089101E+000, 1.5005721E-002, 5.5892227E+001, 6.4523263E+001
 2.4091230E+001, 5.5223628E+000, 1.5821507E-002, 5.5898291E+001, 6.4566753E+001
 2.4093133E+001, 5.5226823E+000, 1.5853016E-002, 5.5903919E+001, 6.4581790E+001
 2.4095036E+001, 5.5157571E+000, 1.5210482E-002, 5.5908880E+001, 6.4534885E+001
 2.4096939E+001, 5.4986867E+000, 1.5914033E-002, 5.5914742E+001, 6.4553327E+001
 2.4098842E+001, 5.4726903E+000, 1.5966219E-002, 5.5919437E+001, 6.4560486E+001
 2.4100745E+001, 5.4342004E+000, 3.3270787E-002, 5.5963225E+001, 6.6179702E+001
 2.4102648E+001, 5.3912528E+000, 2.0042250E-002, 5.5926167E+001, 6.5102997E+001
 2.4104551E+001, 5.3411198E+000, 1.6943420E-002, 5.5924157E+001, 6.4788378E+001
 2.4106454E+001, 5.2890907E+000, 1.6307073E-002, 5.5926718E+001, 6.4588133E+001
 2.4108357E+001, 5.2357575E+000, 1.6314817E-002, 5.5928668E+001, 6.4561219E+001
 2.4110259E+001, 5.1756774E+000, 1.5814689E-002, 5.5930892E+001, 6.4531731E+001
 2.4112162E+001, 5.1103439E+000, 1.6097283E-002, 5.5933329E+001, 6.4547012E+001
 2.4114065E+001, 5.0458955E+000, 1.6609853E-002, 5.5935232E+001, 6.4583739E+001
 2.4115968E+001, 4.9786450E+000, 1.6424603E-002, 5.5935969E+001, 6.4549822E+001
 2.4117871E+001, 4.9161389E+000, 3.7359142E-002, 5.6016258E+001, 6.6901880E+001
 2.4119774E+001, 4.8504291E+000, 2.7536647E-002, 5.5967087E+001, 6.5747094E+001
 2.4121677E+001, 4.7892313E+000, 2.1047469E-002, 5.5954645E+001, 6.5131224E+001
 2.4123580E+001, 4.7323327E+000, 1.9002619E-002, 5.5950797E+001, 6.4742065E+001
 2.4125483E+001, 4.6789313E+000, 1.7571656E-002, 5.5948950E+001, 6.4638532E+001
 2.4127385E+001, 4.6305729E+000, 1.6320730E-002, 5.5949240E+001, 6.4518068E+001
 2.4129288E+001, 4.5883638E+000, 1.7162261E-002, 5.5951155E+001, 6.4617845E+001
 2.4131191E+001, 4.5488864E+000, 1.7281781E-002, 5.5952124E+001, 6.4583252E+001
 2.4133094E+001, 4.5196966E+000, 1.8404976E-002, 5.5952519E+001, 6.4711526E+001
 2.4134997E+001, 4.4929119E+000, 3.7904017E-002, 5.6033523E+001, 6.6515697E+001
 2.4136900E+001, 4.4668049E+000, 2.8290365E-002, 5.5991260E+001, 6.5736537E+001
 2.4138803E+001, 4.4452592E+000, 2.0128189E-002, 5.5978498E+001, 6.5498608E+001
 2.4140706E+001, 4.4268125E+000, 2.1907237E-002, 5.5976340E+001, 6.5345636E+001
 2.4142609E+001, 4.4111713E+000, 1.8442479E-002, 5.5970982E+001, 6.5158004E+001
 2.4144512E+001, 4.3977645E+000, 1.7821618E-002, 5.5970078E+001, 6.5006465E+001
 2.4146414E+001, 4.3884113E+000, 1.8734758E-002, 5.5969246E+001, 6.4855084E+001
 2.4148317E+001, 4.3746149E+000, 1.8482208E-002, 5.5966060E+001, 6.4612608E+001
 2.4150220E+001, 4.3614711E+000, 1.7688761E-002, 5.5963924E+001, 6.4604014E+001
 2.4152123E+001, 4.3454809E+000, 3.7759572E-002, 5.6009275E+001, 6.5903309E+001
 2.4154026E+001, 4.3282230E+000, 2.7113577E-002, 5.5970533E+001, 6.5201975E+001
 2.4155929E+001, 4.3095675E+000, 2.0214347E-002, 5.5957666E+001, 6.4723460E+001
 2.4157832E+001, 4.2925038E+000, 1.7030090E-002, 5.5953006E+001, 6.4542141E+001
 2.4159735E+001, 4.2756233E+000, 1.8510195E-002, 5.5952118E+001, 6.4600694E+001
 2.4161638E+001, 4.2567516E+000, 1.7859475E-002, 5.5948740E+001, 6.4563596E+001
 2.4163540E+001, 4.2373208E+000, 1.8472553E-002, 5.5946080E+001, 6.4563077E+001
 2.4165443E+001, 4.2172772E+000, 1.7829235E-002, 5.5943038E+001, 6.4587866E+001
 2.4167346E+001, 4.1983356E+000, 1.7750996E-002, 5.5940232E+001, 6.4572149E+001
 2.4169249E+001, 4.1793879E+000, 4.1020145E-002, 5.6024939E+001, 6.6768170E+001
 2.4171152E+001, 4.1633537E+000, 2.8956088E-002, 5.5981053E+001, 6.5984518E+001
 2.4173055E+001, 4.1453603E+000, 2.6314595E-002, 5.5967376E+001, 6.5586386E+001
 2.4174958E+001, 4.1258476E+000, 2.2854839E-002, 5.5956991E+001, 6.5200256E+001
 2.4176861E+001, 4.1055437E+000, 2.1145137E-002, 5.5950729E+001, 6.4811060E+001
 2.4178764E+001, 4.0888965E+000, 1.9742088E-002, 5.5945997E+001, 6.4617066E+001
 2.4180667E+001, 4.0640364E+000, 1.8284479E-002, 5.5942626E+001, 6.4621392E+001
 2.4182569E+001, 4.0635020E+000, 2.0373957E-002, 5.5941270E+001, 6.4565157E+001
 2.4184472E+001, 4.0521015E+000, 1.8779336E-002, 5.5938018E+001, 6.4632307E+001
 2.4186375E+001, 4.0440264E+000, 4.1269918E-002, 5.6038533E+001, 6.6080717E+001
 2.4188278E+001, 4.0384153E+000, 2.5792500E-002, 5.6000672E+001, 6.5485758E+001
 2.4190181E+001, 4.0353852E+000, 2.4955527E-002, 5.5993183E+001, 6.5144625E+001
 2.4192084E+001, 4.0365013E+000, 1.8899428E-002, 5.5985565E+001, 6.4894605E+001
