,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
939,187.8,377.79,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,55.2829,0.4965,0.8488,-0.0191,2.5015,-0.008
940,188.0,377.68,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,55.1761,0.4972,0.8487,-0.0193,2.501,-0.0081
941,188.2,377.58,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,55.07,0.4978,0.8487,-0.0195,2.5005,-0.0083
942,188.4,377.47,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,54.9627,0.4984,0.8486,-0.0197,2.4999,-0.0084
943,188.6,377.36,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2028,54.8562,0.4991,0.8486,-0.0199,2.4994,-0.0086
944,188.8,377.25,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.7485,0.4997,0.8485,-0.0201,2.4989,-0.0087
945,189.0,377.15,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.6406,0.5003,0.8485,-0.0203,2.4984,-0.0089
946,189.2,377.04,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.5335,0.5009,0.8484,-0.0205,2.4978,-0.009
947,189.4,376.93,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.4252,0.5016,0.8484,-0.0207,2.4973,-0.0092
948,189.6,376.82,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.3167,0.5022,0.8483,-0.0209,2.4968,-0.0093
949,189.8,376.72,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.2089,0.5028,0.8483,-0.0212,2.4962,-0.0095
950,190.0,376.61,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,54.0999,0.5034,0.8482,-0.0214,2.4957,-0.0096
951,190.2,376.5,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,53.9907,0.5041,0.8482,-0.0216,2.4952,-0.0098
952,190.4,376.39,0.0,0.0039,0.0,0.0,0.0077,0.7854,0.2029,53.8823,0.5047,0.8481,-0.0218,2.4946,-0.0099
953,190.6,376.28,0.0,0.0039,0.0,0.0,0.0077,0.7854,0.203,53.7727,0.5053,0.8481,-0.022,2.4941,-0.0101
954,190.8,376.18,0.0,0.0039,0.0,0.0,0.0077,0.7855,0.203,53.6628,0.5059,0.848,-0.0222,2.4936,-0.0102
955,191.0,376.07,0.0,0.0039,0.0,0.0,0.0077,0.7855,0.203,53.5537,0.5065,0.848,-0.0224,2.4931,-0.0104
956,191.2,375.96,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,53.4434,0.5071,0.8479,-0.0226,2.4925,-0.0106
957,191.4,375.85,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,53.3329,0.5078,0.8479,-0.0228,2.492,-0.0107
958,191.6,375.75,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,53.2231,0.5084,0.8478,-0.023,2.4915,-0.0109
959,191.8,375.64,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,53.1121,0.509,0.8478,-0.0232,2.4909,-0.011
960,192.0,375.53,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,53.0009,0.5096,0.8477,-0.0234,2.4904,-0.0112
961,192.2,375.42,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,52.8905,0.5102,0.8477,-0.0236,2.4899,-0.0113
962,192.4,375.32,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,52.7788,0.5108,0.8476,-0.0238,2.4894,-0.0115
963,192.6,375.21,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,52.6669,0.5114,0.8476,-0.024,2.4888,-0.0116
964,192.8,375.1,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,52.5557,0.5121,0.8476,-0.0242,2.4883,-0.0118
965,193.0,374.99,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,52.4433,0.5127,0.8475,-0.0244,2.4878,-0.0119
966,193.2,374.89,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,52.3316,0.5133,0.8475,-0.0246,2.4872,-0.0121
967,193.4,374.78,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,52.2188,0.5139,0.8474,-0.0248,2.4867,-0.0122
968,193.6,374.67,0.0,0.0038,0.0,0.0,0.0076,0.7856,0.2031,52.1057,0.5145,0.8474,-0.025,2.4862,-0.0124
969,193.8,374.56,0.0,0.0038,0.0,0.0,0.0076,0.7856,0.2031,51.9933,0.5151,0.8473,-0.0252,2.4856,-0.0125
970,194.0,374.46,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,51.8797,0.5157,0.8473,-0.0254,2.4851,-0.0127
971,194.2,374.35,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,51.7658,0.5163,0.8472,-0.0256,2.4846,-0.0128
972,194.4,374.24,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,51.6527,0.5169,0.8472,-0.0258,2.4841,-0.013
973,194.6,374.13,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2032,51.5383,0.5175,0.8471,-0.026,2.4835,-0.0131
974,194.8,374.03,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2032,51.4237,0.5181,0.8471,-0.0262,2.483,-0.0133
975,195.0,373.92,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,51.3176,0.5186,0.8471,-0.0263,2.4824,-0.0133
976,195.2,373.82,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,51.224,0.519,0.8471,-0.0263,2.4816,-0.013
977,195.4,373.73,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,51.1312,0.5194,0.8471,-0.0263,2.4808,-0.0127
978,195.6,373.63,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,51.0382,0.5197,0.8471,-0.0262,2.48,-0.0124
979,195.8,373.53,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.9441,0.5201,0.8471,-0.0262,2.4792,-0.0121
980,196.0,373.43,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.8508,0.5204,0.8472,-0.0262,2.4784,-0.0118
981,196.2,373.34,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.7563,0.5208,0.8472,-0.0262,2.4776,-0.0115
982,196.4,373.24,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.6626,0.5212,0.8472,-0.0262,2.4768,-0.0112
983,196.6,373.14,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.5688,0.5215,0.8472,-0.0261,2.476,-0.011
984,196.8,373.04,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,50.4738,0.5219,0.8473,-0.0261,2.4752,-0.0107
985,197.0,372.95,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2033,50.3796,0.5222,0.8473,-0.0261,2.4744,-0.0104
986,197.2,372.85,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,50.2852,0.5226,0.8473,-0.0261,2.4737,-0.0101
987,197.4,372.75,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,50.1896,0.5229,0.8473,-0.026,2.4729,-0.0098
988,197.6,372.65,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,50.0949,0.5233,0.8473,-0.026,2.4721,-0.0095
989,197.8,372.56,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,50.0,0.5237,0.8474,-0.026,2.4713,-0.0092
990,198.0,372.46,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,49.9039,0.524,0.8474,-0.026,2.4705,-0.0089
991,198.2,372.36,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,49.8086,0.5244,0.8474,-0.026,2.4697,-0.0086
992,198.4,372.26,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,49.7132,0.5247,0.8474,-0.0259,2.4689,-0.0084
993,198.6,372.17,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,49.6165,0.5251,0.8475,-0.0259,2.4681,-0.0081
994,198.8,372.07,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,49.5207,0.5254,0.8475,-0.0259,2.4673,-0.0078
995,199.0,371.97,0.0,0.0036,0.0,0.0,0.0073,0.7857,0.2034,49.4247,0.5258,0.8475,-0.0259,2.4665,-0.0075
996,199.2,371.87,0.0,0.0036,0.0,0.0,0.0073,0.7857,0.2034,49.3275,0.5262,0.8475,-0.0259,2.4657,-0.0072
997,199.4,371.77,0.0,0.0036,0.0,0.0,0.0073,0.7857,0.2034,49.2311,0.5265,0.8475,-0.0258,2.4649,-0.0069
998,199.6,371.68,0.0,0.0036,0.0,0.0,0.0073,0.7857,0.2034,49.1345,0.5269,0.8476,-0.0258,2.4641,-0.0066
999,199.8,371.58,0.0,0.0036,0.0,0.0,0.0073,0.7857,0.2034,49.0367,0.5272,0.8476,-0.0258,2.4633,-0.0063
1000,200.0,371.48,0.0,0.0036,0.0,0.0,0.0072,0.7857,0.2034,48.9398,0.5276,0.8476,-0.0258,2.4625,-0.006
