,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
368,73.6,544.89,0.0,0.0126,0.0004,0.0003,0.0257,0.7743,0.1866,256.2928,0.4614,1.1918,-0.0231,2.6931,0.0063
369,73.8,544.1,0.0,0.0126,0.0004,0.0003,0.0256,0.7744,0.1867,255.4173,0.4619,1.1913,-0.0232,2.6939,0.0072
370,74.0,543.31,0.0,0.0125,0.0004,0.0003,0.0255,0.7744,0.1868,254.5368,0.4623,1.1909,-0.0232,2.6946,0.0082
371,74.2,542.52,0.0,0.0125,0.0004,0.0003,0.0254,0.7745,0.1869,253.6553,0.4628,1.1905,-0.0233,2.6954,0.0091
372,74.4,541.73,0.0,0.0125,0.0004,0.0003,0.0253,0.7746,0.187,252.7687,0.4633,1.19,-0.0234,2.6961,0.01
373,74.6,540.94,0.0,0.0124,0.0004,0.0003,0.0252,0.7746,0.187,251.8809,0.4637,1.1896,-0.0234,2.6969,0.0109
374,74.8,540.14,0.0,0.0124,0.0004,0.0003,0.0251,0.7747,0.1871,250.988,0.4642,1.1891,-0.0235,2.6976,0.0118
375,75.0,539.35,0.0,0.0123,0.0004,0.0003,0.025,0.7747,0.1872,250.094,0.4646,1.1887,-0.0236,2.6984,0.0127
376,75.2,538.56,0.0,0.0123,0.0003,0.0003,0.0249,0.7748,0.1873,249.1947,0.4651,1.1883,-0.0236,2.6991,0.0136
377,75.4,537.77,0.0,0.0122,0.0003,0.0003,0.0249,0.7748,0.1874,248.2942,0.4656,1.1878,-0.0237,2.6999,0.0145
378,75.6,536.98,0.0,0.0122,0.0003,0.0003,0.0248,0.7749,0.1874,247.3884,0.466,1.1874,-0.0238,2.7006,0.0154
379,75.8,536.19,0.0,0.0122,0.0003,0.0003,0.0247,0.775,0.1875,246.4812,0.4665,1.1869,-0.0238,2.7014,0.0163
380,76.0,535.4,0.0,0.0121,0.0003,0.0003,0.0246,0.775,0.1876,245.5687,0.4669,1.1865,-0.0239,2.7021,0.0172
381,76.2,534.6,0.0,0.0121,0.0003,0.0003,0.0245,0.7751,0.1877,244.6549,0.4674,1.1861,-0.024,2.7028,0.0181
382,76.4,533.81,0.0,0.012,0.0003,0.0003,0.0244,0.7752,0.1878,243.7355,0.4678,1.1856,-0.024,2.7036,0.019
383,76.6,533.02,0.0,0.012,0.0003,0.0003,0.0243,0.7752,0.1879,242.8147,0.4683,1.1852,-0.0241,2.7043,0.0199
384,76.8,532.23,0.0,0.0119,0.0003,0.0003,0.0242,0.7753,0.188,241.8884,0.4687,1.1848,-0.0242,2.7051,0.0208
385,77.0,531.45,0.0,0.0119,0.0003,0.0003,0.0241,0.7753,0.188,240.9855,0.4691,1.1843,-0.0242,2.7057,0.0217
386,77.2,530.71,0.0,0.0119,0.0003,0.0003,0.024,0.7754,0.1881,240.1624,0.4693,1.1838,-0.0242,2.7058,0.0222
387,77.4,529.97,0.0,0.0118,0.0003,0.0003,0.024,0.7754,0.1882,239.3366,0.4695,1.1833,-0.0241,2.7059,0.0228
388,77.6,529.23,0.0,0.0118,0.0003,0.0003,0.0239,0.7755,0.1883,238.51,0.4696,1.1828,-0.0241,2.706,0.0233
389,77.8,528.49,0.0,0.0117,0.0003,0.0002,0.0238,0.7756,0.1883,237.6784,0.4698,1.1822,-0.024,2.7061,0.0239
390,78.0,527.75,0.0,0.0117,0.0003,0.0002,0.0237,0.7756,0.1884,236.8438,0.47,1.1817,-0.024,2.7062,0.0244
391,78.2,527.01,0.0,0.0117,0.0003,0.0002,0.0236,0.7757,0.1885,236.0064,0.4701,1.1812,-0.024,2.7063,0.025
392,78.4,526.27,0.0,0.0116,0.0003,0.0002,0.0235,0.7757,0.1886,235.168,0.4703,1.1807,-0.0239,2.7065,0.0255
393,78.6,525.52,0.0,0.0116,0.0003,0.0002,0.0235,0.7758,0.1886,234.3246,0.4705,1.1802,-0.0239,2.7066,0.0261
394,78.8,524.78,0.0,0.0115,0.0003,0.0002,0.0234,0.7758,0.1887,233.4781,0.4707,1.1797,-0.0238,2.7067,0.0266
395,79.0,524.04,0.0,0.0115,0.0003,0.0002,0.0233,0.7759,0.1888,232.6285,0.4708,1.1792,-0.0238,2.7068,0.0272
396,79.2,523.3,0.0,0.0115,0.0003,0.0002,0.0232,0.7759,0.1889,231.7758,0.471,1.1786,-0.0237,2.7069,0.0277
397,79.4,522.56,0.0,0.0114,0.0003,0.0002,0.0231,0.776,0.189,230.9221,0.4712,1.1781,-0.0237,2.707,0.0283
398,79.6,521.82,0.0,0.0114,0.0003,0.0002,0.023,0.776,0.189,230.063,0.4713,1.1776,-0.0237,2.7071,0.0289
399,79.8,521.08,0.0,0.0113,0.0003,0.0002,0.023,0.7761,0.1891,229.2008,0.4715,1.1771,-0.0236,2.7072,0.0294
400,80.0,520.34,0.0,0.0113,0.0002,0.0002,0.0229,0.7762,0.1892,228.3353,0.4717,1.1766,-0.0236,2.7073,0.03
401,80.2,519.6,0.0,0.0113,0.0002,0.0002,0.0228,0.7762,0.1893,227.4687,0.4718,1.1761,-0.0235,2.7075,0.0305
402,80.4,518.86,0.0,0.0112,0.0002,0.0002,0.0227,0.7763,0.1893,226.5966,0.472,1.1755,-0.0235,2.7076,0.0311
403,80.6,518.12,0.0,0.0112,0.0002,0.0002,0.0226,0.7763,0.1894,225.7211,0.4722,1.175,-0.0235,2.7077,0.0316
404,80.8,517.4,0.0,0.0111,0.0002,0.0002,0.0225,0.7764,0.1895,224.8822,0.4725,1.1746,-0.0235,2.7078,0.0322
405,81.0,516.77,0.0,0.0111,0.0002,0.0002,0.0225,0.7764,0.1896,224.1763,0.473,1.1747,-0.0237,2.7079,0.0326
406,81.2,516.13,0.0,0.0111,0.0002,0.0002,0.0224,0.7765,0.1896,223.4704,0.4736,1.1748,-0.0239,2.708,0.0331
407,81.4,515.49,0.0,0.011,0.0002,0.0002,0.0223,0.7765,0.1897,222.76,0.4742,1.1749,-0.0242,2.7081,0.0336
408,81.6,514.86,0.0,0.011,0.0002,0.0002,0.0222,0.7766,0.1898,222.0473,0.4748,1.1749,-0.0244,2.7081,0.0341
409,81.8,514.22,0.0,0.011,0.0002,0.0002,0.0222,0.7766,0.1898,221.3323,0.4753,1.175,-0.0246,2.7082,0.0346
410,82.0,513.58,0.0,0.0109,0.0002,0.0002,0.0221,0.7766,0.1899,220.615,0.4759,1.1751,-0.0248,2.7083,0.0351
411,82.2,512.95,0.0,0.0109,0.0002,0.0002,0.022,0.7767,0.1899,219.8954,0.4765,1.1752,-0.025,2.7084,0.0356
412,82.4,512.31,0.0,0.0109,0.0002,0.0002,0.022,0.7767,0.19,219.1734,0.4771,1.1752,-0.0253,2.7085,0.0361
413,82.6,511.67,0.0,0.0108,0.0002,0.0002,0.0219,0.7768,0.1901,218.4491,0.4776,1.1753,-0.0255,2.7086,0.0365
414,82.8,511.04,0.0,0.0108,0.0002,0.0002,0.0218,0.7768,0.1901,217.7223,0.4782,1.1754,-0.0257,2.7087,0.037
415,83.0,510.4,0.0,0.0108,0.0002,0.0002,0.0217,0.7769,0.1902,216.9931,0.4788,1.1755,-0.0259,2.7088,0.0375
416,83.2,509.76,0.0,0.0107,0.0002,0.0002,0.0217,0.7769,0.1903,216.2614,0.4793,1.1755,-0.0261,2.7089,0.038
417,83.4,509.13,0.0,0.0107,0.0002,0.0002,0.0216,0.777,0.1903,215.5273,0.4799,1.1756,-0.0264,2.709,0.0385
418,83.6,508.49,0.0,0.0107,0.0002,0.0002,0.0215,0.777,0.1904,214.7906,0.4805,1.1757,-0.0266,2.7091,0.039
419,83.8,507.85,0.0,0.0106,0.0002,0.0002,0.0215,0.7771,0.1905,214.0514,0.4811,1.1758,-0.0268,2.7091,0.0395
420,84.0,507.22,0.0,0.0106,0.0002,0.0002,0.0214,0.7771,0.1905,213.3096,0.4816,1.1758,-0.027,2.7092,0.04
421,84.2,506.58,0.0,0.0106,0.0002,0.0002,0.0213,0.7772,0.1906,212.5653,0.4822,1.1759,-0.0273,2.7093,0.0405
422,84.4,505.94,0.0,0.0105,0.0002,0.0002,0.0212,0.7772,0.1907,211.8183,0.4828,1.176,-0.0275,2.7094,0.0409
423,84.6,505.31,0.0,0.0105,0.0002,0.0002,0.0212,0.7772,0.1907,211.0687,0.4833,1.1761,-0.0277,2.7095,0.0414
424,84.8,504.67,0.0,0.0105,0.0002,0.0002,0.0211,0.7773,0.1908,210.3164,0.4839,1.1761,-0.0279,2.7096,0.0419
425,85.0,504.04,0.0,0.0104,0.0002,0.0002,0.021,0.7773,0.1909,209.571,0.4844,1.1762,-0.0282,2.7096,0.0424
426,85.2,503.45,0.0,0.0104,0.0002,0.0001,0.021,0.7774,0.1909,208.9163,0.4851,1.176,-0.0284,2.7093,0.0422
427,85.4,502.86,0.0,0.0104,0.0002,0.0001,0.0209,0.7774,0.191,208.2595,0.4858,1.1759,-0.0287,2.7089,0.0421
428,85.6,502.27,0.0,0.0103,0.0002,0.0001,0.0208,0.7775,0.191,207.5982,0.4864,1.1758,-0.0289,2.7085,0.042
429,85.8,501.68,0.0,0.0103,0.0002,0.0001,0.0208,0.7775,0.1911,206.9372,0.4871,1.1756,-0.0292,2.7081,0.0418
430,86.0,501.09,0.0,0.0103,0.0002,0.0001,0.0207,0.7775,0.1912,206.2741,0.4877,1.1755,-0.0294,2.7077,0.0417
431,86.2,500.5,0.0,0.0102,0.0002,0.0001,0.0206,0.7776,0.1912,205.6089,0.4884,1.1753,-0.0297,2.7073,0.0416
432,86.4,499.91,0.0,0.0102,0.0002,0.0001,0.0206,0.7776,0.1913,204.9415,0.489,1.1752,-0.03,2.7069,0.0414
433,86.6,499.32,0.0,0.0102,0.0002,0.0001,0.0205,0.7777,0.1913,204.2719,0.4897,1.175,-0.0302,2.7065,0.0413
434,86.8,498.74,0.0,0.0101,0.0002,0.0001,0.0204,0.7777,0.1914,203.6001,0.4903,1.1749,-0.0305,2.7061,0.0412
435,87.0,498.15,0.0,0.0101,0.0002,0.0001,0.0204,0.7778,0.1914,202.9261,0.491,1.1747,-0.0307,2.7057,0.041
436,87.2,497.56,0.0,0.0101,0.0002,0.0001,0.0203,0.7778,0.1915,202.2498,0.4916,1.1746,-0.031,2.7053,0.0409
437,87.4,496.97,0.0,0.01,0.0002,0.0001,0.0202,0.7778,0.1916,201.5713,0.4923,1.1744,-0.0312,2.7049,0.0408
438,87.6,496.38,0.0,0.01,0.0002,0.0001,0.0202,0.7779,0.1916,200.8905,0.4929,1.1743,-0.0315,2.7045,0.0406
439,87.8,495.79,0.0,0.01,0.0002,0.0001,0.0201,0.7779,0.1917,200.2074,0.4936,1.1741,-0.0318,2.7041,0.0405
440,88.0,495.2,0.0,0.0099,0.0001,0.0001,0.02,0.778,0.1918,199.5219,0.4942,1.174,-0.032,2.7038,0.0404
441,88.2,494.61,0.0,0.0099,0.0001,0.0001,0.02,0.778,0.1918,198.8341,0.4949,1.1738,-0.0323,2.7034,0.0402
442,88.4,494.02,0.0,0.0099,0.0001,0.0001,0.0199,0.778,0.1919,198.1439,0.4955,1.1737,-0.0325,2.703,0.0401
443,88.6,493.43,0.0,0.0098,0.0001,0.0001,0.0199,0.7781,0.1919,197.4487,0.4961,1.1735,-0.0328,2.7026,0.04
444,88.8,492.85,0.0,0.0098,0.0001,0.0001,0.0198,0.7781,0.192,196.7537,0.4968,1.1734,-0.033,2.7022,0.0398
445,89.0,492.26,0.0,0.0098,0.0001,0.0001,0.0197,0.7782,0.192,196.0561,0.4974,1.1732,-0.0333,2.7018,0.0397
446,89.2,491.67,0.0,0.0098,0.0001,0.0001,0.0197,0.7782,0.1921,195.3561,0.4981,1.1731,-0.0336,2.7014,0.0396
447,89.4,491.08,0.0,0.0097,0.0001,0.0001,0.0196,0.7782,0.1922,194.6535,0.4987,1.1729,-0.0338,2.701,0.0394
448,89.6,490.49,0.0,0.0097,0.0001,0.0001,0.0195,0.7783,0.1922,193.9484,0.4993,1.1728,-0.0341,2.7006,0.0393
449,89.8,489.94,0.0,0.0097,0.0001,0.0001,0.0195,0.7783,0.1923,193.2925,0.4994,1.1724,-0.0341,2.7003,0.0391
450,90.0,489.42,0.0,0.0096,0.0001,0.0001,0.0194,0.7784,0.1923,192.6785,0.4991,1.1718,-0.034,2.7,0.0387
451,90.2,488.9,0.0,0.0096,0.0001,0.0001,0.0193,0.7784,0.1924,192.0625,0.4988,1.1711,-0.0339,2.6997,0.0383
452,90.4,488.39,0.0,0.0096,0.0001,0.0001,0.0193,0.7784,0.1924,191.4445,0.4985,1.1705,-0.0338,2.6994,0.038
453,90.6,487.87,0.0,0.0095,0.0001,0.0001,0.0192,0.7785,0.1925,190.8245,0.4982,1.1698,-0.0336,2.6991,0.0376
454,90.8,487.35,0.0,0.0095,0.0001,0.0001,0.0192,0.7785,0.1926,190.2025,0.4979,1.1692,-0.0335,2.6989,0.0372
455,91.0,486.83,0.0,0.0095,0.0001,0.0001,0.0191,0.7785,0.1926,189.5785,0.4976,1.1686,-0.0334,2.6986,0.0369
456,91.2,486.32,0.0,0.0095,0.0001,0.0001,0.0191,0.7786,0.1926,188.9524,0.4973,1.1679,-0.0333,2.6983,0.0365
457,91.4,485.8,0.0,0.0094,0.0001,0.0001,0.019,0.7786,0.1927,188.3242,0.4969,1.1673,-0.0332,2.698,0.0361
458,91.6,485.28,0.0,0.0094,0.0001,0.0001,0.0189,0.7786,0.1928,187.6912,0.4966,1.1667,-0.033,2.6977,0.0358
459,91.8,484.76,0.0,0.0094,0.0001,0.0001,0.0189,0.7787,0.1928,187.0588,0.4963,1.166,-0.0329,2.6975,0.0354
460,92.0,484.25,0.0,0.0094,0.0001,0.0001,0.0188,0.7787,0.1929,186.4242,0.496,1.1654,-0.0328,2.6972,0.035
461,92.2,483.73,0.0,0.0093,0.0001,0.0001,0.0188,0.7788,0.1929,185.7875,0.4957,1.1647,-0.0327,2.6969,0.0347
462,92.4,483.21,0.0,0.0093,0.0001,0.0001,0.0187,0.7788,0.193,185.1486,0.4954,1.1641,-0.0326,2.6966,0.0343
463,92.6,482.69,0.0,0.0093,0.0001,0.0001,0.0187,0.7788,0.193,184.5075,0.495,1.1634,-0.0325,2.6963,0.0339
464,92.8,482.17,0.0,0.0092,0.0001,0.0001,0.0186,0.7789,0.1931,183.8641,0.4947,1.1628,-0.0323,2.696,0.0336
465,93.0,481.66,0.0,0.0092,0.0001,0.0001,0.0185,0.7789,0.1931,183.2184,0.4944,1.1622,-0.0322,2.6958,0.0332
466,93.2,481.14,0.0,0.0092,0.0001,0.0001,0.0185,0.7789,0.1932,182.5705,0.4941,1.1615,-0.0321,2.6955,0.0328
467,93.4,480.62,0.0,0.0092,0.0001,0.0001,0.0184,0.779,0.1932,181.9203,0.4938,1.1609,-0.032,2.6952,0.0325
468,93.6,480.1,0.0,0.0091,0.0001,0.0001,0.0184,0.779,0.1933,181.265,0.4935,1.1602,-0.0319,2.6949,0.0321
469,93.8,479.59,0.0,0.0091,0.0001,0.0001,0.0183,0.779,0.1933,180.6101,0.4931,1.1596,-0.0317,2.6946,0.0317
470,94.0,479.07,0.0,0.0091,0.0001,0.0001,0.0183,0.7791,0.1934,179.9528,0.4928,1.1589,-0.0316,2.6943,0.0314
471,94.2,478.55,0.0,0.009,0.0001,0.0001,0.0182,0.7791,0.1934,179.2931,0.4925,1.1583,-0.0315,2.6941,0.031
472,94.4,478.03,0.0,0.009,0.0001,0.0001,0.0181,0.7792,0.1935,178.6309,0.4922,1.1576,-0.0314,2.6938,0.0306
473,94.6,477.52,0.0,0.009,0.0001,0.0001,0.0181,0.7792,0.1935,177.9663,0.4919,1.157,-0.0313,2.6935,0.0303
474,94.8,477.0,0.0,0.009,0.0001,0.0001,0.018,0.7792,0.1936,177.2992,0.4916,1.1563,-0.0311,2.6932,0.0299
475,95.0,476.5,0.0,0.0089,0.0001,0.0001,0.018,0.7792,0.1936,176.6664,0.4914,1.1559,-0.0311,2.6928,0.0296
476,95.2,476.02,0.0,0.0089,0.0001,0.0001,0.0179,0.7793,0.1937,176.1022,0.4915,1.1556,-0.0313,2.6922,0.0295
477,95.4,475.54,0.0,0.0089,0.0001,0.0001,0.0179,0.7793,0.1937,175.5363,0.4916,1.1554,-0.0315,2.6916,0.0293
478,95.6,475.07,0.0,0.0089,0.0001,0.0001,0.0178,0.7794,0.1938,174.9657,0.4917,1.1552,-0.0318,2.6909,0.0292
479,95.8,474.59,0.0,0.0088,0.0001,0.0001,0.0178,0.7794,0.1938,174.3961,0.4918,1.1549,-0.032,2.6903,0.029
480,96.0,474.12,0.0,0.0088,0.0001,0.0001,0.0177,0.7794,0.1939,173.8246,0.4918,1.1547,-0.0322,2.6897,0.0289
481,96.2,473.64,0.0,0.0088,0.0001,0.0001,0.0177,0.7794,0.1939,173.2484,0.4919,1.1545,-0.0324,2.6891,0.0288
482,96.4,473.17,0.0,0.0088,0.0001,0.0001,0.0176,0.7795,0.194,172.6731,0.492,1.1543,-0.0326,2.6884,0.0286
483,96.6,472.69,0.0,0.0087,0.0001,0.0001,0.0176,0.7795,0.194,172.0959,0.4921,1.1541,-0.0328,2.6878,0.0285
484,96.8,472.22,0.0,0.0087,0.0001,0.0001,0.0175,0.7795,0.1941,171.5138,0.4922,1.1538,-0.033,2.6872,0.0283
485,97.0,471.74,0.0,0.0087,0.0001,0.0001,0.0175,0.7796,0.1941,170.9327,0.4923,1.1536,-0.0332,2.6866,0.0282
486,97.2,471.27,0.0,0.0087,0.0001,0.0001,0.0174,0.7796,0.1942,170.3496,0.4924,1.1534,-0.0334,2.6859,0.028
487,97.4,470.79,0.0,0.0086,0.0001,0.0001,0.0174,0.7796,0.1942,169.7616,0.4925,1.1532,-0.0336,2.6853,0.0279
488,97.6,470.31,0.0,0.0086,0.0001,0.0001,0.0173,0.7797,0.1942,169.1745,0.4926,1.153,-0.0338,2.6847,0.0278
489,97.8,469.84,0.0,0.0086,0.0001,0.0001,0.0173,0.7797,0.1943,168.5853,0.4927,1.1527,-0.034,2.6841,0.0276
490,98.0,469.36,0.0,0.0086,0.0001,0.0001,0.0172,0.7797,0.1943,167.9911,0.4928,1.1525,-0.0343,2.6835,0.0275
491,98.2,468.89,0.0,0.0085,0.0001,0.0001,0.0172,0.7798,0.1944,167.3977,0.4929,1.1523,-0.0345,2.6828,0.0273
492,98.4,468.41,0.0,0.0085,0.0001,0.0001,0.0171,0.7798,0.1944,166.8023,0.493,1.152,-0.0347,2.6822,0.0272
493,98.6,467.94,0.0,0.0085,0.0001,0.0001,0.017,0.7798,0.1945,166.2017,0.493,1.1518,-0.0349,2.6816,0.027
494,98.8,467.46,0.0,0.0085,0.0001,0.0001,0.017,0.7799,0.1945,165.6019,0.4931,1.1516,-0.0351,2.681,0.0269
495,99.0,466.99,0.0,0.0084,0.0001,0.0001,0.0169,0.7799,0.1946,165.0,0.4932,1.1514,-0.0353,2.6803,0.0267
496,99.2,466.51,0.0,0.0084,0.0001,0.0001,0.0169,0.7799,0.1946,164.3928,0.4933,1.1511,-0.0355,2.6797,0.0266
497,99.4,466.03,0.0,0.0084,0.0001,0.0001,0.0168,0.78,0.1947,163.7864,0.4934,1.1509,-0.0357,2.6791,0.0265
498,99.6,465.56,0.0,0.0084,0.0001,0.0001,0.0168,0.78,0.1947,163.1778,0.4935,1.1507,-0.0359,2.6785,0.0263
499,99.8,465.08,0.0,0.0083,0.0001,0.0001,0.0167,0.78,0.1948,162.5638,0.4936,1.1505,-0.0361,2.6778,0.0262
500,100.0,464.61,0.0,0.0083,0.0001,0.0001,0.0167,0.78,0.1948,161.9506,0.4937,1.1503,-0.0363,2.6772,0.026
501,100.2,464.13,0.0,0.0083,0.0001,0.0001,0.0166,0.7801,0.1949,161.3351,0.4938,1.15,-0.0365,2.6766,0.0259
502,100.4,463.66,0.0,0.0083,0.0001,0.0001,0.0166,0.7801,0.1949,160.714,0.4939,1.1498,-0.0368,2.676,0.0257
503,100.6,463.18,0.0,0.0082,0.0001,0.0001,0.0165,0.7801,0.195,160.0937,0.494,1.1496,-0.037,2.6754,0.0256
504,100.8,462.73,0.0,0.0082,0.0001,0.0001,0.0165,0.7802,0.195,159.5086,0.4941,1.1492,-0.0372,2.6747,0.0254
505,101.0,462.36,0.0,0.0082,0.0001,0.0001,0.0164,0.7802,0.195,159.0597,0.4942,1.1485,-0.0373,2.674,0.0248
506,101.2,461.98,0.0,0.0082,0.0001,0.0001,0.0164,0.7802,0.1951,158.6096,0.4943,1.1477,-0.0375,2.6733,0.0243
507,101.4,461.61,0.0,0.0081,0.0001,0.0001,0.0164,0.7802,0.1951,158.1581,0.4944,1.147,-0.0376,2.6726,0.0238
508,101.6,461.24,0.0,0.0081,0.0001,0.0001,0.0163,0.7803,0.1951,157.7054,0.4945,1.1463,-0.0378,2.6719,0.0233
509,101.8,460.87,0.0,0.0081,0.0001,0.0001,0.0163,0.7803,0.1952,157.2514,0.4946,1.1455,-0.0379,2.6712,0.0227
510,102.0,460.5,0.0,0.0081,0.0001,0.0001,0.0162,0.7803,0.1952,156.796,0.4947,1.1448,-0.0381,2.6705,0.0222
511,102.2,460.12,0.0,0.0081,0.0001,0.0001,0.0162,0.7803,0.1952,156.3394,0.4948,1.144,-0.0382,2.6698,0.0217
512,102.4,459.75,0.0,0.008,0.0001,0.0001,0.0162,0.7804,0.1953,155.8814,0.4949,1.1433,-0.0384,2.6691,0.0212
513,102.6,459.38,0.0,0.008,0.0001,0.0001,0.0161,0.7804,0.1953,155.422,0.495,1.1425,-0.0385,2.6684,0.0206
514,102.8,459.01,0.0,0.008,0.0001,0.0001,0.0161,0.7804,0.1954,154.9613,0.4951,1.1418,-0.0387,2.6677,0.0201
515,103.0,458.64,0.0,0.008,0.0001,0.0001,0.016,0.7804,0.1954,154.4992,0.4952,1.141,-0.0389,2.667,0.0196
516,103.2,458.26,0.0,0.008,0.0001,0.0001,0.016,0.7805,0.1954,154.0357,0.4953,1.1403,-0.039,2.6663,0.019
517,103.4,457.89,0.0,0.0079,0.0001,0.0001,0.016,0.7805,0.1955,153.5708,0.4954,1.1395,-0.0392,2.6656,0.0185
518,103.6,457.52,0.0,0.0079,0.0001,0.0001,0.0159,0.7805,0.1955,153.1045,0.4955,1.1388,-0.0393,2.6649,0.018
519,103.8,457.15,0.0,0.0079,0.0001,0.0001,0.0159,0.7805,0.1955,152.6368,0.4956,1.138,-0.0395,2.6642,0.0175
520,104.0,456.78,0.0,0.0079,0.0001,0.0001,0.0158,0.7806,0.1956,152.1677,0.4957,1.1373,-0.0396,2.6635,0.0169
521,104.2,456.4,0.0,0.0079,0.0001,0.0001,0.0158,0.7806,0.1956,151.6971,0.4958,1.1365,-0.0398,2.6628,0.0164
522,104.4,456.03,0.0,0.0078,0.0001,0.0001,0.0158,0.7806,0.1956,151.225,0.4959,1.1358,-0.0399,2.6622,0.0159
523,104.6,455.66,0.0,0.0078,0.0001,0.0,0.0157,0.7806,0.1957,150.7515,0.496,1.135,-0.0401,2.6615,0.0153
524,104.8,455.29,0.0,0.0078,0.0001,0.0,0.0157,0.7807,0.1957,150.2764,0.4961,1.1343,-0.0402,2.6608,0.0148
525,105.0,454.92,0.0,0.0078,0.0001,0.0,0.0156,0.7807,0.1958,149.7999,0.4962,1.1335,-0.0404,2.6601,0.0143
526,105.2,454.54,0.0,0.0078,0.0001,0.0,0.0156,0.7807,0.1958,149.3218,0.4963,1.1327,-0.0406,2.6594,0.0138
527,105.4,454.17,0.0,0.0077,0.0001,0.0,0.0156,0.7807,0.1958,148.8422,0.4964,1.132,-0.0407,2.6587,0.0132
528,105.6,453.8,0.0,0.0077,0.0001,0.0,0.0155,0.7808,0.1959,148.361,0.4965,1.1312,-0.0409,2.658,0.0127
529,105.8,453.43,0.0,0.0077,0.0001,0.0,0.0155,0.7808,0.1959,147.8783,0.4966,1.1305,-0.041,2.6573,0.0122
530,106.0,453.06,0.0,0.0077,0.0001,0.0,0.0154,0.7808,0.196,147.3974,0.4967,1.1297,-0.0412,2.6566,0.0116
531,106.2,452.69,0.0,0.0077,0.0001,0.0,0.0154,0.7808,0.196,146.9115,0.4968,1.129,-0.0413,2.6559,0.0111
532,106.4,452.31,0.0,0.0077,0.0001,0.0,0.0154,0.7809,0.196,146.424,0.4969,1.1282,-0.0415,2.6552,0.0106
533,106.6,451.94,0.0,0.0076,0.0001,0.0,0.0153,0.7809,0.196,145.9349,0.497,1.1275,-0.0416,2.6545,0.0101
534,106.8,451.57,0.0,0.0076,0.0001,0.0,0.0153,0.7809,0.1961,145.4441,0.4971,1.1267,-0.0418,2.6538,0.0095
535,107.0,451.2,0.0,0.0076,0.0001,0.0,0.0152,0.7809,0.1961,144.9517,0.4972,1.126,-0.0419,2.6531,0.009
536,107.2,450.83,0.0,0.0076,0.0001,0.0,0.0152,0.781,0.1962,144.4576,0.4973,1.1252,-0.0421,2.6524,0.0085
537,107.4,450.54,0.0,0.0076,0.0001,0.0,0.0152,0.781,0.1962,144.0555,0.4969,1.1242,-0.0419,2.652,0.008
538,107.6,450.27,0.0,0.0075,0.0001,0.0,0.0151,0.781,0.1962,143.6767,0.4965,1.1231,-0.0417,2.6517,0.0075
539,107.8,450.01,0.0,0.0075,0.0001,0.0,0.0151,0.781,0.1962,143.2969,0.496,1.1221,-0.0414,2.6515,0.0071
540,108.0,449.75,0.0,0.0075,0.0001,0.0,0.0151,0.781,0.1963,142.9196,0.4955,1.121,-0.0412,2.6512,0.0066
541,108.2,449.48,0.0,0.0075,0.0001,0.0,0.0151,0.781,0.1963,142.5377,0.495,1.1199,-0.0409,2.6509,0.0062
542,108.4,449.22,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1963,142.1548,0.4946,1.1188,-0.0407,2.6506,0.0057
543,108.6,448.96,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1964,141.7745,0.4941,1.1178,-0.0404,2.6504,0.0052
544,108.8,448.69,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1964,141.3895,0.4936,1.1166,-0.0402,2.6501,0.0048
545,109.0,448.43,0.0,0.0074,0.0,0.0,0.0149,0.7811,0.1964,141.0035,0.4932,1.1156,-0.0399,2.6498,0.0043
546,109.2,448.17,0.0,0.0074,0.0,0.0,0.0149,0.7811,0.1964,140.6165,0.4927,1.1145,-0.0396,2.6495,0.0039
547,109.4,447.9,0.0,0.0074,0.0,0.0,0.0149,0.7812,0.1965,140.232,0.4922,1.1134,-0.0394,2.6493,0.0034
548,109.6,447.64,0.0,0.0074,0.0,0.0,0.0149,0.7812,0.1965,139.8428,0.4917,1.1123,-0.0391,2.649,0.0029
549,109.8,447.38,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1965,139.4525,0.4913,1.1113,-0.0389,2.6487,0.0025
550,110.0,447.11,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1965,139.0647,0.4908,1.1102,-0.0386,2.6484,0.002
551,110.2,446.85,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1966,138.6723,0.4903,1.1091,-0.0384,2.6482,0.0016
552,110.4,446.59,0.0,0.0073,0.0,0.0,0.0147,0.7812,0.1966,138.2787,0.4898,1.108,-0.0381,2.6479,0.0011
553,110.6,446.32,0.0,0.0073,0.0,0.0,0.0147,0.7812,0.1966,137.8876,0.4894,1.1069,-0.0379,2.6476,0.0006
554,110.8,446.06,0.0,0.0073,0.0,0.0,0.0147,0.7813,0.1966,137.4918,0.4889,1.1058,-0.0376,2.6473,0.0002
555,111.0,445.8,0.0,0.0073,0.0,0.0,0.0147,0.7813,0.1967,137.0949,0.4884,1.1048,-0.0374,2.6471,-0.0003
