time(s)_15O2_coarse,Heat release rate(kW)_15O2_coarse,time(s)_15O2_medium,Heat release rate(kW)_15O2_medium,time(s)_15O2_fine,Heat release rate(kW)_15O2_fine,time(s)_17O2_coarse,Heat release rate(kW)_17O2_coarse,time(s)_17O2_medium,Heat release rate(kW)_17O2_medium,time(s)_17O2_fine,Heat release rate(kW)_17O2_fine,time(s)_21O2_coarse,Heat release rate(kW)_21O2_coarse,time(s)_21O2_medium,Heat release rate(kW)_21O2_medium,time(s)_21O2_fine,Heat release rate(kW)_21O2_fine
14.7322,13.2,12.8067,14.7,12.2144,14.6,,,12.995,10.2,12.2087,9.33,14.417,14.1,12.8438,10.8,11.9018,10.4
14.7473,13.8,12.8152,15.7,12.22,15,,,13.0062,10.3,12.214,8.91,14.4294,14,12.8492,10.8,11.9071,10.6
14.7616,14.3,12.8243,15.9,12.2257,15.6,,,13.0168,10.8,12.2191,8.76,14.4414,13.6,12.8543,10.9,11.9123,10.5
14.7746,14.4,12.833,15.8,12.232,16.3,,,13.0267,11.4,12.2239,8.74,14.4528,13.1,12.8595,11.1,11.918,10.7
14.7884,14,12.8413,15.4,12.2383,16.6,,,13.0363,12.1,12.2286,8.7,14.4641,12.9,12.8647,11.3,11.9237,11
14.8027,13.5,12.8499,14.8,12.2445,17.1,,,13.0451,13.2,12.2332,8.65,14.4742,12.6,12.8708,11.5,11.9297,11.3
14.8166,13.4,12.8583,14.4,12.251,17.5,,,13.0538,14.5,12.2375,8.65,14.485,12.2,12.8769,11.9,11.9359,11.8
14.8298,13.5,12.8668,14,12.2576,17.6,,,13.0631,15.9,12.2429,8.65,14.4969,11.8,12.8834,12.2,11.9412,12.5
14.8437,13,12.8763,13.5,12.2638,17.7,,,13.0721,16.2,12.2486,8.84,14.5089,11.3,12.8901,12.4,11.9465,13.2
14.8578,12.3,12.8858,13.2,12.2698,17.6,,,13.0816,16.1,12.2549,9.1,14.5208,10.9,12.8973,12.3,11.9518,13.6
14.8728,11.4,12.8946,13,12.2759,17.5,,,13.0911,15.8,12.2612,9.46,14.5336,10.7,12.9052,11.9,11.9569,13.8
14.8881,10.9,12.9035,12.7,12.2818,17.4,,,13.1008,15.1,12.2685,10,14.5461,10.9,12.9134,11.2,11.9613,13.8
14.9033,11,12.9126,12.7,12.2876,17.4,,,13.1099,14.4,12.2754,10.6,14.5594,11.1,12.9218,10.5,11.9668,13.5
14.9173,11.3,12.9219,12.6,12.2936,17.1,,,13.1183,13.9,12.2825,11.3,14.5733,11.6,12.9306,9.98,11.9731,13.2
14.9314,11.8,12.9318,12.4,12.2994,16.5,,,13.1269,13.2,12.2895,11.8,14.5877,12.5,12.9393,9.76,11.9796,13.1
14.9457,12.6,12.9414,12,12.3049,16.1,,,13.1356,12.7,12.2967,12.3,14.6015,13.3,12.948,10.1,11.9863,13.3
14.959,13.4,12.9508,11.5,12.3102,16.1,,,13.1444,12.4,12.3043,12.8,14.6143,13.7,12.9569,10.8,11.9927,13.5
14.9718,13.9,12.96,11,12.3156,16,,,13.153,12.4,12.3111,13.4,14.6274,13.8,12.9656,11.8,11.9985,13.6
14.984,13.9,12.9698,10.5,12.3216,15.8,,,13.1615,12.4,12.3181,14,14.6403,13.5,12.9743,12.7,12.0041,13.7
14.9962,13.5,12.9798,10.3,12.3286,15.6,,,13.1695,12.3,12.3246,14.4,14.6531,13.2,12.9829,13.5,12.0095,13.8
,,12.99,10.6,12.3357,15.6,,,13.1775,12.2,12.3314,14.7,14.6663,13.1,12.9906,13.8,12.0153,13.7
,,13,11.5,12.3425,15.2,,,13.1854,11.8,12.3382,15.3,14.6797,12.7,12.9988,13.7,12.0209,13.6
,,13.0104,12.7,12.349,14.8,,,13.1934,11.4,12.3452,15.9,14.6926,12.4,13.0071,13.5,12.0264,13.2
,,13.0213,13.8,12.3551,14.6,,,13.2021,10.9,12.3517,16.5,14.7048,12,13.0149,13.6,12.032,12.7
,,13.0319,14.7,12.3616,14.3,,,13.2112,10.3,12.3584,16.7,14.717,11.5,13.0221,13.7,12.0376,12.2
,,13.0418,15.3,12.3683,14.4,,,13.2205,9.97,12.3655,16.7,14.7303,10.9,13.0298,13.3,12.0431,11.8
,,13.0524,15.7,12.3751,14.9,,,13.2301,9.64,12.3723,16.4,14.7435,10.7,13.0371,13.5,12.0488,11.4
,,13.0638,16,12.382,14.9,,,13.2396,9.58,12.3787,15.9,14.7573,10.9,13.0439,13.7,12.0543,11.1
,,13.0754,16,12.3888,15.1,,,13.2489,9.63,12.385,15.7,14.7699,11.3,13.0511,14.1,12.0597,10.9
,,13.0864,15.6,12.395,15.2,,,13.2582,9.83,12.3917,15.5,14.7825,11.8,13.0585,14.6,12.0649,10.6
,,13.0974,14.9,12.4015,14.9,,,13.2677,10.5,12.3983,15,14.796,12.8,13.0657,15.2,12.0702,10.3
,,13.1082,14.5,12.408,14.5,,,13.2768,11.6,12.4047,14.7,14.8085,13.5,13.072,15.6,12.0755,10.3
,,13.1188,14.1,12.4142,14.4,,,13.2856,12.8,12.4111,14.2,14.8197,13.8,13.0781,15.8,12.0809,10.4
,,13.1293,13.6,12.4203,14.1,,,13.2947,13.5,12.4176,13.7,14.83,13.8,13.0844,15.9,12.0866,10.6
,,13.1392,13.4,12.4264,13.6,,,13.3044,14.1,12.4243,13.1,14.8404,13.8,13.0907,15.9,12.0924,11
,,13.1484,13.1,12.4323,13.1,,,13.3142,14.8,12.4309,12.5,14.8509,13.5,13.0971,15.7,12.0984,11.2
,,13.1573,12.5,12.4385,12.6,,,13.324,15.5,12.4371,11.9,14.8616,13.4,13.1036,15.2,12.1043,11.3
,,13.1652,12.2,12.4455,12.2,,,13.3348,15.9,12.443,11.4,14.873,13,13.1102,14.6,12.1104,11.1
,,13.1738,11.9,12.4529,12.4,,,13.3453,15.6,12.4491,11,14.8853,12.4,13.1157,14.1,12.1165,11
,,13.1829,11.5,12.4602,13.1,,,13.3544,14.8,12.4553,10.8,14.8972,11.9,13.1213,13.6,12.1226,10.9
,,13.1907,11.2,12.4676,14,,,13.3633,14.1,12.4619,10.6,14.9085,11.7,13.1273,13.4,12.1285,11
,,13.1983,10.9,12.4743,15.1,,,13.3726,13.3,12.4689,10.4,14.9203,11.5,13.133,13.5,12.1342,10.9
,,13.2068,10.5,12.4809,16.2,,,13.3825,12.6,12.4753,10.3,14.9333,11.1,13.1389,13.7,12.1403,10.7
,,13.2161,10.2,12.4877,17,,,13.3929,12.2,12.4817,10.1,14.9466,10.7,13.1451,13.7,12.1468,10.6
,,13.2251,10.1,12.4942,17.8,,,13.4026,12,12.4881,9.99,14.9597,10.8,13.1511,13.4,12.1533,10.6
,,13.2339,10.1,12.5007,18.5,,,13.4125,11.7,12.494,9.8,14.9725,11.1,13.1574,12.7,12.16,10.8
,,13.2425,10.2,12.5078,18.7,,,13.4242,11.6,12.4999,9.55,14.9834,11.5,13.1641,11.9,12.1666,11.3
,,13.2508,10.4,12.5143,18.8,,,13.4361,11.4,12.506,9.38,14.9946,12.3,13.171,11.4,12.1729,11.8
,,13.2598,10.5,12.5205,19.3,,,13.4474,11,12.5119,9.38,,,13.1778,11,12.179,12.2
,,13.2687,10.7,12.5264,19.6,,,13.4583,10.6,12.5174,9.55,,,13.1857,10.6,12.185,12.4
,,13.2775,10.9,12.5323,19.4,,,13.4684,10.2,12.5229,9.88,,,13.1932,10,12.1906,12.4
,,13.2863,11.5,12.5383,19.5,,,13.4777,9.77,12.5291,10.2,,,13.2012,9.71,12.1956,12.3
,,13.2949,12.6,12.5441,19.6,,,13.4877,9.33,12.5357,10.4,,,13.2086,9.78,12.2005,12.2
,,13.3032,13.9,12.5487,19.2,,,13.4989,9.2,12.542,10.7,,,13.2157,9.97,12.2051,12.5
,,13.3104,15,12.5531,18.4,,,13.5104,9.48,12.5479,10.8,,,13.2227,10.2,12.2098,12.9
,,13.3171,15.6,12.5576,17.4,,,13.5212,10.1,12.5536,10.9,,,13.231,10.7,12.2147,13.2
,,13.3241,15.7,12.5626,16.4,,,13.5314,11.2,12.5591,11,,,13.2393,11.3,12.2197,13.4
,,13.3317,16,12.5687,15.1,,,13.5415,12.8,12.5651,10.8,,,13.247,11.9,12.2244,13.6
,,13.3398,16,12.5753,13.8,,,13.5511,14.2,12.5717,10.6,,,13.2547,12.6,12.2293,13.8
,,13.3476,16,12.5818,12.4,,,13.5614,15.6,12.5786,10.4,,,13.2629,13.1,12.2341,13.9
,,13.3558,16.1,12.5888,11.2,,,13.5726,15.9,12.5855,10.4,,,13.2701,13.9,12.2389,13.8
,,13.3643,16.1,12.5961,10.1,,,13.5837,15.8,12.5921,10.7,,,13.277,14.5,12.2439,13.4
,,13.3724,15.7,12.6033,9.54,,,13.5936,15.6,12.599,11.2,,,13.2843,14.9,12.2493,12.9
,,13.3808,14.8,12.6103,9.33,,,13.6024,15.5,12.6058,11.8,,,13.2919,15.2,12.2545,12.2
,,13.3896,13.8,12.6166,9.35,,,13.611,15,12.6117,12.3,,,13.2994,15.2,12.2595,11.5
,,13.3977,13.2,12.6225,9.64,,,13.6202,14.3,12.6166,12.7,,,13.3064,15.1,12.2638,10.8
,,13.4054,12.6,12.6289,9.91,,,13.6301,13.3,12.6217,13.1,,,13.3141,15.5,12.268,10.4
,,13.4138,12.3,12.6355,10,,,13.6397,12.6,12.6273,13.6,,,13.3207,15.7,12.272,10.1
,,13.4229,12.2,12.642,10.3,,,13.6491,12.4,12.6324,14,,,13.3274,15.6,12.2761,9.79
,,13.4317,12.2,12.6477,10.7,,,13.6592,12.6,12.6372,14,,,13.3343,15.3,12.2808,9.58
,,13.4398,12,12.6533,11.1,,,13.6693,12.7,12.6419,14.1,,,13.3403,15.3,12.2859,9.34
,,13.4478,11.7,12.6584,11.3,,,13.6789,12.6,12.6464,14.2,,,13.346,15.1,12.2915,9.15
,,13.4559,11.3,12.6639,11.9,,,13.6889,12.1,12.6507,14.6,,,13.3517,14.7,12.2975,9.13
,,13.4638,10.7,12.669,12.4,,,13.6992,11.8,12.6545,14.9,,,13.3579,14.1,12.3032,9.28
,,13.4711,10.1,12.6743,12.7,,,13.7094,11.7,12.6583,15.1,,,13.3638,13.6,12.3092,9.51
,,13.4788,9.56,12.6793,12.5,,,13.7197,11.7,12.6626,15.3,,,13.37,12.9,12.3156,9.78
,,13.4867,9.1,12.6841,12.2,,,13.73,12,12.6675,15.3,,,13.3763,12.5,12.3221,10
,,13.495,8.91,12.6892,12.1,,,13.7396,12.4,12.6723,15.5,,,13.3822,12.2,12.3289,10.3
,,13.5033,9.04,12.6944,12.2,,,13.7497,12.6,12.6767,15.1,,,13.3878,12.1,12.3354,10.7
,,13.5113,9.36,12.6999,12.1,,,13.7595,12.4,12.681,14.8,,,13.3937,12.3,12.3419,11.1
,,13.519,9.75,12.7048,12.1,,,13.7698,12.2,12.6853,14.3,,,13.3992,12.4,12.3486,11.3
,,13.5267,10.4,12.7099,12.2,,,13.7809,12.4,12.6898,13.9,,,13.4052,12.5,12.3557,11.6
,,13.5344,11.2,12.7148,12.1,,,13.792,13.1,12.6944,13.6,,,13.4116,12.4,12.3622,11.9
,,13.5428,12.5,12.7198,11.7,,,13.8022,14.1,12.6989,13.3,,,13.4179,12.3,12.3686,12.1
,,13.5509,13.8,12.7248,11.2,,,13.8114,15.1,12.704,13,,,13.4242,12.2,12.3748,12.6
,,13.5592,14.9,12.7298,10.7,,,13.8205,16,12.7098,12.4,,,13.4308,11.9,12.3811,13
,,13.5673,15.5,12.7352,10.1,,,13.8283,16.7,12.7147,12,,,13.4376,11.8,12.3875,13.2
,,13.5758,15.8,12.7409,9.68,,,13.837,16.9,12.7193,11.5,,,13.4446,11.9,12.394,13.8
,,13.5846,16,12.747,9.62,,,13.8459,16.3,12.7239,11,,,13.4524,12.5,12.4005,14.7
,,13.5936,15.8,12.7533,9.9,,,13.855,14.8,12.7289,10.4,,,13.4604,13.1,12.4068,15.3
,,13.6018,15.5,12.7595,10.2,,,13.8641,13.8,12.7345,9.74,,,13.4689,13.4,12.4131,15.9
,,13.612,14.9,12.7656,10.5,,,13.8727,13.1,12.7401,9.2,,,13.4778,13.7,12.4181,16.5
,,13.6225,14.2,12.771,11.1,,,13.8807,12.6,12.7461,8.84,,,13.4866,13.8,12.4226,17.1
,,13.6334,13.7,12.7761,11.5,,,13.8889,12,12.7525,8.69,,,13.4962,13.8,12.427,17.5
,,13.6441,13.3,12.782,12,,,13.8975,11.6,12.7592,8.68,,,13.5053,14.4,12.4316,17.7
,,13.6561,13,12.7876,12.5,,,13.9055,11.4,12.7664,8.82,,,13.5145,15.3,12.4368,17.8
,,13.6677,12.7,12.7931,13,,,13.9132,11.3,12.7738,9.14,,,13.5231,16,12.4421,17.9
,,13.679,12.4,12.7988,13.4,,,13.9211,11.4,12.7807,9.57,,,13.5311,16.2,12.4477,17.7
,,13.6909,12.1,12.8043,13.7,,,13.9294,11.6,12.7873,10.2,,,13.5398,15.9,12.453,17.2
,,13.7029,11.7,12.8095,14,,,13.9379,11.8,12.7942,10.9,,,13.5488,15.4,12.4579,16.5
,,13.7144,11.4,12.8146,14.6,,,13.946,12,12.801,11.8,,,13.5572,14.6,12.4627,15.7
,,13.7253,11.5,12.8198,15.1,,,13.9543,12.1,12.8074,12.4,,,13.565,14,12.4676,14.9
,,13.7365,11.8,12.8251,15.4,,,13.9624,12.3,12.8132,12.9,,,13.573,13.3,12.472,14
,,13.7478,12.5,12.8307,15.9,,,13.9707,12.1,12.8193,13.3,,,13.5803,12.8,12.476,13.3
,,13.7591,12.9,12.8367,16.4,,,13.979,11.6,12.826,13.8,,,13.5873,12.2,12.48,12.5
,,13.7702,13.4,12.8426,16.8,,,13.9874,11,12.8328,14.5,,,13.5936,11.7,12.4843,11.5
,,13.7806,13.7,12.8484,17,,,13.9956,10.5,12.8393,15.1,,,13.6002,11,12.4891,10.5
,,13.7908,13.7,12.854,17.2,,,14.0034,10.1,12.8458,15.5,,,13.6077,10.2,12.4941,9.72
,,13.8004,13.9,12.859,16.9,,,14.0112,9.94,12.8528,15.9,,,13.6155,9.86,12.4991,9.18
,,13.8091,14.3,12.8639,16.4,,,14.0199,9.92,12.8597,16.5,,,13.6231,9.81,12.505,8.83
,,13.8178,14.8,12.8687,16.1,,,14.0284,10,12.8666,17,,,13.631,10,12.5113,8.75
,,13.8265,15.4,12.8739,15.9,,,14.0372,10.5,12.8741,17.4,,,13.6388,10.3,12.5179,8.82
,,13.8349,15.7,12.8791,15.9,,,14.0455,10.7,12.8816,17.6,,,13.6455,10.2,12.5244,9.03
,,13.8433,15.6,12.8845,15.8,,,14.0537,10.7,12.889,17.6,,,13.6517,10.1,12.5304,9.31
,,13.8515,15.4,12.8891,15.7,,,14.0622,10.6,12.8961,17.5,,,13.6578,9.95,12.5355,9.53
,,13.859,15.4,12.8934,15.7,,,14.0706,10.5,12.9033,17.2,,,13.6647,9.75,12.5417,9.71
,,13.8667,15,12.8976,15.8,,,14.0785,10.8,12.9105,16.5,,,13.6718,9.69,12.5484,9.95
,,13.8745,14.4,12.902,15.8,,,14.0861,11.4,12.917,15.9,,,13.6789,9.54,12.5552,10.3
,,13.8823,13.7,12.9064,15.6,,,14.0937,12.2,12.9234,15.1,,,13.6864,9.61,12.5621,10.5
,,13.8901,13,12.9111,15.3,,,14.101,12.9,12.9303,14.2,,,13.693,9.8,12.5687,10.8
,,13.8974,12.5,12.9166,15.2,,,14.1076,13.6,12.9377,13.4,,,13.6991,9.92,12.5755,10.9
,,13.9049,12,12.9221,14.8,,,14.1145,14.1,12.945,12.7,,,13.7058,9.93,12.5819,11
,,13.9125,11.6,12.928,14,,,14.1211,14.3,12.9522,12.2,,,13.7126,9.71,12.5884,11.1
,,13.9202,11.5,12.934,13.4,,,14.1279,14.4,12.9585,11.8,,,13.7198,9.9,12.5938,11.3
,,13.9275,11.6,12.9402,12.8,,,14.135,14.4,12.9646,11.3,,,13.727,10.2,12.5992,11.5
,,13.9347,11.7,12.9467,12.2,,,14.1418,14.6,12.9721,10.8,,,13.7341,10.7,12.6049,11.8
,,13.942,12,12.9527,11.9,,,14.1486,14.8,12.9796,10.7,,,13.7412,11.4,12.6106,12.2
,,13.9492,12.4,12.9582,11.8,,,14.1553,14.9,12.9869,10.6,,,13.7489,12.1,12.6167,12.8
,,13.9563,12.4,12.964,11.6,,,14.1626,14.9,12.9942,10.4,,,13.7562,12.9,12.6225,13.4
,,13.9628,12.3,12.9698,11.6,,,14.1696,14.8,13.0017,10.3,,,13.7643,13.7,12.6281,13.9
,,13.9691,11.9,12.9754,11.9,,,14.1774,14.5,13.0084,10.2,,,13.773,14.4,12.6331,14.4
,,13.9753,11.6,12.9807,12.2,,,14.1852,14.1,13.0144,10.3,,,13.7815,14.9,12.6376,14.6
,,13.982,11.2,12.9863,12.5,,,14.1925,13.3,13.0202,10.5,,,13.7909,15.7,12.6421,14.6
,,13.9889,10.9,12.9917,12.6,,,14.1993,12.5,13.0265,10.7,,,13.7987,16.1,12.6473,14.4
,,13.9963,10.9,12.9976,12.8,,,14.2064,11.7,13.0324,11,,,13.8078,16.3,12.6526,14.1
,,14.0037,10.9,13.0035,13,,,14.2142,11,13.0387,11.3,,,13.8178,16.3,12.6582,13.7
,,14.0114,11,13.0095,13.1,,,14.2218,10.2,13.0452,11.7,,,13.8271,15.5,12.6631,13.2
,,14.0193,11.3,13.0155,13.3,,,14.2291,9.71,13.0512,12.2,,,13.836,14.6,12.6682,12.7
,,14.0277,11.6,13.0215,13.9,,,14.2365,9.25,13.0563,12.6,,,13.8459,13.6,12.6736,12.3
,,14.0359,12,13.0271,14.5,,,14.2435,8.87,13.0612,12.9,,,13.8552,12.7,12.6794,12
,,14.0445,12.5,13.0321,14.8,,,14.2506,8.7,13.0663,13.2,,,13.8631,12.1,12.6851,12
,,14.0534,13.1,13.037,15.1,,,14.2585,8.87,13.0711,13.4,,,13.8708,11.5,12.6906,12.1
,,14.062,13.7,13.042,15.4,,,14.2667,9.2,13.0759,13.4,,,13.8786,10.9,12.6959,12.3
,,14.0714,14.3,13.0472,15.3,,,14.2745,9.63,13.0813,13.4,,,13.8864,10.1,12.7014,12.3
,,14.0803,15,13.0524,14.9,,,14.2825,10.2,13.0864,13.5,,,13.8947,9.69,12.7072,12
,,14.089,15.6,13.0572,14.5,,,14.2904,11,13.0914,13.6,,,13.9029,9.71,12.7128,11.4
,,14.0977,16.2,13.0623,14.2,,,14.2974,11.8,13.0968,13.9,,,13.9102,10,12.718,10.9
,,14.1057,15.9,13.0675,14.1,,,14.3053,12.7,13.1025,14.2,,,13.9179,10.5,12.7226,10.5
,,14.1137,15.3,13.0722,13.8,,,14.314,13.7,13.1085,14.4,,,13.9258,11.4,12.7277,10.1
,,14.122,14.8,13.0774,13.3,,,14.3222,14.7,13.1144,14.4,,,13.9326,12.2,12.7338,9.64
,,14.1307,14,13.0829,12.7,,,14.331,16.1,13.1206,14.3,,,13.9391,13.2,12.7401,9.35
,,14.1391,13.4,13.0883,12.1,,,14.3406,17,13.1271,13.9,,,13.9456,13.8,12.7465,9.33
,,14.1484,12.9,13.0933,11.6,,,14.3506,17.1,13.1337,13.4,,,13.9529,14,12.7528,9.29
,,14.1575,12.2,13.0982,11.3,,,14.3612,16.9,13.1404,12.9,,,13.9596,14.1,12.7587,9.28
,,14.1659,11.5,13.103,11.1,,,14.3719,16.3,13.1468,12.2,,,13.9671,14.1,12.764,9.39
,,14.1743,10.9,13.1077,11,,,14.3823,15.7,13.1532,11.5,,,13.9744,14.3,12.7692,9.61
,,14.1829,10.4,13.1126,10.9,,,14.3925,14.9,13.1596,10.7,,,13.9819,14.4,12.7744,9.87
,,14.1914,10.3,13.118,10.7,,,14.4016,14.1,13.1661,9.99,,,13.9896,14.6,12.78,10.1
,,14.1995,10.2,13.1235,10.6,,,14.4114,13.3,13.1724,9.6,,,13.9974,15.1,12.7851,10.3
,,14.2079,10.2,13.1291,10.6,,,14.422,12.6,13.1787,9.35,,,14.004,15.5,12.7896,10.2
,,14.2164,10,13.1347,10.6,,,14.4334,12.1,13.1847,9.14,,,14.0116,15.8,12.7945,10.2
,,14.2252,9.71,13.1405,10.5,,,14.4439,11.8,13.1901,9.07,,,14.0182,15.8,12.7993,10.4
,,14.2335,9.32,13.1466,10.7,,,14.4553,11.7,13.1954,8.99,,,14.0259,15.3,12.8041,10.8
,,14.2419,8.98,13.1527,10.9,,,14.4666,11.7,13.2009,8.92,,,14.0344,14.5,12.8094,11.2
,,14.2507,8.67,13.1584,11,,,14.4773,11.9,13.2074,8.86,,,14.043,13.8,12.8156,11.7
,,14.2593,8.53,13.164,11.2,,,14.4888,11.8,13.2142,8.99,,,14.052,12.9,12.8221,11.9
,,14.2674,8.53,13.1693,11.4,,,14.4998,11.4,13.2203,9.18,,,14.0596,12,12.8286,12.2
,,14.2754,8.55,13.1746,11.5,,,14.5096,11,13.2258,9.48,,,14.0667,11.2,12.8347,12.3
,,14.2838,8.64,13.1803,11.5,,,14.5192,11.1,13.2317,9.86,,,14.0753,10.3,12.8411,12.6
,,14.2924,8.99,13.1859,11.5,,,14.5284,11.3,13.2376,10.2,,,14.084,9.71,12.8473,13.3
,,14.3014,9.65,13.1914,11.5,,,14.5371,11.5,13.2434,10.5,,,14.0934,9.59,12.8527,14.1
,,14.3096,10.7,13.1971,11.4,,,14.5459,11.8,13.2488,10.7,,,14.1036,9.6,12.8576,14.9
,,14.3184,12,13.2026,11.3,,,14.5549,12.2,13.2541,11,,,14.1134,9.61,12.8627,15.4
,,14.3279,13.5,13.2083,11.2,,,14.5641,12.6,13.2597,11.1,,,14.1222,9.74,12.8681,15.5
,,14.3376,14.6,13.2137,11.3,,,14.5738,12.7,13.2659,11.4,,,14.131,9.77,12.8734,15.4
,,14.3465,15.7,13.2188,11.4,,,14.5831,13,13.2719,11.9,,,14.1389,9.93,12.8786,14.9
,,14.3548,16.5,13.2238,11.6,,,14.5919,13.1,13.2779,12.5,,,14.1461,10.2,12.8837,14.4
,,14.363,17,13.2293,12,,,14.6008,13.1,13.284,13.2,,,14.1535,10.6,12.8885,14
,,14.3715,17.4,13.2347,12.4,,,14.6092,13.3,13.29,14,,,14.1612,11.3,12.8933,13.9
,,14.38,17.6,13.2408,12.6,,,14.617,13.6,13.2956,14.6,,,14.1697,12.1,12.8985,13.8
,,14.3894,17.6,13.247,12.8,,,14.6244,14,13.3021,15,,,14.178,12.8,12.9033,13.9
,,14.3989,17.3,13.2536,13.1,,,14.6312,14.3,13.3083,15.3,,,14.1858,13.3,12.9081,14.1
,,14.408,16.6,13.2603,13.2,,,14.6375,14.8,13.3147,15.4,,,14.1939,13.4,12.9131,14.3
,,14.417,15.5,13.2671,13.2,,,14.6435,15.4,13.3212,15.5,,,14.2017,13.2,12.9186,14.5
,,14.4258,14.4,13.2735,13.3,,,14.6496,15.7,13.3276,15.8,,,14.2092,13.1,12.9242,14.6
,,14.4345,13.4,13.2797,13.3,,,14.6558,15.5,13.3336,16.1,,,14.2172,13.2,12.9296,14.6
,,14.4431,12.8,13.2857,13.2,,,14.6617,15.2,13.3394,16.1,,,14.2241,13.4,12.9351,14.3
,,14.4512,12.4,13.2917,13.2,,,14.6679,14.7,13.3453,16.1,,,14.231,13.4,12.9403,14
,,14.4592,12.2,13.2975,13.2,,,14.6743,14.5,13.3515,16,,,14.238,13.2,12.9453,13.9
,,14.4668,12,13.3033,13,,,14.6805,14.3,13.3579,15.8,,,14.2446,13.2,12.9502,13.8
,,14.4747,12.1,13.3088,12.8,,,14.6862,13.8,13.3641,15.5,,,14.2507,13.1,12.9553,13.4
,,14.4816,12.2,13.3143,12.6,,,14.6914,13.3,13.3699,15.3,,,14.2567,12.9,12.9605,12.5
,,14.4885,12,13.3199,12.2,,,14.6969,12.8,13.376,15,,,14.2638,12.4,12.9663,11.4
,,14.4959,11.6,13.3257,11.9,,,14.7024,12.3,13.3825,14.6,,,14.2716,11.6,12.9718,10.8
,,14.5028,11.2,13.3316,12,,,14.708,12,13.3889,14,,,14.2795,11,12.9766,10.3
,,14.5102,10.7,13.3377,12.4,,,14.7137,11.7,13.3952,13.2,,,14.2866,10.7,12.9821,9.92
,,14.5177,10.4,13.3441,12.9,,,14.7191,11.5,13.4014,12.3,,,14.2937,10.3,12.988,9.67
,,14.5245,10.4,13.35,13.3,,,14.7251,11.3,13.4079,11.2,,,14.3017,10.1,12.9943,9.56
,,14.5313,10.5,13.3561,13.7,,,14.7315,11,13.4144,10.3,,,14.3093,10.2,13.0007,9.53
,,14.5381,10.8,13.3623,13.9,,,14.7381,10.7,13.4208,9.67,,,14.3171,10.2,13.0072,9.58
,,14.5465,11.3,13.3682,13.9,,,14.7446,10.4,13.4273,9.23,,,14.3249,10.7,13.0139,9.67
,,14.555,12.1,13.374,14.2,,,14.7511,10.2,13.4342,8.84,,,14.3323,11.2,13.0203,9.71
,,14.5631,13.1,13.3801,14.5,,,14.7574,10.1,13.4405,8.57,,,14.3403,11.7,13.0264,9.72
,,14.5705,14.5,13.3863,14.3,,,14.7643,10,13.4474,8.57,,,14.3479,12,13.0324,9.87
,,14.5779,15.8,13.3922,14.1,,,14.7717,9.9,13.4544,8.84,,,14.3559,12.4,13.038,10.1
,,14.5857,16.8,13.3979,14.3,,,14.7795,9.82,13.4612,9.19,,,14.3639,12.7,13.0432,10.4
,,14.594,17.4,13.4037,14.6,,,14.7876,9.81,13.4678,9.55,,,14.3716,12.8,13.0479,10.6
,,14.6032,17.7,13.4093,14.6,,,14.796,9.92,13.4742,9.96,,,14.3787,12.8,13.0521,10.8
,,14.6124,17.7,13.4145,14.5,,,14.8039,10.2,13.4806,10.4,,,14.3863,12.9,13.0566,11.1
,,14.6213,17,13.4197,14.5,,,14.8121,10.9,13.4867,10.9,,,14.3939,13,13.0619,11.5
,,14.6306,15.9,13.4253,14.4,,,14.821,11.7,13.4926,11.4,,,14.4017,13,13.0673,12
,,14.6407,14.7,13.4311,14.3,,,14.8296,12.6,13.4982,11.9,,,14.4101,12.9,13.073,12.5
,,14.6516,13.7,13.4366,14.3,,,14.8382,13.9,13.5035,12.5,,,14.4181,12.4,13.0784,13.1
,,14.6623,12.7,13.4427,14.5,,,14.8468,15.5,13.5093,13.2,,,14.4262,12,13.0839,13.7
,,14.6729,12,13.4498,14.3,,,14.8547,17,13.5146,13.7,,,14.4338,11.4,13.0896,14.6
,,14.6842,11.6,13.4568,14,,,14.8633,17.8,13.5196,14.2,,,14.4412,10.8,13.0949,15.3
,,14.6955,11.4,13.4638,13.8,,,14.8717,18,13.5248,14.6,,,14.4487,9.95,13.1003,16
,,14.7055,11.4,13.471,13.4,,,14.88,17.8,13.5309,15.2,,,14.4574,9.2,13.1051,16.5
,,14.7156,11.3,13.4776,12.8,,,14.8882,17.2,13.5373,16.1,,,14.4653,8.97,13.11,16.8
,,14.7265,11.1,13.4839,12.5,,,14.8957,16.7,13.5437,16.8,,,14.4726,8.74,13.1152,16.6
,,14.7377,10.5,13.4902,12.1,,,14.9038,15.8,13.5504,17.5,,,14.4809,8.87,13.1207,16.4
,,14.7488,9.8,13.4962,11.7,,,14.9122,14.4,13.5573,17.7,,,14.4897,9.48,13.1261,16.4
,,14.7595,9.39,13.5021,11.4,,,14.9202,13.1,13.5639,17.8,,,14.4985,10.3,13.1314,16.2
,,14.7692,9.19,13.5083,11.4,,,14.9291,12,13.5699,17.6,,,14.5055,10.9,13.1363,15.7
,,14.7795,9.15,13.5141,11.4,,,14.9385,11.2,13.5759,17.1,,,14.5127,11.1,13.1417,14.9
,,14.7904,9.2,13.5197,11.7,,,14.9482,10.7,13.5811,16.5,,,14.5197,11.5,13.1467,14.1
,,14.801,9.46,13.5254,12.1,,,14.958,10.4,13.5861,15.8,,,14.5261,12.3,13.1516,13.5
