,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
610,183.0,392.37,63.6647,0.4932,1.0822,0.0026,2.5649,47.0102,-0.0249
611,183.3,392.16,63.4705,0.4928,1.0821,0.0027,2.5637,46.8194,-0.0244
612,183.6,391.96,63.2756,0.4924,1.0821,0.0027,2.5624,46.6417,-0.0239
613,183.9,391.75,63.0801,0.492,1.0821,0.0027,2.5612,46.5499,-0.0235
614,184.2,391.55,62.884,0.4916,1.082,0.0027,2.5599,46.3712,-0.023
615,184.5,391.34,62.6873,0.4912,1.082,0.0028,2.5587,46.1783,-0.0225
616,184.8,391.13,62.4908,0.4908,1.0819,0.0028,2.5574,46.1241,-0.022
617,185.1,390.93,62.2929,0.4905,1.0819,0.0028,2.5562,45.9047,-0.0215
618,185.4,390.72,62.0943,0.4901,1.0819,0.0028,2.5549,45.7495,-0.021
619,185.7,390.52,61.8951,0.4897,1.0819,0.0029,2.5537,45.6291,-0.0206
620,186.0,390.31,61.6952,0.4893,1.0818,0.0029,2.5524,45.4728,-0.0201
621,186.3,390.11,61.4947,0.4889,1.0818,0.0029,2.5512,45.2514,-0.0196
622,186.6,389.9,61.2944,0.4885,1.0818,0.0029,2.5499,45.194,-0.0191
623,186.9,389.7,61.0926,0.4881,1.0817,0.003,2.5487,44.9716,-0.0186
624,187.2,389.49,60.8901,0.4877,1.0817,0.003,2.5474,44.8132,-0.0181
625,187.5,389.29,60.6869,0.4873,1.0816,0.003,2.5462,44.6898,-0.0177
626,187.8,389.08,60.4831,0.4869,1.0816,0.003,2.5449,44.5303,-0.0172
627,188.1,388.87,60.2785,0.4865,1.0816,0.0031,2.5437,44.3314,-0.0167
628,188.4,388.67,60.0741,0.4862,1.0815,0.0031,2.5424,44.2454,-0.0162
629,188.7,388.46,59.8682,0.4858,1.0815,0.0031,2.5412,44.0454,-0.0157
630,189.0,388.26,59.6615,0.4854,1.0814,0.0032,2.54,43.8196,-0.0152
631,189.3,388.05,59.4542,0.485,1.0814,0.0032,2.5387,43.7575,-0.0148
632,189.6,387.85,59.2461,0.4846,1.0814,0.0032,2.5375,43.5306,-0.0143
633,189.9,387.64,59.0373,0.4842,1.0813,0.0032,2.5362,43.3674,-0.0138
634,190.2,387.44,58.8286,0.4838,1.0813,0.0033,2.535,43.2396,-0.0133
635,190.5,387.23,58.6183,0.4834,1.0812,0.0033,2.5337,43.0753,-0.0128
636,190.8,387.02,58.4072,0.483,1.0812,0.0033,2.5325,42.8718,-0.0123
637,191.1,386.82,58.1954,0.4826,1.0812,0.0033,2.5312,42.7812,-0.0119
638,191.4,386.61,57.9828,0.4822,1.0812,0.0034,2.53,42.5767,-0.0114
639,191.7,386.41,57.7694,0.4818,1.0811,0.0034,2.5287,42.385,-0.0109
640,192.0,386.2,57.5552,0.4814,1.0811,0.0034,2.5275,42.2795,-0.0104
641,192.3,386.0,57.3411,0.481,1.0811,0.0034,2.5262,42.0868,-0.0099
642,192.6,385.79,57.1253,0.4806,1.081,0.0035,2.525,41.8802,-0.0094
643,192.9,385.59,56.9087,0.4802,1.081,0.0035,2.5237,41.7865,-0.009
644,193.2,385.38,56.6913,0.4798,1.0809,0.0035,2.5225,41.579,-0.0085
645,193.5,385.17,56.473,0.4794,1.0809,0.0035,2.5212,41.4094,-0.008
646,193.8,384.98,56.2761,0.4791,1.0806,0.0035,2.52,41.2504,-0.0076
647,194.1,384.81,56.1373,0.4789,1.0796,0.0034,2.5191,41.1251,-0.0075
648,194.4,384.65,55.9973,0.4787,1.0786,0.0033,2.5181,41.0128,-0.0074
649,194.7,384.48,55.857,0.4786,1.0776,0.0032,2.5171,40.8254,-0.0074
650,195.0,384.32,55.7162,0.4784,1.0766,0.003,2.5161,40.7124,-0.0073
651,195.3,384.15,55.5752,0.4782,1.0756,0.0029,2.5152,40.5859,-0.0072
652,195.6,383.99,55.4346,0.478,1.0746,0.0028,2.5142,40.3723,-0.0071
653,195.9,383.82,55.2929,0.4779,1.0736,0.0027,2.5132,40.2836,-0.007
654,196.2,383.66,55.1507,0.4777,1.0726,0.0026,2.5122,40.1693,-0.0069
655,196.5,383.49,55.0082,0.4775,1.0716,0.0024,2.5113,39.9416,-0.0069
656,196.8,383.32,54.8662,0.4774,1.0706,0.0023,2.5103,39.8518,-0.0068
657,197.1,383.16,54.7229,0.4772,1.0696,0.0022,2.5093,39.7366,-0.0067
658,197.4,382.99,54.5793,0.477,1.0686,0.0021,2.5083,39.5462,-0.0066
659,197.7,382.83,54.4353,0.4768,1.0676,0.002,2.5073,39.4203,-0.0065
660,198.0,382.66,54.2909,0.4767,1.0666,0.0018,2.5064,39.261,-0.0064
661,198.3,382.5,54.147,0.4765,1.0656,0.0017,2.5054,39.1145,-0.0064
662,198.6,382.33,54.0019,0.4763,1.0646,0.0016,2.5044,38.9827,-0.0063
663,198.9,382.16,53.8563,0.4761,1.0635,0.0015,2.5034,38.8607,-0.0062
664,199.2,382.0,53.7103,0.476,1.0625,0.0014,2.5025,38.675,-0.0061
665,199.5,381.83,53.564,0.4758,1.0615,0.0012,2.5015,38.5423,-0.006
666,199.8,381.67,53.4182,0.4756,1.0605,0.0011,2.5005,38.3942,-0.0059
667,200.1,381.5,53.271,0.4754,1.0595,0.001,2.4995,38.2608,-0.0059
668,200.4,381.34,53.1234,0.4753,1.0585,0.0009,2.4986,38.0739,-0.0058
669,200.7,381.17,52.9755,0.4751,1.0574,0.0008,2.4976,37.9498,-0.0057
670,201.0,381.01,52.828,0.4749,1.0565,0.0006,2.4966,37.7904,-0.0056
671,201.3,380.84,52.6792,0.4748,1.0554,0.0005,2.4956,37.6657,-0.0055
672,201.6,380.67,52.53,0.4746,1.0544,0.0004,2.4947,37.5026,-0.0054
673,201.9,380.51,52.3803,0.4744,1.0534,0.0003,2.4937,37.3422,-0.0053
674,202.2,380.34,52.2303,0.4742,1.0524,0.0002,2.4927,37.2165,-0.0053
675,202.5,380.18,52.0807,0.474,1.0513,0.0,2.4917,37.0555,-0.0052
676,202.8,380.01,51.9298,0.4739,1.0503,-0.0001,2.4908,36.8911,-0.0051
677,203.1,379.85,51.7784,0.4737,1.0493,-0.0002,2.4898,36.7395,-0.005
678,203.4,379.68,51.6265,0.4735,1.0483,-0.0003,2.4888,36.6024,-0.0049
679,203.7,379.51,51.4743,0.4733,1.0472,-0.0004,2.4878,36.475,-0.0048
680,204.0,379.35,51.3225,0.4732,1.0462,-0.0006,2.4869,36.2845,-0.0048
681,204.3,379.18,51.1693,0.473,1.0452,-0.0007,2.4859,36.1464,-0.0047
682,204.6,379.02,51.0157,0.4728,1.0442,-0.0008,2.4849,35.9932,-0.0046
683,204.9,378.85,50.8616,0.4727,1.0431,-0.0009,2.4839,35.8645,-0.0045
684,205.2,378.69,50.708,0.4725,1.0421,-0.001,2.483,35.6627,-0.0044
685,205.5,378.52,50.5529,0.4723,1.0411,-0.0012,2.482,35.5334,-0.0043
686,205.8,378.36,50.3974,0.4721,1.04,-0.0013,2.481,35.3688,-0.0043
687,206.1,378.19,50.2414,0.472,1.039,-0.0014,2.48,35.2388,-0.0042
688,206.4,378.02,50.0849,0.4718,1.038,-0.0015,2.4791,35.0706,-0.0041
689,206.7,377.86,49.9289,0.4716,1.0369,-0.0016,2.4781,34.9051,-0.004
690,207.0,377.69,49.7715,0.4714,1.0359,-0.0018,2.4771,34.7741,-0.0039
691,207.3,377.53,49.6135,0.4712,1.0348,-0.0019,2.4761,34.618,-0.0038
692,207.6,377.36,49.455,0.4711,1.0338,-0.002,2.4752,34.4385,-0.0038
693,207.9,377.2,49.2971,0.4709,1.0328,-0.0021,2.4742,34.2818,-0.0037
694,208.2,377.03,49.1376,0.4707,1.0317,-0.0022,2.4732,34.1394,-0.0036
695,208.5,376.86,48.9775,0.4705,1.0307,-0.0024,2.4722,34.0067,-0.0035
696,208.8,376.7,48.817,0.4704,1.0297,-0.0025,2.4713,33.8113,-0.0034
697,209.1,376.53,48.6559,0.4702,1.0286,-0.0026,2.4703,33.6679,-0.0033
698,209.4,376.37,48.4954,0.47,1.0276,-0.0027,2.4693,33.5096,-0.0032
699,209.7,376.2,48.3332,0.4698,1.0265,-0.0028,2.4683,33.3755,-0.0032
700,210.0,376.04,48.1705,0.4697,1.0255,-0.003,2.4673,33.2065,-0.0031
701,210.3,375.87,48.0073,0.4695,1.0244,-0.0031,2.4664,33.0342,-0.003
702,210.6,375.71,47.8435,0.4693,1.0234,-0.0032,2.4654,32.8646,-0.0029
703,210.9,375.57,47.7148,0.4692,1.0224,-0.0034,2.4646,32.7602,-0.0033
704,211.2,375.45,47.5994,0.4691,1.0214,-0.0036,2.4639,32.6387,-0.0039
705,211.5,375.33,47.4837,0.469,1.0203,-0.0038,2.4632,32.5171,-0.0045
706,211.8,375.21,47.3677,0.4689,1.0194,-0.0041,2.4625,32.3954,-0.0051
707,212.1,375.09,47.2515,0.4688,1.0184,-0.0043,2.4618,32.2734,-0.0057
708,212.4,374.97,47.1349,0.4687,1.0173,-0.0045,2.4611,32.1513,-0.0063
709,212.7,374.85,47.0181,0.4686,1.0164,-0.0047,2.4604,32.0291,-0.0069
710,213.0,374.72,46.901,0.4685,1.0154,-0.0049,2.4597,31.9312,-0.0075
711,213.3,374.6,46.7835,0.4684,1.0143,-0.0051,2.459,31.7986,-0.0081
712,213.6,374.48,46.6658,0.4683,1.0134,-0.0054,2.4583,31.6758,-0.0087
713,213.9,374.36,46.5489,0.4681,1.0123,-0.0056,2.4576,31.5529,-0.0093
714,214.2,374.24,46.4306,0.468,1.0113,-0.0058,2.4569,31.4297,-0.0099
715,214.5,374.12,46.312,0.4679,1.0103,-0.006,2.4562,31.3065,-0.0105
716,214.8,374.0,46.1931,0.4678,1.0093,-0.0062,2.4555,31.183,-0.0111
717,215.1,373.88,46.0739,0.4677,1.0083,-0.0065,2.4548,31.0594,-0.0117
718,215.4,373.76,45.9543,0.4676,1.0073,-0.0067,2.4541,30.9356,-0.0123
719,215.7,373.64,45.8345,0.4675,1.0063,-0.0069,2.4534,30.8116,-0.0129
720,216.0,373.51,45.7143,0.4674,1.0053,-0.0071,2.4527,30.712,-0.0135
721,216.3,373.39,45.5939,0.4673,1.0042,-0.0073,2.452,30.5877,-0.0141
722,216.6,373.27,45.4731,0.4672,1.0032,-0.0076,2.4513,30.4632,-0.0147
723,216.9,373.15,45.352,0.4671,1.0022,-0.0078,2.4506,30.3386,-0.0153
724,217.2,373.03,45.2316,0.467,1.0012,-0.008,2.4499,30.2138,-0.0159
725,217.5,372.91,45.1099,0.4669,1.0002,-0.0082,2.4492,30.0888,-0.0164
726,217.8,372.79,44.9878,0.4668,0.9992,-0.0084,2.4485,29.9637,-0.017
727,218.1,372.67,44.8654,0.4667,0.9981,-0.0087,2.4478,29.8384,-0.0176
728,218.4,372.55,44.7426,0.4666,0.9971,-0.0089,2.4471,29.7129,-0.0182
729,218.7,372.43,44.6195,0.4665,0.9961,-0.0091,2.4464,29.5772,-0.0188
730,219.0,372.3,44.4961,0.4664,0.9951,-0.0093,2.4457,29.4759,-0.0194
731,219.3,372.18,44.3723,0.4663,0.9941,-0.0095,2.445,29.3499,-0.02
732,219.6,372.06,44.2482,0.4662,0.993,-0.0098,2.4442,29.2609,-0.0206
733,219.9,371.94,44.1237,0.4661,0.992,-0.01,2.4435,29.1346,-0.0212
734,220.2,371.82,43.9989,0.466,0.991,-0.0102,2.4428,29.0081,-0.0218
735,220.5,371.7,43.8737,0.4659,0.9899,-0.0104,2.4421,28.8814,-0.0224
736,220.8,371.58,43.7493,0.4658,0.9889,-0.0106,2.4414,28.7546,-0.023
737,221.1,371.46,43.6234,0.4657,0.9879,-0.0108,2.4407,28.6276,-0.0236
738,221.4,371.34,43.4971,0.4655,0.9868,-0.0111,2.44,28.5004,-0.0242
739,221.7,371.22,43.3705,0.4654,0.9858,-0.0113,2.4393,28.3731,-0.0248
740,222.0,371.09,43.2435,0.4653,0.9848,-0.0115,2.4386,28.2699,-0.0254
741,222.3,370.97,43.1161,0.4652,0.9837,-0.0117,2.4379,28.1422,-0.026
742,222.6,370.85,42.9884,0.4651,0.9827,-0.0119,2.4372,28.0144,-0.0266
743,222.9,370.73,42.8602,0.465,0.9817,-0.0122,2.4365,27.8864,-0.0272
744,223.2,370.61,42.7317,0.4649,0.9806,-0.0124,2.4358,27.7582,-0.0278
745,223.5,370.49,42.6028,0.4648,0.9796,-0.0126,2.4351,27.6298,-0.0284
746,223.8,370.37,42.4735,0.4647,0.9785,-0.0128,2.4344,27.4913,-0.029
747,224.1,370.25,42.3438,0.4646,0.9775,-0.013,2.4337,27.3626,-0.0296
748,224.4,370.13,42.2149,0.4645,0.9765,-0.0133,2.433,27.2337,-0.0302
749,224.7,370.01,42.0844,0.4644,0.9754,-0.0135,2.4323,27.1047,-0.0308
750,225.0,369.88,41.9535,0.4643,0.9744,-0.0137,2.4316,26.9998,-0.0314
751,225.3,369.76,41.8222,0.4642,0.9733,-0.0139,2.4309,26.8704,-0.032
752,225.6,369.64,41.6905,0.4641,0.9723,-0.0141,2.4302,26.7409,-0.0326
753,225.9,369.52,41.5584,0.464,0.9712,-0.0144,2.4295,26.6112,-0.0332
754,226.2,369.4,41.4258,0.4639,0.9702,-0.0146,2.4288,26.4813,-0.0338
755,226.5,369.28,41.2929,0.4638,0.9691,-0.0148,2.4281,26.3512,-0.0344
756,226.8,369.16,41.1594,0.4637,0.9681,-0.015,2.4274,26.221,-0.035
757,227.1,369.04,41.0256,0.4636,0.967,-0.0152,2.4267,26.0906,-0.0356
758,227.4,368.92,40.8913,0.4635,0.966,-0.0155,2.426,25.9601,-0.0362
759,227.7,368.8,40.7566,0.4633,0.9649,-0.0157,2.4253,25.8294,-0.0368
760,228.0,368.67,40.6227,0.4632,0.9639,-0.0159,2.4246,25.7227,-0.0374
761,228.3,368.55,40.487,0.4631,0.9628,-0.0161,2.4239,25.5917,-0.038
762,228.6,368.43,40.351,0.463,0.9617,-0.0163,2.4232,25.4604,-0.0386
763,228.9,368.31,40.2144,0.4629,0.9607,-0.0166,2.4225,25.329,-0.0392
764,229.2,368.19,40.0774,0.4628,0.9596,-0.0168,2.4218,25.1875,-0.0397
765,229.5,368.07,39.94,0.4627,0.9586,-0.017,2.4211,25.0557,-0.0403
766,229.8,367.97,39.8372,0.4622,0.9577,-0.0173,2.4206,24.9618,-0.0404
767,230.1,367.87,39.7467,0.4616,0.9569,-0.0176,2.4201,24.9178,-0.0402
768,230.4,367.78,39.6548,0.461,0.9561,-0.018,2.4197,24.8027,-0.0401
769,230.7,367.68,39.5639,0.4604,0.9553,-0.0183,2.4192,24.7585,-0.04
770,231.0,367.59,39.4715,0.4598,0.9546,-0.0186,2.4188,24.6433,-0.0398
771,231.3,367.49,39.3802,0.4592,0.9538,-0.019,2.4183,24.5989,-0.0397
772,231.6,367.39,39.2874,0.4586,0.953,-0.0193,2.4178,24.5545,-0.0396
773,231.9,367.3,39.1957,0.458,0.9522,-0.0197,2.4174,24.439,-0.0394
774,232.2,367.2,39.1024,0.4574,0.9514,-0.02,2.4169,24.3943,-0.0393
775,232.5,367.11,39.0103,0.4568,0.9506,-0.0203,2.4165,24.2887,-0.0391
776,232.8,367.01,38.9166,0.4562,0.9498,-0.0207,2.416,24.2338,-0.039
777,233.1,366.92,38.824,0.4556,0.949,-0.021,2.4156,24.128,-0.0389
778,233.4,366.82,38.7311,0.455,0.9482,-0.0213,2.4151,24.073,-0.0387
779,233.7,366.73,38.6368,0.4544,0.9475,-0.0217,2.4147,23.9671,-0.0386
780,234.0,366.63,38.5435,0.4538,0.9467,-0.022,2.4142,23.9219,-0.0384
781,234.3,366.54,38.4487,0.4532,0.9459,-0.0224,2.4138,23.8057,-0.0383
782,234.6,366.44,38.3549,0.4526,0.9451,-0.0227,2.4133,23.7603,-0.0382
783,234.9,366.34,38.2596,0.452,0.9443,-0.023,2.4129,23.6782,-0.038
784,235.2,366.25,38.1654,0.4513,0.9435,-0.0234,2.4124,23.5985,-0.0379
785,235.5,366.15,38.0697,0.4507,0.9427,-0.0237,2.412,23.5162,-0.0377
786,235.8,366.06,37.975,0.4501,0.9419,-0.024,2.4115,23.4363,-0.0376
787,236.1,365.96,37.8788,0.4495,0.9411,-0.0244,2.4111,23.3538,-0.0375
788,236.4,365.87,37.7836,0.4489,0.9403,-0.0247,2.4106,23.2838,-0.0373
789,236.7,365.77,37.6869,0.4483,0.9395,-0.025,2.4101,23.2277,-0.0372
790,237.0,365.68,37.5912,0.4476,0.9387,-0.0254,2.4097,23.1209,-0.0371
791,237.3,365.58,37.494,0.447,0.9379,-0.0257,2.4092,23.0747,-0.0369
792,237.6,365.48,37.3979,0.4464,0.9371,-0.0261,2.4088,22.9818,-0.0368
793,237.9,365.39,37.3001,0.4458,0.9363,-0.0264,2.4083,22.9113,-0.0366
794,238.2,365.29,37.2035,0.4452,0.9355,-0.0267,2.4079,22.8182,-0.0365
795,238.5,365.2,37.1053,0.4445,0.9347,-0.0271,2.4074,22.7475,-0.0364
796,238.8,365.1,37.0081,0.4439,0.9339,-0.0274,2.407,22.6643,-0.0362
797,239.1,365.01,36.9093,0.4433,0.9331,-0.0277,2.4065,22.5834,-0.0361
798,239.4,364.91,36.8117,0.4427,0.9323,-0.0281,2.4061,22.5,-0.0359
799,239.7,364.82,36.7124,0.4421,0.9315,-0.0284,2.4056,22.429,-0.0358
800,240.0,364.72,36.6142,0.4414,0.9307,-0.0288,2.4052,22.3355,-0.0357
801,240.3,364.63,36.5144,0.4408,0.9299,-0.0291,2.4047,22.2642,-0.0355
802,240.6,364.53,36.4157,0.4402,0.929,-0.0294,2.4043,22.1705,-0.0354
803,240.9,364.43,36.3167,0.4395,0.9282,-0.0298,2.4038,22.1232,-0.0352
804,241.2,364.34,36.216,0.4389,0.9274,-0.0301,2.4034,22.0152,-0.0351
805,241.5,364.24,36.1165,0.4383,0.9266,-0.0304,2.4029,21.9577,-0.035
806,241.8,364.15,36.0153,0.4377,0.9258,-0.0308,2.4024,21.886,-0.0348
807,242.1,364.05,35.9152,0.437,0.925,-0.0311,2.402,21.8019,-0.0347
808,242.4,363.96,35.8134,0.4364,0.9242,-0.0315,2.4015,21.7201,-0.0346
809,242.7,363.86,35.7127,0.4358,0.9234,-0.0318,2.4011,21.6358,-0.0344
810,243.0,363.77,35.6104,0.4351,0.9226,-0.0321,2.4006,21.5637,-0.0343
811,243.3,363.67,35.5092,0.4345,0.9217,-0.0325,2.4002,21.4693,-0.0341
812,243.6,363.58,35.4062,0.4338,0.9209,-0.0328,2.3997,21.3971,-0.034
813,243.9,363.48,35.3044,0.4332,0.9201,-0.0331,2.3993,21.3024,-0.0339
814,244.2,363.38,35.2009,0.4326,0.9193,-0.0335,2.3988,21.2541,-0.0337
815,244.5,363.29,35.0984,0.4319,0.9185,-0.0338,2.3984,21.1453,-0.0336
816,244.8,363.19,34.9943,0.4313,0.9177,-0.0342,2.3979,21.0867,-0.0334
817,245.1,363.1,34.8913,0.4306,0.9168,-0.0345,2.3975,20.9777,-0.0333
818,245.4,363.0,34.7865,0.43,0.916,-0.0348,2.397,20.929,-0.0332
819,245.7,362.91,34.6828,0.4293,0.9152,-0.0352,2.3966,20.8099,-0.033
820,246.0,362.81,34.5774,0.4287,0.9144,-0.0355,2.3961,20.761,-0.0329
821,246.3,362.72,34.4732,0.4281,0.9136,-0.0358,2.3957,20.6417,-0.0327
822,246.6,362.62,34.3671,0.4274,0.9127,-0.0362,2.3952,20.5926,-0.0326
823,246.9,362.52,34.2622,0.4268,0.9119,-0.0365,2.3948,20.5071,-0.0325
824,247.2,362.43,34.1555,0.4261,0.9111,-0.0368,2.3943,20.4239,-0.0323
825,247.5,362.33,34.05,0.4255,0.9103,-0.0372,2.3938,20.3744,-0.0322
826,247.8,362.24,33.9426,0.4248,0.9095,-0.0375,2.3934,20.2648,-0.032
827,248.1,362.14,33.8364,0.4242,0.9086,-0.0379,2.3929,20.2052,-0.0319
828,248.4,362.05,33.7298,0.4235,0.9078,-0.0382,2.3925,20.0954,-0.0318
829,248.7,361.95,33.6214,0.4229,0.907,-0.0385,2.392,20.0356,-0.0316
830,249.0,361.86,33.5142,0.4222,0.9061,-0.0389,2.3916,19.9256,-0.0315
831,249.3,361.76,33.4051,0.4216,0.9053,-0.0392,2.3911,19.8757,-0.0314
832,249.6,361.67,33.2971,0.4209,0.9045,-0.0395,2.3907,19.7555,-0.0312
833,249.9,361.57,33.1873,0.4202,0.9037,-0.0399,2.3902,19.7054,-0.0311
834,250.2,361.47,33.0787,0.4196,0.9028,-0.0402,2.3898,19.619,-0.0309
835,250.5,361.38,32.9682,0.4189,0.902,-0.0406,2.3893,19.5348,-0.0308
836,250.8,361.31,32.8801,0.4179,0.9004,-0.0407,2.3896,19.4436,-0.0305
837,251.1,361.24,32.7994,0.4167,0.8986,-0.0409,2.3902,19.3842,-0.03
838,251.4,361.18,32.72,0.4156,0.8967,-0.041,2.3909,19.2647,-0.0296
839,251.7,361.12,32.6389,0.4144,0.8948,-0.0411,2.3915,19.1715,-0.0292
840,252.0,361.06,32.5592,0.4133,0.8929,-0.0413,2.3921,19.0884,-0.0287
841,252.3,361.0,32.4777,0.4121,0.891,-0.0414,2.3927,19.0053,-0.0283
842,252.6,360.94,32.3975,0.4109,0.8891,-0.0415,2.3933,18.9223,-0.0279
843,252.9,360.87,32.3156,0.4097,0.8872,-0.0416,2.3939,18.8533,-0.0275
844,253.2,360.81,32.2351,0.4085,0.8853,-0.0418,2.3946,18.7344,-0.027
845,253.5,360.75,32.1528,0.4074,0.8834,-0.0419,2.3952,18.6516,-0.0266
846,253.8,360.69,32.0718,0.4062,0.8815,-0.042,2.3958,18.5589,-0.0262
847,254.1,360.63,31.9891,0.405,0.8796,-0.0421,2.3964,18.4763,-0.0257
848,254.4,360.56,31.9061,0.4038,0.8777,-0.0423,2.397,18.4177,-0.0253
849,254.7,360.5,31.8245,0.4026,0.8758,-0.0424,2.3977,18.2991,-0.0249
850,255.0,360.44,31.7411,0.4014,0.8738,-0.0425,2.3983,18.2067,-0.0245
851,255.3,360.38,31.6591,0.4002,0.8719,-0.0427,2.3989,18.1244,-0.024
852,255.6,360.32,31.5759,0.399,0.87,-0.0428,2.3995,18.0422,-0.0236
853,255.9,360.26,31.4927,0.3977,0.868,-0.0429,2.4001,17.96,-0.0232
854,256.2,360.19,31.4092,0.3965,0.8661,-0.043,2.4007,17.8919,-0.0227
855,256.5,360.13,31.3255,0.3953,0.8641,-0.0432,2.4014,17.7738,-0.0223
856,256.8,360.07,31.2415,0.3941,0.8622,-0.0433,2.402,17.6919,-0.0219
857,257.1,360.01,31.1573,0.3929,0.8602,-0.0434,2.4026,17.6,-0.0215
858,257.4,359.95,31.073,0.3916,0.8583,-0.0435,2.4032,17.5182,-0.021
859,257.7,359.88,30.9884,0.3904,0.8563,-0.0437,2.4038,17.4605,-0.0206
860,258.0,359.82,30.9036,0.3891,0.8543,-0.0438,2.4045,17.3428,-0.0202
861,258.3,359.76,30.8185,0.3879,0.8523,-0.0439,2.4051,17.2512,-0.0198
862,258.6,359.7,30.733,0.3867,0.8504,-0.0441,2.4057,17.1697,-0.0193
863,258.9,359.64,30.6475,0.3854,0.8484,-0.0442,2.4063,17.0883,-0.0189
864,259.2,359.58,30.5617,0.3841,0.8464,-0.0443,2.4069,17.0069,-0.0185
865,259.5,359.51,30.4757,0.3829,0.8444,-0.0444,2.4075,16.9397,-0.018
866,259.8,359.45,30.3895,0.3816,0.8424,-0.0446,2.4082,16.8225,-0.0176
867,260.1,359.39,30.303,0.3803,0.8404,-0.0447,2.4088,16.7414,-0.0172
868,260.4,359.33,30.2161,0.3791,0.8384,-0.0448,2.4094,16.6603,-0.0168
869,260.7,359.27,30.1291,0.3778,0.8364,-0.0449,2.41,16.5693,-0.0163
870,261.0,359.2,30.0418,0.3765,0.8344,-0.0451,2.4106,16.5125,-0.0159
871,261.3,359.14,29.9543,0.3752,0.8323,-0.0452,2.4113,16.3957,-0.0155
872,261.6,359.08,29.8665,0.3739,0.8303,-0.0453,2.4119,16.3049,-0.015
873,261.9,359.02,29.7785,0.3726,0.8283,-0.0455,2.4125,16.2242,-0.0146
874,262.2,358.96,29.6901,0.3713,0.8262,-0.0456,2.4131,16.1436,-0.0142
875,262.5,358.9,29.6015,0.37,0.8242,-0.0457,2.4137,16.0631,-0.0138
876,262.8,358.83,29.5127,0.3687,0.8221,-0.0458,2.4143,15.9967,-0.0133
877,263.1,358.77,29.4236,0.3674,0.8201,-0.046,2.415,15.8804,-0.0129
878,263.4,358.71,29.3343,0.3661,0.818,-0.0461,2.4156,15.8001,-0.0125
879,263.7,358.65,29.2447,0.3648,0.816,-0.0462,2.4162,15.7199,-0.012
880,264.0,358.59,29.1546,0.3634,0.8139,-0.0463,2.4168,15.6297,-0.0116
881,264.3,358.52,29.0644,0.3621,0.8118,-0.0465,2.4174,15.5738,-0.0112
882,264.6,358.46,28.974,0.3608,0.8097,-0.0466,2.4181,15.4579,-0.0108
883,264.9,358.4,28.8832,0.3594,0.8077,-0.0467,2.4187,15.3779,-0.0103
884,265.2,358.34,28.7922,0.3581,0.8056,-0.0468,2.4193,15.288,-0.0099
885,265.5,358.28,28.7009,0.3567,0.8035,-0.047,2.4199,15.2082,-0.0095
886,265.8,358.22,28.6091,0.3554,0.8014,-0.0471,2.4205,15.1285,-0.009
887,266.1,358.15,28.5172,0.354,0.7993,-0.0472,2.4211,15.063,-0.0086
888,266.4,358.09,28.425,0.3526,0.7972,-0.0474,2.4218,14.9476,-0.0082
889,266.7,358.03,28.3325,0.3513,0.795,-0.0475,2.4224,14.8681,-0.0078
890,267.0,357.97,28.2397,0.3499,0.7929,-0.0476,2.423,14.7887,-0.0073
891,267.3,357.91,28.1466,0.3485,0.7908,-0.0477,2.4236,14.6993,-0.0069
892,267.6,357.84,28.053,0.3471,0.7887,-0.0479,2.4242,14.6443,-0.0065
893,267.9,357.78,27.9593,0.3457,0.7865,-0.048,2.4248,14.5651,-0.006
894,268.2,357.72,27.8652,0.3443,0.7844,-0.0481,2.4255,14.4501,-0.0056
895,268.5,357.66,27.7708,0.3429,0.7822,-0.0482,2.4261,14.3611,-0.0052
896,268.8,357.6,27.6762,0.3415,0.7801,-0.0484,2.4267,14.2821,-0.0048
897,269.1,357.54,27.5812,0.3401,0.7779,-0.0485,2.4273,14.2032,-0.0043
898,269.4,357.47,27.4856,0.3386,0.7757,-0.0486,2.4279,14.1386,-0.0039
899,269.7,357.41,27.39,0.3372,0.7735,-0.0488,2.4286,14.0241,-0.0035
900,270.0,357.35,27.294,0.3358,0.7714,-0.0489,2.4292,13.9454,-0.003
901,270.3,357.29,27.1976,0.3343,0.7692,-0.049,2.4298,13.8668,-0.0026
902,270.6,357.23,27.1009,0.3329,0.767,-0.0491,2.4304,13.7782,-0.0022
903,270.9,357.16,27.0037,0.3314,0.7648,-0.0493,2.431,13.724,-0.0018
904,271.2,357.1,26.9063,0.33,0.7626,-0.0494,2.4316,13.6456,-0.0013
905,271.5,357.04,26.8086,0.3285,0.7604,-0.0495,2.4323,13.5316,-0.0009
906,271.8,356.98,26.7105,0.327,0.7581,-0.0496,2.4329,13.4434,-0.0005
907,272.1,356.92,26.612,0.3255,0.7559,-0.0498,2.4335,13.3652,-0.0
908,272.4,356.86,26.5132,0.324,0.7537,-0.0499,2.4341,13.2871,0.0004
909,272.7,356.79,26.4138,0.3226,0.7514,-0.05,2.4347,13.2334,0.0008
910,273.0,356.73,26.3143,0.321,0.7492,-0.0502,2.4354,13.1098,0.0012
911,273.3,356.67,26.2143,0.3195,0.7469,-0.0503,2.436,13.0319,0.0017
