,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
609,182.7,390.51,67.2436,0.5145,0.9077,0.0401,2.6525,37.9722,-0.049
610,183.0,390.39,67.0843,0.5143,0.9084,0.04,2.652,37.9857,-0.0494
611,183.3,390.26,66.9246,0.514,0.9092,0.04,2.6515,37.9256,-0.0498
612,183.6,390.13,66.7645,0.5138,0.9099,0.04,2.651,37.8654,-0.0501
613,183.9,390.01,66.6033,0.5136,0.9106,0.04,2.6505,37.8785,-0.0505
614,184.2,389.88,66.4425,0.5134,0.9114,0.04,2.65,37.818,-0.0509
615,184.5,389.75,66.2812,0.5132,0.9121,0.0399,2.6496,37.8184,-0.0513
616,184.8,389.62,66.1196,0.513,0.9128,0.0399,2.6491,37.7577,-0.0517
617,185.1,389.5,65.9576,0.5127,0.9135,0.0399,2.6486,37.6703,-0.0521
618,185.4,389.37,65.7944,0.5125,0.9143,0.0399,2.6481,37.7093,-0.0525
619,185.7,389.24,65.6315,0.5123,0.915,0.0399,2.6476,37.6482,-0.0529
620,186.0,389.12,65.4683,0.5121,0.9157,0.0398,2.6472,37.6215,-0.0533
621,186.3,388.99,65.3047,0.5119,0.9164,0.0398,2.6467,37.5602,-0.0537
622,186.6,388.86,65.1398,0.5117,0.9172,0.0398,2.6462,37.4987,-0.0541
623,186.9,388.74,64.9754,0.5114,0.9179,0.0398,2.6457,37.5106,-0.0545
624,187.2,388.61,64.8105,0.5112,0.9186,0.0398,2.6452,37.4488,-0.0549
625,187.5,388.48,64.6452,0.511,0.9193,0.0397,2.6447,37.4869,-0.0553
626,187.8,388.36,64.4787,0.5108,0.9201,0.0397,2.6443,37.3597,-0.0557
627,188.1,388.23,64.3125,0.5106,0.9208,0.0397,2.6438,37.2975,-0.056
628,188.4,388.12,64.1693,0.5104,0.9208,0.04,2.6434,37.2436,-0.0561
629,188.7,388.0,64.0297,0.5103,0.9208,0.0405,2.643,37.216,-0.0561
630,189.0,387.89,63.8897,0.5102,0.9207,0.0409,2.6426,37.1619,-0.0561
631,189.3,387.78,63.7495,0.5101,0.9206,0.0413,2.6422,37.0077,-0.0561
632,189.6,387.67,63.609,0.51,0.9205,0.0418,2.6418,36.9534,-0.0561
633,189.9,387.55,63.4681,0.5098,0.9205,0.0422,2.6414,36.9254,-0.0561
634,190.2,387.44,63.3277,0.5097,0.9204,0.0426,2.641,36.871,-0.0561
635,190.5,387.33,63.1862,0.5096,0.9203,0.0431,2.6406,36.7164,-0.0562
636,190.8,387.21,63.0444,0.5095,0.9203,0.0435,2.6402,36.6882,-0.0562
637,191.1,387.1,62.9023,0.5094,0.9202,0.0439,2.6399,36.5947,-0.0562
638,191.4,386.99,62.7599,0.5092,0.9201,0.0444,2.6395,36.5399,-0.0562
639,191.7,386.88,62.6171,0.5091,0.92,0.0448,2.6391,36.385,-0.0562
640,192.0,386.76,62.4748,0.509,0.92,0.0452,2.6387,36.3564,-0.0562
641,192.3,386.65,62.3314,0.5089,0.9199,0.0456,2.6383,36.3013,-0.0562
642,192.6,386.54,62.1876,0.5088,0.9198,0.0461,2.6379,36.1461,-0.0562
643,192.9,386.43,62.0435,0.5086,0.9197,0.0465,2.6375,36.0909,-0.0562
644,193.2,386.31,61.8991,0.5085,0.9197,0.0469,2.6371,36.0619,-0.0562
645,193.5,386.2,61.7552,0.5084,0.9196,0.0474,2.6367,36.0065,-0.0562
646,193.8,386.09,61.6101,0.5083,0.9195,0.0478,2.6363,35.8509,-0.0562
647,194.1,385.98,61.4646,0.5082,0.9195,0.0482,2.6359,35.7953,-0.0562
648,194.4,385.86,61.3188,0.508,0.9194,0.0487,2.6355,35.766,-0.0562
649,194.7,385.75,61.1727,0.5079,0.9193,0.0491,2.6352,35.6716,-0.0562
650,195.0,385.64,61.0262,0.5078,0.9192,0.0495,2.6348,35.5157,-0.0562
651,195.3,385.53,60.8802,0.5077,0.9192,0.05,2.6344,35.4598,-0.0562
652,195.6,385.41,60.733,0.5076,0.9191,0.0504,2.634,35.4301,-0.0562
653,195.9,385.3,60.5855,0.5074,0.919,0.0508,2.6336,35.3739,-0.0562
654,196.2,385.19,60.4376,0.5073,0.919,0.0512,2.6332,35.2177,-0.0562
655,196.5,385.08,60.2893,0.5072,0.9189,0.0517,2.6328,35.1614,-0.0563
656,196.8,384.96,60.1407,0.5071,0.9188,0.0521,2.6324,35.1313,-0.0563
657,197.1,384.85,59.9925,0.5069,0.9187,0.0525,2.632,35.0748,-0.0563
658,197.4,384.74,59.8431,0.5068,0.9187,0.053,2.6316,34.9182,-0.0563
659,197.7,384.63,59.6934,0.5067,0.9186,0.0534,2.6312,34.8615,-0.0563
660,198.0,384.51,59.5433,0.5066,0.9185,0.0538,2.6308,34.8311,-0.0563
661,198.3,384.4,59.3928,0.5065,0.9184,0.0543,2.6305,34.6358,-0.0563
662,198.6,384.29,59.2427,0.5063,0.9184,0.0547,2.6301,34.5789,-0.0563
663,198.9,384.18,59.0915,0.5062,0.9183,0.0551,2.6297,34.5219,-0.0563
664,199.2,384.06,58.9254,0.5066,0.9173,0.0546,2.6298,34.399,-0.0559
665,199.5,383.95,58.7597,0.507,0.9163,0.0541,2.6299,34.1499,-0.0555
666,199.8,383.83,58.5927,0.5073,0.9154,0.0535,2.63,34.0271,-0.0551
667,200.1,383.72,58.4252,0.5077,0.9144,0.053,2.6301,33.878,-0.0547
668,200.4,383.6,58.258,0.5081,0.9134,0.0524,2.6302,33.7553,-0.0543
669,200.7,383.49,58.0896,0.5084,0.9124,0.0519,2.6303,33.5063,-0.0539
670,201.0,383.37,57.9215,0.5088,0.9114,0.0514,2.6304,33.3836,-0.0535
671,201.3,383.26,57.7521,0.5092,0.9104,0.0508,2.6305,33.2346,-0.053
672,201.6,383.14,57.5821,0.5095,0.9094,0.0503,2.6306,33.1119,-0.0526
673,201.9,383.03,57.4125,0.5099,0.9084,0.0497,2.6307,32.863,-0.0522
674,202.2,382.92,57.2416,0.5103,0.9074,0.0492,2.6309,32.6758,-0.0518
675,202.5,382.8,57.071,0.5107,0.9065,0.0487,2.631,32.5532,-0.0514
676,202.8,382.69,56.899,0.511,0.9055,0.0481,2.6311,32.4043,-0.051
677,203.1,382.57,56.7265,0.5114,0.9045,0.0476,2.6312,32.1818,-0.0506
678,203.4,382.46,56.5544,0.5118,0.9035,0.0471,2.6313,32.033,-0.0502
679,203.7,382.34,56.3808,0.5121,0.9025,0.0465,2.6314,31.9105,-0.0498
680,204.0,382.23,56.2077,0.5125,0.9015,0.046,2.6315,31.6618,-0.0494
681,204.3,382.11,56.033,0.5129,0.9005,0.0454,2.6316,31.5393,-0.049
682,204.6,382.0,55.8579,0.5132,0.8995,0.0449,2.6317,31.3906,-0.0486
683,204.9,381.88,55.683,0.5136,0.8985,0.0444,2.6318,31.2682,-0.0482
684,205.2,381.77,55.5068,0.514,0.8975,0.0438,2.6319,31.0195,-0.0478
685,205.5,381.65,55.3299,0.5143,0.8965,0.0433,2.6321,30.859,-0.0474
686,205.8,381.54,55.1534,0.5147,0.8954,0.0427,2.6322,30.7104,-0.047
687,206.1,381.43,54.9754,0.5151,0.8944,0.0422,2.6323,30.5618,-0.0465
688,206.4,381.31,54.7978,0.5154,0.8934,0.0417,2.6324,30.3396,-0.0461
689,206.7,381.2,54.6187,0.5158,0.8924,0.0411,2.6325,30.191,-0.0457
690,207.0,381.08,54.439,0.5161,0.8914,0.0406,2.6326,30.0688,-0.0453
691,207.3,380.97,54.2596,0.5165,0.8904,0.0401,2.6327,29.9203,-0.0449
692,207.6,380.85,54.0786,0.5169,0.8894,0.0395,2.6328,29.6981,-0.0445
693,207.9,380.74,53.8981,0.5172,0.8884,0.039,2.6329,29.5497,-0.0441
694,208.2,380.62,53.7159,0.5176,0.8874,0.0384,2.633,29.4275,-0.0437
695,208.5,380.51,53.5332,0.518,0.8863,0.0379,2.6331,29.2791,-0.0433
696,208.8,380.39,53.3507,0.5183,0.8853,0.0374,2.6332,29.0571,-0.0429
697,209.1,380.28,53.1667,0.5187,0.8843,0.0368,2.6334,28.8706,-0.0425
698,209.4,380.17,52.983,0.5191,0.8833,0.0363,2.6335,28.7223,-0.0421
699,209.7,380.05,52.7977,0.5194,0.8823,0.0357,2.6336,28.5003,-0.0417
700,210.0,379.94,52.6118,0.5198,0.8812,0.0352,2.6337,28.352,-0.0413
701,210.3,379.82,52.4261,0.5201,0.8802,0.0347,2.6338,28.2301,-0.0409
702,210.6,379.71,52.2609,0.5204,0.8796,0.0342,2.6337,28.0578,-0.0405
703,210.9,379.59,52.1153,0.5204,0.8793,0.0337,2.6335,28.0497,-0.0401
704,211.2,379.47,51.9702,0.5205,0.8791,0.0333,2.6333,27.9416,-0.0398
705,211.5,379.35,51.8237,0.5206,0.8788,0.0328,2.6331,27.8335,-0.0394
706,211.8,379.23,51.6778,0.5206,0.8786,0.0324,2.6329,27.7253,-0.0391
707,212.1,379.11,51.5306,0.5207,0.8783,0.032,2.6327,27.7171,-0.0387
708,212.4,378.99,51.3838,0.5208,0.8781,0.0315,2.6324,27.6467,-0.0383
709,212.7,378.88,51.2357,0.5208,0.8778,0.0311,2.6322,27.5121,-0.038
710,213.0,378.76,51.0882,0.5209,0.8776,0.0306,2.632,27.4037,-0.0376
711,213.3,378.64,50.9392,0.521,0.8773,0.0302,2.6318,27.2952,-0.0373
712,213.6,378.52,50.7907,0.521,0.8771,0.0297,2.6316,27.2868,-0.0369
713,213.9,378.4,50.6409,0.5211,0.8768,0.0293,2.6314,27.1782,-0.0366
714,214.2,378.28,50.4916,0.5212,0.8765,0.0289,2.6311,27.1075,-0.0362
715,214.5,378.16,50.3408,0.5212,0.8763,0.0284,2.6309,26.9989,-0.0358
716,214.8,378.05,50.1906,0.5213,0.876,0.028,2.6307,26.9639,-0.0355
717,215.1,377.93,50.039,0.5214,0.8758,0.0275,2.6305,26.8551,-0.0351
718,215.4,377.81,49.8879,0.5214,0.8755,0.0271,2.6303,26.7464,-0.0348
719,215.7,377.69,49.7353,0.5215,0.8753,0.0266,2.6301,26.6375,-0.0344
720,216.0,377.57,49.5833,0.5216,0.875,0.0262,2.6298,26.5664,-0.0341
721,216.3,377.45,49.4297,0.5216,0.8748,0.0257,2.6296,26.5575,-0.0337
722,216.6,377.33,49.2768,0.5217,0.8745,0.0253,2.6294,26.4485,-0.0333
723,216.9,377.22,49.1223,0.5218,0.8743,0.0249,2.6292,26.3132,-0.033
724,217.2,377.1,48.9684,0.5218,0.874,0.0244,2.629,26.2041,-0.0326
725,217.5,376.98,48.8129,0.5219,0.8737,0.024,2.6288,26.195,-0.0323
726,217.8,376.86,48.658,0.522,0.8735,0.0235,2.6286,26.0858,-0.0319
727,218.1,376.74,48.5015,0.522,0.8732,0.0231,2.6283,26.0143,-0.0316
728,218.4,376.62,48.3456,0.5221,0.873,0.0226,2.6281,25.905,-0.0312
729,218.7,376.51,48.1882,0.5222,0.8727,0.0222,2.6279,25.7694,-0.0308
730,219.0,376.39,48.0312,0.5222,0.8725,0.0217,2.6277,25.76,-0.0305
731,219.3,376.27,47.8727,0.5223,0.8722,0.0213,2.6275,25.6506,-0.0301
732,219.6,376.15,47.7148,0.5224,0.872,0.0209,2.6273,25.5411,-0.0298
733,219.9,376.03,47.5552,0.5224,0.8717,0.0204,2.627,25.4692,-0.0294
734,220.2,375.91,47.3962,0.5225,0.8714,0.02,2.6268,25.4596,-0.0291
735,220.5,375.79,47.2356,0.5226,0.8712,0.0195,2.6266,25.35,-0.0287
736,220.8,375.68,47.0755,0.5226,0.8709,0.0191,2.6264,25.214,-0.0283
737,221.1,375.56,46.9138,0.5227,0.8707,0.0186,2.6262,25.1043,-0.028
738,221.4,375.44,46.7525,0.5228,0.8704,0.0182,2.626,24.9946,-0.0276
739,221.7,375.32,46.5908,0.5228,0.8702,0.0178,2.6257,25.0223,-0.0273
740,222.0,375.2,46.4274,0.5229,0.8699,0.0173,2.6255,24.9124,-0.0269
741,222.3,375.08,46.2645,0.523,0.8697,0.0169,2.6253,24.8025,-0.0266
742,222.6,374.96,46.0999,0.523,0.8694,0.0164,2.6251,24.6925,-0.0262
743,222.9,374.85,45.9489,0.523,0.8692,0.016,2.6248,24.5937,-0.0258
744,223.2,374.74,45.8552,0.5228,0.8694,0.0159,2.6242,24.6073,-0.0255
745,223.5,374.63,45.7613,0.5225,0.8696,0.0157,2.6235,24.6582,-0.0252
746,223.8,374.53,45.6673,0.5222,0.8698,0.0155,2.6229,24.5453,-0.0248
747,224.1,374.42,45.5741,0.5219,0.87,0.0153,2.6222,24.5959,-0.0245
748,224.4,374.31,45.4797,0.5216,0.8702,0.0152,2.6216,24.5089,-0.0241
749,224.7,374.21,45.385,0.5213,0.8703,0.015,2.6209,24.533,-0.0238
750,225.0,374.1,45.2913,0.521,0.8705,0.0148,2.6203,24.4458,-0.0234
751,225.3,373.99,45.1962,0.5207,0.8707,0.0147,2.6196,24.4958,-0.0231
752,225.6,373.89,45.101,0.5204,0.8709,0.0145,2.619,24.4821,-0.0228
753,225.9,373.78,45.0056,0.5202,0.8711,0.0143,2.6183,24.4318,-0.0224
754,226.2,373.67,44.911,0.5199,0.8713,0.0142,2.6177,24.444,-0.0221
755,226.5,373.56,44.8152,0.5196,0.8715,0.014,2.617,24.3935,-0.0217
756,226.8,373.46,44.7191,0.5193,0.8716,0.0138,2.6164,24.3793,-0.0214
757,227.1,373.35,44.624,0.519,0.8718,0.0136,2.6157,24.3284,-0.0211
758,227.4,373.24,44.5275,0.5187,0.872,0.0135,2.6151,24.3401,-0.0207
759,227.7,373.14,44.4308,0.5184,0.8722,0.0133,2.6144,24.3228,-0.0204
760,228.0,373.03,44.334,0.5181,0.8724,0.0131,2.6138,24.2842,-0.02
761,228.3,372.92,44.238,0.5178,0.8726,0.013,2.6131,24.2927,-0.0197
762,228.6,372.82,44.1407,0.5176,0.8728,0.0128,2.6125,24.2378,-0.0194
763,228.9,372.71,44.0432,0.5173,0.8729,0.0126,2.6118,24.236,-0.019
764,229.2,372.6,43.9466,0.517,0.8731,0.0124,2.6112,24.2069,-0.0187
765,229.5,372.5,43.8486,0.5167,0.8733,0.0123,2.6105,24.1888,-0.0183
766,229.8,372.39,43.7504,0.5164,0.8735,0.0121,2.6099,24.1593,-0.018
767,230.1,372.28,43.652,0.5161,0.8737,0.0119,2.6092,24.157,-0.0176
768,230.4,372.17,43.5546,0.5158,0.8739,0.0118,2.6086,24.1273,-0.0173
769,230.7,372.07,43.4557,0.5155,0.8741,0.0116,2.6079,24.1086,-0.017
770,231.0,371.96,43.3567,0.5152,0.8742,0.0114,2.6073,24.0787,-0.0166
771,231.3,371.85,43.2585,0.5149,0.8744,0.0112,2.6067,24.0386,-0.0163
772,231.6,371.75,43.159,0.5146,0.8746,0.0111,2.606,24.0195,-0.0159
773,231.9,371.64,43.0593,0.5144,0.8748,0.0109,2.6054,23.9891,-0.0156
774,232.2,371.53,42.9593,0.5141,0.875,0.0107,2.6047,23.9958,-0.0153
775,232.5,371.43,42.8602,0.5138,0.8752,0.0106,2.6041,23.9291,-0.0149
776,232.8,371.32,42.7598,0.5135,0.8754,0.0104,2.6034,23.9355,-0.0146
777,233.1,371.21,42.6591,0.5132,0.8755,0.0102,2.6028,23.9046,-0.0142
778,233.4,371.11,42.5594,0.5129,0.8757,0.0101,2.6021,23.8847,-0.0139
779,233.7,371.0,42.4582,0.5126,0.8759,0.0099,2.6015,23.8435,-0.0135
780,234.0,370.89,42.3568,0.5123,0.8761,0.0097,2.6008,23.8493,-0.0132
781,234.3,370.78,42.2552,0.512,0.8763,0.0095,2.6002,23.8178,-0.0129
782,234.6,370.68,42.1545,0.5117,0.8765,0.0094,2.5995,23.7873,-0.0125
783,234.9,370.57,42.0523,0.5114,0.8766,0.0092,2.5989,23.7556,-0.0122
784,235.2,370.46,41.95,0.5111,0.8768,0.009,2.5982,23.7608,-0.0118
785,235.5,370.36,41.8485,0.5108,0.877,0.0089,2.5976,23.7029,-0.0115
786,235.8,370.25,41.7457,0.5105,0.8772,0.0087,2.5969,23.6978,-0.0112
787,236.1,370.14,41.6425,0.5102,0.8774,0.0085,2.5963,23.6655,-0.0108
788,236.4,370.05,41.568,0.5099,0.8778,0.0084,2.5958,23.6442,-0.0108
789,236.7,369.97,41.4994,0.5094,0.8782,0.0084,2.5953,23.6169,-0.0109
790,237.0,369.88,41.4307,0.509,0.8786,0.0083,2.5948,23.6254,-0.011
791,237.3,369.79,41.363,0.5086,0.879,0.0083,2.5943,23.6238,-0.0111
792,237.6,369.71,41.2941,0.5082,0.8794,0.0082,2.5938,23.5962,-0.0112
793,237.9,369.62,41.225,0.5077,0.8798,0.0082,2.5934,23.5675,-0.0113
794,238.2,369.53,41.157,0.5073,0.8802,0.0081,2.5929,23.5657,-0.0114
795,238.5,369.45,41.0877,0.5069,0.8806,0.0081,2.5924,23.5378,-0.0115
796,238.8,369.36,41.0183,0.5065,0.8811,0.008,2.5919,23.5458,-0.0116
797,239.1,369.27,40.95,0.5061,0.8815,0.008,2.5914,23.5437,-0.0117
798,239.4,369.19,40.8803,0.5056,0.8819,0.0079,2.591,23.4787,-0.0118
799,239.7,369.1,40.8105,0.5052,0.8823,0.0079,2.5905,23.4864,-0.0119
800,240.0,369.01,40.7419,0.5048,0.8827,0.0078,2.59,23.4841,-0.012
801,240.3,368.93,40.6719,0.5044,0.8831,0.0078,2.5895,23.4558,-0.0121
802,240.6,368.84,40.6017,0.504,0.8835,0.0077,2.589,23.4632,-0.0122
803,240.9,368.75,40.5327,0.5035,0.8839,0.0077,2.5885,23.4606,-0.0123
804,241.2,368.67,40.4623,0.5031,0.8843,0.0076,2.5881,23.3952,-0.0124
805,241.5,368.58,40.3918,0.5027,0.8848,0.0076,2.5876,23.4024,-0.0125
806,241.8,368.49,40.3212,0.5023,0.8852,0.0075,2.5871,23.3995,-0.0126
807,242.1,368.41,40.2517,0.5018,0.8856,0.0075,2.5866,23.3707,-0.0127
808,242.4,368.32,40.1808,0.5014,0.886,0.0074,2.5861,23.3776,-0.0128
809,242.7,368.23,40.1098,0.501,0.8864,0.0074,2.5857,23.3377,-0.0129
810,243.0,368.15,40.04,0.5006,0.8868,0.0073,2.5852,23.3086,-0.013
811,243.3,368.06,39.9687,0.5001,0.8872,0.0073,2.5847,23.3153,-0.0131
812,243.6,367.97,39.8974,0.4997,0.8876,0.0072,2.5842,23.3119,-0.0132
813,243.9,367.89,39.8271,0.4993,0.888,0.0072,2.5837,23.2826,-0.0133
814,244.2,367.8,39.7555,0.4988,0.8884,0.0071,2.5833,23.2423,-0.0134
815,244.5,367.71,39.6837,0.4984,0.8888,0.0071,2.5828,23.2486,-0.0135
816,244.8,367.63,39.6131,0.498,0.8893,0.007,2.5823,23.2191,-0.0136
817,245.1,367.54,39.5411,0.4976,0.8897,0.007,2.5818,23.2152,-0.0137
818,245.4,367.45,39.469,0.4971,0.8901,0.0069,2.5813,23.2213,-0.0138
819,245.7,367.37,39.398,0.4967,0.8905,0.0069,2.5809,23.1548,-0.0139
820,246.0,367.28,39.3256,0.4963,0.8909,0.0068,2.5804,23.1507,-0.014
821,246.3,367.19,39.253,0.4959,0.8913,0.0067,2.5799,23.1565,-0.0141
822,246.6,367.11,39.1816,0.4954,0.8917,0.0067,2.5794,23.1265,-0.0142
823,246.9,367.02,39.1088,0.495,0.8921,0.0066,2.5789,23.1221,-0.0143
824,247.2,366.93,39.0359,0.4946,0.8925,0.0066,2.5785,23.091,-0.0144
825,247.5,366.85,38.9641,0.4941,0.8929,0.0065,2.578,23.0607,-0.0144
826,247.8,366.76,38.8909,0.4937,0.8933,0.0065,2.5775,23.0561,-0.0145
827,248.1,366.67,38.8175,0.4933,0.8937,0.0064,2.577,23.0614,-0.0146
828,248.4,366.59,38.7453,0.4928,0.8941,0.0064,2.5765,23.0309,-0.0147
829,248.7,366.5,38.6717,0.4924,0.8946,0.0063,2.5761,22.9894,-0.0148
830,249.0,366.41,38.5979,0.492,0.895,0.0063,2.5756,22.9944,-0.0149
831,249.3,366.33,38.5253,0.4915,0.8954,0.0062,2.5751,22.9636,-0.015
832,249.6,366.24,38.4513,0.4911,0.8958,0.0062,2.5746,22.9585,-0.0151
833,249.9,366.15,38.3771,0.4907,0.8962,0.0061,2.5741,22.9633,-0.0152
834,250.2,366.07,38.304,0.4902,0.8966,0.0061,2.5736,22.9322,-0.0153
835,250.5,365.98,38.2309,0.4898,0.8968,0.0061,2.5731,22.9169,-0.0154
836,250.8,365.9,38.1641,0.4894,0.896,0.0062,2.5725,22.8523,-0.0155
837,251.1,365.81,38.0972,0.4889,0.8953,0.0064,2.5719,22.8133,-0.0157
838,251.4,365.73,38.0303,0.4885,0.8945,0.0066,2.5712,22.785,-0.0158
839,251.7,365.64,37.9631,0.4881,0.8938,0.0068,2.5706,22.7458,-0.0159
840,252.0,365.56,37.8959,0.4876,0.893,0.0069,2.57,22.6808,-0.016
841,252.3,365.48,37.8286,0.4872,0.8922,0.0071,2.5694,22.6157,-0.0161
842,252.6,365.39,37.7611,0.4868,0.8914,0.0073,2.5687,22.6027,-0.0162
843,252.9,365.31,37.6935,0.4864,0.8907,0.0074,2.5681,22.5374,-0.0163
844,253.2,365.23,37.6245,0.4859,0.8899,0.0076,2.5675,22.472,-0.0164
845,253.5,365.14,37.5566,0.4855,0.8891,0.0078,2.5668,22.4686,-0.0165
846,253.8,365.06,37.4887,0.4851,0.8884,0.008,2.5662,22.403,-0.0167
847,254.1,364.98,37.4206,0.4846,0.8876,0.0081,2.5656,22.3373,-0.0168
848,254.4,364.89,37.3524,0.4842,0.8868,0.0083,2.5649,22.3336,-0.0169
849,254.7,364.81,37.284,0.4838,0.8861,0.0085,2.5643,22.2677,-0.017
850,255.0,364.73,37.2156,0.4833,0.8853,0.0087,2.5637,22.2017,-0.0171
851,255.3,364.64,37.147,0.4829,0.8845,0.0088,2.563,22.1877,-0.0172
852,255.6,364.56,37.0783,0.4825,0.8837,0.009,2.5624,22.1215,-0.0173
853,255.9,364.48,37.0095,0.482,0.883,0.0092,2.5618,22.0551,-0.0174
854,256.2,364.39,36.9405,0.4816,0.8822,0.0094,2.5611,22.0508,-0.0175
855,256.5,364.31,36.8714,0.4812,0.8814,0.0095,2.5605,21.9842,-0.0177
856,256.8,364.23,36.8022,0.4807,0.8806,0.0097,2.5599,21.9176,-0.0178
857,257.1,364.14,36.7328,0.4803,0.8799,0.0099,2.5592,21.9129,-0.0179
858,257.4,364.06,36.6633,0.4798,0.8791,0.01,2.5586,21.8461,-0.018
859,257.7,363.98,36.5937,0.4794,0.8783,0.0102,2.558,21.7792,-0.0181
860,258.0,363.89,36.524,0.479,0.8775,0.0104,2.5573,21.7641,-0.0182
861,258.3,363.81,36.4541,0.4785,0.8767,0.0106,2.5567,21.697,-0.0183
862,258.6,363.73,36.3841,0.4781,0.876,0.0107,2.5561,21.6297,-0.0184
863,258.9,363.64,36.3139,0.4777,0.8752,0.0109,2.5554,21.6243,-0.0186
864,259.2,363.56,36.2436,0.4772,0.8744,0.0111,2.5548,21.5569,-0.0187
865,259.5,363.47,36.1732,0.4768,0.8736,0.0113,2.5542,21.5149,-0.0188
866,259.8,363.39,36.1026,0.4763,0.8728,0.0114,2.5536,21.4473,-0.0189
867,260.1,363.31,36.0319,0.4759,0.872,0.0116,2.5529,21.4159,-0.019
868,260.4,363.22,35.9611,0.4755,0.8712,0.0118,2.5523,21.3736,-0.0191
869,260.7,363.14,35.8901,0.475,0.8705,0.0119,2.5517,21.2957,-0.0192
870,261.0,363.06,35.819,0.4746,0.8697,0.0121,2.551,21.2639,-0.0193
871,261.3,362.97,35.7477,0.4741,0.8689,0.0123,2.5504,21.2213,-0.0194
872,261.6,362.89,35.6763,0.4737,0.8681,0.0125,2.5498,21.1531,-0.0196
873,261.9,362.81,35.6048,0.4732,0.8673,0.0126,2.5491,21.121,-0.0197
874,262.2,362.72,35.5331,0.4728,0.8665,0.0128,2.5485,21.0781,-0.0198
875,262.5,362.64,35.4612,0.4724,0.8657,0.013,2.5479,21.0095,-0.0199
876,262.8,362.56,35.3893,0.4719,0.8649,0.0132,2.5472,20.9772,-0.02
877,263.1,362.47,35.3171,0.4715,0.8641,0.0133,2.5466,20.9339,-0.0201
878,263.4,362.39,35.2449,0.471,0.8634,0.0135,2.546,20.8551,-0.0202
879,263.7,362.31,35.1724,0.4706,0.8626,0.0137,2.5453,20.8224,-0.0203
880,264.0,362.22,35.0999,0.4701,0.8618,0.0139,2.5447,20.7788,-0.0204
881,264.3,362.14,35.0271,0.4697,0.861,0.014,2.5441,20.7096,-0.0206
882,264.6,362.06,34.9543,0.4692,0.8602,0.0142,2.5434,20.6766,-0.0207
883,264.9,361.97,34.8812,0.4688,0.8594,0.0144,2.5428,20.6327,-0.0208
884,265.2,361.89,34.808,0.4683,0.8586,0.0145,2.5422,20.5632,-0.0209
885,265.5,361.81,34.7347,0.4679,0.8578,0.0147,2.5415,20.5299,-0.021
886,265.8,361.72,34.6612,0.4675,0.857,0.0149,2.5409,20.4857,-0.0211
887,266.1,361.64,34.5818,0.466,0.8546,0.0149,2.5403,20.4059,-0.021
888,266.4,361.57,34.5036,0.4646,0.8521,0.0149,2.5397,20.3007,-0.0209
889,266.7,361.49,34.4238,0.4631,0.8496,0.015,2.5391,20.2207,-0.0208
890,267.0,361.41,34.3453,0.4616,0.8471,0.015,2.5385,20.1507,-0.0207
891,267.3,361.33,34.2651,0.4602,0.8446,0.015,2.5379,20.0706,-0.0205
892,267.6,361.26,34.1848,0.4587,0.8421,0.015,2.5373,19.965,-0.0204
893,267.9,361.18,34.1057,0.4572,0.8396,0.015,2.5367,19.8947,-0.0203
894,268.2,361.1,34.025,0.4557,0.8371,0.0151,2.536,19.8504,-0.0202
895,268.5,361.02,33.9455,0.4542,0.8345,0.0151,2.5354,19.7699,-0.0201
896,268.8,360.94,33.8644,0.4527,0.832,0.0151,2.5348,19.6893,-0.02
897,269.1,360.87,33.7846,0.4513,0.8295,0.0151,2.5342,19.5932,-0.0198
898,269.4,360.79,33.7031,0.4497,0.8269,0.0152,2.5336,19.5125,-0.0197
899,269.7,360.71,33.6229,0.4482,0.8243,0.0152,2.533,19.4316,-0.0196
900,270.0,360.63,33.541,0.4467,0.8218,0.0152,2.5324,19.3606,-0.0195
901,270.3,360.56,33.4589,0.4452,0.8192,0.0152,2.5318,19.2542,-0.0194
902,270.6,360.48,33.3781,0.4437,0.8166,0.0152,2.5312,19.173,-0.0193
903,270.9,360.4,33.2956,0.4421,0.814,0.0153,2.5306,19.0918,-0.0191
904,271.2,360.32,33.2145,0.4406,0.8114,0.0153,2.53,19.0204,-0.019
905,271.5,360.24,33.1316,0.4391,0.8088,0.0153,2.5294,18.9389,-0.0189
906,271.8,360.17,33.05,0.4375,0.8062,0.0153,2.5288,18.8321,-0.0188
907,272.1,360.09,32.9666,0.436,0.8036,0.0154,2.5282,18.7605,-0.0187
908,272.4,360.01,32.8846,0.4344,0.8009,0.0154,2.5275,18.7147,-0.0186
909,272.7,359.93,32.8009,0.4329,0.7983,0.0154,2.5269,18.6329,-0.0184
910,273.0,359.86,32.717,0.4313,0.7956,0.0154,2.5263,18.5357,-0.0183
911,273.3,359.78,32.6343,0.4297,0.793,0.0154,2.5257,18.4537,-0.0182
912,273.6,359.7,32.55,0.4281,0.7903,0.0155,2.5251,18.3715,-0.0181
913,273.9,359.62,32.4669,0.4265,0.7876,0.0155,2.5245,18.2893,-0.018
914,274.2,359.54,32.3821,0.4249,0.7849,0.0155,2.5239,18.217,-0.0178
915,274.5,359.47,32.2986,0.4233,0.7822,0.0155,2.5233,18.1093,-0.0177
