,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
611,183.3,390.21,59.7419,0.5884,0.8338,-0.0234,2.6128,29.2593,-0.0097
612,183.6,390.03,59.5533,0.588,0.8336,-0.0237,2.6116,29.1977,-0.0099
613,183.9,389.86,59.3633,0.5875,0.8333,-0.0241,2.6104,29.0095,-0.01
614,184.2,389.68,59.1726,0.5871,0.8331,-0.0244,2.6092,28.9469,-0.0102
615,184.5,389.51,58.9814,0.5867,0.8329,-0.0247,2.6079,28.8969,-0.0104
616,184.8,389.33,58.7895,0.5862,0.8326,-0.0251,2.6067,28.7335,-0.0105
617,185.1,389.16,58.5969,0.5858,0.8324,-0.0254,2.6055,28.6436,-0.0107
618,185.4,388.98,58.4038,0.5853,0.8322,-0.0258,2.6043,28.5794,-0.0108
619,185.7,388.81,58.21,0.5849,0.8319,-0.0261,2.603,28.4276,-0.011
620,186.0,388.63,58.0155,0.5845,0.8317,-0.0265,2.6018,28.3625,-0.0111
621,186.3,388.46,57.8204,0.584,0.8314,-0.0268,2.6006,28.2709,-0.0113
622,186.6,388.28,57.6246,0.5836,0.8312,-0.0271,2.5994,28.105,-0.0114
623,186.9,388.11,57.4282,0.5831,0.831,-0.0275,2.5981,28.0514,-0.0116
624,187.2,387.94,57.239,0.5826,0.8307,-0.0278,2.5971,27.981,-0.0116
625,187.5,387.79,57.0833,0.5817,0.8306,-0.0277,2.5971,27.8706,-0.0113
626,187.8,387.64,56.9271,0.5807,0.8305,-0.0277,2.5971,27.7602,-0.0109
627,188.1,387.5,56.7697,0.5798,0.8303,-0.0277,2.5971,27.6237,-0.0105
628,188.4,387.35,56.6127,0.5788,0.8302,-0.0277,2.5971,27.5133,-0.0101
629,188.7,387.2,56.4544,0.5778,0.8301,-0.0276,2.5971,27.4029,-0.0097
630,189.0,387.06,56.2965,0.5769,0.83,-0.0276,2.597,27.3052,-0.0093
631,189.3,386.91,56.1382,0.5759,0.8298,-0.0276,2.597,27.1947,-0.0089
632,189.6,386.76,55.9786,0.575,0.8297,-0.0276,2.597,27.0843,-0.0085
633,189.9,386.62,55.8194,0.574,0.8296,-0.0275,2.597,26.9479,-0.0081
634,190.2,386.47,55.6588,0.5731,0.8294,-0.0275,2.597,26.8374,-0.0078
635,190.5,386.32,55.4986,0.5721,0.8293,-0.0275,2.5969,26.7656,-0.0074
636,190.8,386.17,55.3381,0.5711,0.8292,-0.0275,2.5969,26.6551,-0.007
637,191.1,386.03,55.1761,0.5702,0.829,-0.0275,2.5969,26.5187,-0.0066
638,191.4,385.88,55.0145,0.5692,0.8289,-0.0274,2.5969,26.4082,-0.0062
639,191.7,385.73,54.8516,0.5682,0.8288,-0.0274,2.5969,26.2978,-0.0058
640,192.0,385.59,54.6891,0.5673,0.8286,-0.0274,2.5968,26.1999,-0.0054
641,192.3,385.44,54.5261,0.5663,0.8285,-0.0274,2.5968,26.0894,-0.005
642,192.6,385.29,54.3618,0.5653,0.8284,-0.0273,2.5968,25.9789,-0.0046
643,192.9,385.15,54.1978,0.5643,0.8282,-0.0273,2.5968,25.8425,-0.0042
644,193.2,385.0,54.0324,0.5634,0.8281,-0.0273,2.5968,25.732,-0.0039
645,193.5,384.85,53.8674,0.5624,0.828,-0.0273,2.5967,25.66,-0.0035
646,193.8,384.71,53.702,0.5614,0.8279,-0.0272,2.5967,25.5235,-0.0031
647,194.1,384.56,53.535,0.5604,0.8277,-0.0272,2.5967,25.413,-0.0027
648,194.4,384.41,53.3685,0.5594,0.8276,-0.0272,2.5967,25.3026,-0.0023
649,194.7,384.27,53.2006,0.5584,0.8275,-0.0272,2.5967,25.1661,-0.0019
650,195.0,384.13,53.0443,0.5577,0.8273,-0.0271,2.5966,25.068,-0.0014
651,195.3,384.02,52.9226,0.5575,0.8271,-0.0268,2.5963,25.0689,-0.0006
652,195.6,383.91,52.8015,0.5574,0.8269,-0.0265,2.596,24.9696,0.0002
653,195.9,383.8,52.6792,0.5572,0.8267,-0.0263,2.5957,24.8703,0.001
654,196.2,383.69,52.5576,0.5571,0.8265,-0.026,2.5954,24.871,0.0018
655,196.5,383.59,52.4357,0.557,0.8263,-0.0257,2.5951,24.7456,0.0026
656,196.8,383.48,52.3125,0.5568,0.8261,-0.0254,2.5949,24.7077,0.0034
657,197.1,383.37,52.19,0.5567,0.8259,-0.0252,2.5946,24.6082,0.0042
658,197.4,383.26,52.0663,0.5565,0.8257,-0.0249,2.5943,24.5086,0.005
659,197.7,383.15,51.9432,0.5564,0.8255,-0.0246,2.594,24.5089,0.0058
660,198.0,383.04,51.8189,0.5563,0.8253,-0.0244,2.5937,24.4092,0.0066
661,198.3,382.93,51.6953,0.5561,0.8251,-0.0241,2.5934,24.4093,0.0074
662,198.6,382.82,51.5703,0.556,0.8249,-0.0238,2.5932,24.2712,0.0082
663,198.9,382.72,51.4461,0.5558,0.8246,-0.0235,2.5929,24.1453,0.009
664,199.2,382.61,51.3215,0.5557,0.8244,-0.0233,2.5926,24.1453,0.0098
665,199.5,382.5,51.1957,0.5556,0.8242,-0.023,2.5923,24.0453,0.0106
666,199.8,382.39,51.0705,0.5554,0.824,-0.0227,2.592,24.0451,0.0114
667,200.1,382.28,50.9441,0.5553,0.8238,-0.0224,2.5917,23.9449,0.0122
668,200.4,382.17,50.8183,0.5551,0.8236,-0.0222,2.5914,23.8447,0.013
669,200.7,382.06,50.6912,0.555,0.8234,-0.0219,2.5912,23.8061,0.0138
670,201.0,381.96,50.5648,0.5549,0.8232,-0.0216,2.5909,23.6798,0.0146
671,201.3,381.85,50.4371,0.5547,0.823,-0.0213,2.5906,23.6794,0.0154
672,201.6,381.74,50.31,0.5546,0.8228,-0.0211,2.5903,23.5789,0.0162
673,201.9,381.63,50.1827,0.5544,0.8226,-0.0208,2.59,23.4783,0.017
674,202.2,381.52,50.054,0.5543,0.8224,-0.0205,2.5897,23.4777,0.0178
675,202.5,381.41,49.9259,0.5541,0.8222,-0.0202,2.5894,23.3769,0.0186
676,202.8,381.3,49.7966,0.554,0.822,-0.02,2.5892,23.338,0.0194
677,203.1,381.19,49.6679,0.5539,0.8218,-0.0197,2.5889,23.2372,0.0202
678,203.4,381.09,49.556,0.5537,0.8213,-0.0198,2.5881,23.201,0.0206
679,203.7,380.99,49.4469,0.5536,0.8208,-0.0199,2.5872,23.1027,0.0209
680,204.0,380.89,49.3366,0.5535,0.8203,-0.02,2.5864,23.0661,0.0212
681,204.3,380.79,49.227,0.5534,0.8198,-0.0201,2.5855,22.9675,0.0215
682,204.6,380.69,49.1162,0.5533,0.8194,-0.0202,2.5847,22.9306,0.0219
683,204.9,380.6,49.0061,0.5531,0.8189,-0.0203,2.5838,22.9057,0.0222
684,205.2,380.5,48.8958,0.553,0.8184,-0.0204,2.5829,22.8066,0.0225
685,205.5,380.4,48.7842,0.5529,0.8179,-0.0205,2.5821,22.7692,0.0229
686,205.8,380.3,48.6734,0.5528,0.8174,-0.0206,2.5812,22.6696,0.0232
687,206.1,380.2,48.5623,0.5527,0.8169,-0.0207,2.5804,22.6319,0.0235
688,206.4,380.1,48.45,0.5525,0.8164,-0.0209,2.5795,22.6321,0.0238
689,206.7,380.0,48.3384,0.5524,0.8159,-0.021,2.5787,22.494,0.0242
690,207.0,379.9,48.2265,0.5523,0.8154,-0.0211,2.5778,22.4938,0.0245
691,207.3,379.8,48.1134,0.5522,0.8149,-0.0212,2.577,22.3554,0.0248
692,207.6,379.7,48.001,0.5521,0.8144,-0.0213,2.5761,22.3548,0.0251
693,207.9,379.6,47.8884,0.552,0.814,-0.0214,2.5752,22.2941,0.0255
694,208.2,379.5,47.7745,0.5518,0.8135,-0.0215,2.5744,22.2152,0.0258
695,208.5,379.4,47.6613,0.5517,0.813,-0.0216,2.5735,22.1741,0.0261
696,208.8,379.3,47.5479,0.5516,0.8125,-0.0217,2.5727,22.0949,0.0264
697,209.1,379.2,47.4331,0.5515,0.812,-0.0218,2.5718,22.0534,0.0268
698,209.4,379.1,47.3191,0.5514,0.8115,-0.022,2.571,21.9739,0.0271
699,209.7,379.0,47.2049,0.5512,0.811,-0.0221,2.5701,21.9221,0.0274
700,210.0,378.9,47.0893,0.5511,0.8105,-0.0222,2.5692,21.8801,0.0278
701,210.3,378.8,46.9745,0.551,0.81,-0.0223,2.5684,21.8001,0.0281
702,210.6,378.7,46.8594,0.5509,0.8095,-0.0224,2.5675,21.7578,0.0284
703,210.9,378.6,46.7429,0.5507,0.809,-0.0225,2.5667,21.6774,0.0287
704,211.2,378.5,46.6272,0.5506,0.8085,-0.0226,2.5658,21.6347,0.0291
705,211.5,378.4,46.5102,0.5505,0.808,-0.0227,2.565,21.544,0.0294
706,211.8,378.3,46.395,0.5504,0.8075,-0.0228,2.5641,21.501,0.0297
707,212.1,378.19,46.2979,0.5501,0.8078,-0.0226,2.5632,21.5034,0.0294
708,212.4,378.07,46.2006,0.5497,0.8081,-0.0223,2.5623,21.5412,0.0291
709,212.7,377.96,46.1031,0.5494,0.8084,-0.022,2.5614,21.5433,0.0288
710,213.0,377.85,46.0065,0.5491,0.8087,-0.0218,2.5605,21.5451,0.0286
711,213.3,377.73,45.9086,0.5487,0.809,-0.0215,2.5596,21.5723,0.0283
712,213.6,377.62,45.8105,0.5484,0.8093,-0.0212,2.5587,21.5737,0.028
713,213.9,377.5,45.7121,0.5481,0.8096,-0.021,2.5578,21.6005,0.0277
714,214.2,377.39,45.6147,0.5478,0.8099,-0.0207,2.5568,21.6392,0.0274
715,214.5,377.27,45.5159,0.5474,0.8102,-0.0204,2.5559,21.6656,0.0271
716,214.8,377.16,45.417,0.5471,0.8105,-0.0202,2.555,21.6762,0.0268
717,215.1,377.04,45.3178,0.5468,0.8108,-0.0199,2.5541,21.7021,0.0266
718,215.4,376.93,45.2184,0.5465,0.8111,-0.0196,2.5532,21.7023,0.0263
719,215.7,376.81,45.1198,0.5461,0.8114,-0.0194,2.5523,21.7278,0.026
720,216.0,376.7,45.02,0.5458,0.8117,-0.0191,2.5514,21.7276,0.0257
721,216.3,376.59,44.9199,0.5455,0.812,-0.0188,2.5505,21.7272,0.0254
722,216.6,376.47,44.8196,0.5451,0.8123,-0.0186,2.5496,21.7521,0.0251
723,216.9,376.36,44.7202,0.5448,0.8126,-0.0183,2.5487,21.7613,0.0249
724,217.2,376.24,44.6195,0.5445,0.8129,-0.018,2.5478,21.7857,0.0246
725,217.5,376.13,44.5185,0.5441,0.8132,-0.0178,2.5469,21.7845,0.0243
726,217.8,376.01,44.4173,0.5438,0.8135,-0.0175,2.546,21.8085,0.024
727,218.1,375.9,44.3159,0.5435,0.8138,-0.0173,2.5451,21.8069,0.0237
728,218.4,375.78,44.2154,0.5431,0.8141,-0.017,2.5442,21.8305,0.0234
729,218.7,375.67,44.1135,0.5428,0.8144,-0.0167,2.5432,21.8661,0.0232
730,219.0,375.55,44.0114,0.5425,0.8147,-0.0165,2.5423,21.8992,0.0229
731,219.3,375.44,43.909,0.5422,0.815,-0.0162,2.5414,21.8968,0.0226
732,219.6,375.33,43.8075,0.5418,0.8153,-0.0159,2.5405,21.8941,0.0223
733,219.9,375.21,43.7047,0.5415,0.8156,-0.0157,2.5396,21.9167,0.022
734,220.2,375.1,43.6016,0.5412,0.8159,-0.0154,2.5387,21.9136,0.0217
735,220.5,374.98,43.4983,0.5408,0.8162,-0.0151,2.5378,21.9358,0.0215
736,220.8,374.87,43.3947,0.5405,0.8165,-0.0149,2.5369,21.9323,0.0212
737,221.1,374.75,43.2978,0.5403,0.8166,-0.0148,2.5367,21.9217,0.0215
738,221.4,374.64,43.2042,0.5401,0.8166,-0.0147,2.5369,21.8458,0.0221
739,221.7,374.53,43.1103,0.54,0.8166,-0.0147,2.5371,21.7799,0.0226
740,222.0,374.42,43.0163,0.5399,0.8166,-0.0147,2.5372,21.7416,0.0232
741,222.3,374.3,42.922,0.5397,0.8166,-0.0147,2.5374,21.6912,0.0238
742,222.6,374.19,42.8276,0.5396,0.8166,-0.0146,2.5376,21.6255,0.0244
743,222.9,374.08,42.7329,0.5395,0.8166,-0.0146,2.5377,21.5872,0.025
744,223.2,373.97,42.638,0.5393,0.8166,-0.0146,2.5379,21.5215,0.0256
745,223.5,373.85,42.5429,0.5392,0.8166,-0.0146,2.5381,21.4713,0.0262
746,223.8,373.74,42.4476,0.539,0.8166,-0.0146,2.5383,21.3958,0.0268
747,224.1,373.63,42.3521,0.5389,0.8166,-0.0145,2.5384,21.3676,0.0274
748,224.4,373.52,42.2564,0.5388,0.8166,-0.0145,2.5386,21.2921,0.028
749,224.7,373.4,42.1592,0.5386,0.8166,-0.0145,2.5388,21.2521,0.0286
750,225.0,373.29,42.063,0.5385,0.8165,-0.0145,2.539,21.1767,0.0292
751,225.3,373.18,41.9667,0.5383,0.8165,-0.0144,2.5391,21.1387,0.0298
752,225.6,373.07,41.87,0.5382,0.8165,-0.0144,2.5393,21.0733,0.0304
753,225.9,372.96,41.7732,0.5381,0.8165,-0.0144,2.5395,20.9981,0.031
754,226.2,372.84,41.6761,0.5379,0.8165,-0.0144,2.5396,20.9955,0.0315
755,226.5,372.73,41.5788,0.5378,0.8165,-0.0143,2.5398,20.9203,0.0321
756,226.8,372.62,41.4813,0.5376,0.8165,-0.0143,2.54,20.8452,0.0327
757,227.1,372.51,41.3836,0.5375,0.8165,-0.0143,2.5402,20.7801,0.0333
758,227.4,372.39,41.2856,0.5374,0.8165,-0.0143,2.5403,20.7677,0.0339
759,227.7,372.28,41.1874,0.5372,0.8165,-0.0142,2.5405,20.6927,0.0345
760,228.0,372.17,41.0889,0.5371,0.8165,-0.0142,2.5407,20.6277,0.0351
761,228.3,372.06,40.989,0.5369,0.8165,-0.0142,2.5409,20.5527,0.0357
762,228.6,371.94,40.8901,0.5368,0.8165,-0.0142,2.541,20.5505,0.0363
763,228.9,371.83,40.7909,0.5367,0.8165,-0.0142,2.5412,20.4756,0.0369
764,229.2,371.72,40.6915,0.5365,0.8165,-0.0141,2.5414,20.4008,0.0375
765,229.5,371.61,40.5919,0.5364,0.8165,-0.0141,2.5416,20.336,0.0381
766,229.8,371.49,40.492,0.5362,0.8165,-0.0141,2.5417,20.3239,0.0387
767,230.1,371.38,40.3918,0.5361,0.8165,-0.0141,2.5419,20.2592,0.0393
768,230.4,371.27,40.2914,0.536,0.8165,-0.014,2.5421,20.1845,0.0399
769,230.7,371.16,40.2032,0.5358,0.8163,-0.0141,2.5421,20.1142,0.04
770,231.0,371.06,40.1211,0.5355,0.8159,-0.0141,2.542,20.0055,0.0398
771,231.3,370.95,40.0387,0.5353,0.8155,-0.0142,2.5418,19.9593,0.0397
772,231.6,370.85,39.9562,0.5351,0.8152,-0.0142,2.5417,19.8506,0.0396
773,231.9,370.74,39.8736,0.5349,0.8148,-0.0143,2.5416,19.7772,0.0394
774,232.2,370.64,39.7907,0.5346,0.8144,-0.0143,2.5415,19.6684,0.0393
775,232.5,370.53,39.7077,0.5344,0.8141,-0.0144,2.5414,19.5851,0.0392
776,232.8,370.43,39.6245,0.5342,0.8137,-0.0144,2.5413,19.4862,0.039
777,233.1,370.32,39.5411,0.5339,0.8133,-0.0145,2.5412,19.4028,0.0389
778,233.4,370.22,39.4576,0.5337,0.813,-0.0145,2.5411,19.294,0.0388
779,233.7,370.12,39.3738,0.5335,0.8126,-0.0146,2.541,19.1851,0.0386
780,234.0,370.01,39.2899,0.5332,0.8122,-0.0147,2.5409,19.1116,0.0385
781,234.3,369.91,39.2059,0.533,0.8118,-0.0147,2.5407,19.0397,0.0384
782,234.6,369.8,39.1216,0.5328,0.8115,-0.0148,2.5406,18.9561,0.0382
783,234.9,369.7,39.0372,0.5326,0.8111,-0.0148,2.5405,18.8572,0.0381
784,235.2,369.59,38.9525,0.5323,0.8107,-0.0149,2.5404,18.7736,0.038
785,235.5,369.49,38.8677,0.5321,0.8104,-0.0149,2.5403,18.6646,0.0378
786,235.8,369.38,38.7827,0.5319,0.81,-0.015,2.5402,18.5809,0.0377
787,236.1,369.28,38.6975,0.5316,0.8096,-0.015,2.5401,18.4819,0.0376
788,236.4,369.17,38.6122,0.5314,0.8092,-0.0151,2.54,18.3982,0.0374
789,236.7,369.07,38.5266,0.5312,0.8089,-0.0151,2.5399,18.2891,0.0373
790,237.0,368.96,38.4409,0.5309,0.8085,-0.0152,2.5398,18.2154,0.0372
791,237.3,368.86,38.3549,0.5307,0.8081,-0.0152,2.5397,18.1063,0.037
792,237.6,368.76,38.2688,0.5305,0.8078,-0.0153,2.5395,18.034,0.0369
793,237.9,368.65,38.1825,0.5302,0.8074,-0.0154,2.5394,17.9502,0.0368
794,238.2,368.55,38.0959,0.53,0.807,-0.0154,2.5393,17.851,0.0366
795,238.5,368.44,38.0092,0.5298,0.8066,-0.0155,2.5392,17.7672,0.0365
796,238.8,368.34,37.9223,0.5295,0.8063,-0.0155,2.5391,17.6579,0.0363
797,239.1,368.23,37.8352,0.5293,0.8059,-0.0156,2.539,17.584,0.0362
798,239.4,368.13,37.7478,0.5291,0.8055,-0.0156,2.5389,17.4747,0.0361
799,239.7,368.02,37.6603,0.5288,0.8051,-0.0157,2.5388,17.3908,0.0359
800,240.0,367.92,37.5726,0.5286,0.8048,-0.0157,2.5387,17.2815,0.0358
801,240.3,367.81,37.4847,0.5284,0.8044,-0.0158,2.5386,17.2075,0.0357
802,240.6,367.71,37.3965,0.5281,0.804,-0.0158,2.5384,17.1349,0.0355
803,240.9,367.61,37.3243,0.5276,0.8042,-0.0158,2.5377,17.1461,0.035
804,241.2,367.52,37.2532,0.5271,0.8044,-0.0158,2.537,17.1118,0.0344
805,241.5,367.43,37.182,0.5266,0.8047,-0.0157,2.5362,17.124,0.0338
806,241.8,367.33,37.1106,0.526,0.8049,-0.0157,2.5354,17.1515,0.0332
807,242.1,367.24,37.0392,0.5255,0.8052,-0.0156,2.5347,17.1168,0.0326
808,242.4,367.14,36.9676,0.525,0.8054,-0.0156,2.5339,17.154,0.032
809,242.7,367.05,36.8944,0.5244,0.8056,-0.0155,2.5331,17.1556,0.0315
810,243.0,366.96,36.8225,0.5239,0.8059,-0.0155,2.5324,17.1305,0.0309
811,243.3,366.86,36.7505,0.5233,0.8061,-0.0154,2.5316,17.1572,0.0303
812,243.6,366.77,36.6783,0.5228,0.8064,-0.0154,2.5308,17.1685,0.0297
813,243.9,366.67,36.606,0.5223,0.8066,-0.0154,2.5301,17.1582,0.0291
814,244.2,366.58,36.5335,0.5217,0.8068,-0.0153,2.5293,17.1692,0.0285
815,244.5,366.49,36.4609,0.5212,0.8071,-0.0153,2.5285,17.17,0.0279
816,244.8,366.39,36.3882,0.5206,0.8073,-0.0152,2.5278,17.1694,0.0273
817,245.1,366.3,36.3153,0.5201,0.8075,-0.0152,2.527,17.1699,0.0268
818,245.4,366.2,36.2422,0.5195,0.8078,-0.0151,2.5262,17.1956,0.0262
819,245.7,366.11,36.1677,0.519,0.808,-0.0151,2.5254,17.2058,0.0256
820,246.0,366.02,36.0943,0.5185,0.8083,-0.015,2.5247,17.1693,0.025
821,246.3,365.92,36.0208,0.5179,0.8085,-0.015,2.5239,17.2045,0.0244
822,246.6,365.83,35.9472,0.5174,0.8087,-0.015,2.5231,17.2043,0.0238
823,246.9,365.74,35.8734,0.5168,0.809,-0.0149,2.5224,17.1774,0.0232
824,247.2,365.64,35.7994,0.5163,0.8092,-0.0149,2.5216,17.2022,0.0226
825,247.5,365.55,35.7253,0.5157,0.8095,-0.0148,2.5208,17.2116,0.022
826,247.8,365.45,35.6511,0.5152,0.8097,-0.0148,2.5201,17.1995,0.0215
827,248.1,365.36,35.5767,0.5146,0.8099,-0.0147,2.5193,17.2086,0.0209
828,248.4,365.27,35.5021,0.5141,0.8102,-0.0147,2.5185,17.2075,0.0203
829,248.7,365.17,35.426,0.5135,0.8104,-0.0146,2.5178,17.195,0.0197
830,249.0,365.08,35.3511,0.513,0.8106,-0.0146,2.517,17.2036,0.0191
831,249.3,364.98,35.2761,0.5124,0.8109,-0.0146,2.5162,17.2273,0.0185
832,249.6,364.89,35.2009,0.5119,0.8111,-0.0145,2.5155,17.1992,0.0179
833,249.9,364.8,35.1255,0.5113,0.8113,-0.0145,2.5147,17.1974,0.0173
834,250.2,364.7,35.05,0.5108,0.8116,-0.0144,2.5139,17.2307,0.0167
835,250.5,364.61,34.9743,0.5102,0.8118,-0.0144,2.5132,17.1921,0.0162
836,250.8,364.51,34.8984,0.5097,0.8121,-0.0143,2.5124,17.2251,0.0156
837,251.1,364.42,34.8224,0.5091,0.8123,-0.0143,2.5116,17.2227,0.015
838,251.4,364.33,34.7462,0.5087,0.8123,-0.0143,2.5109,17.2038,0.0145
839,251.7,364.24,34.6699,0.5084,0.8119,-0.0143,2.5103,17.1783,0.0141
840,252.0,364.15,34.5934,0.5081,0.8114,-0.0143,2.5097,17.1527,0.0137
841,252.3,364.06,34.5167,0.5079,0.811,-0.0143,2.509,17.1635,0.0134
842,252.6,363.97,34.4413,0.5076,0.8105,-0.0143,2.5084,17.1377,0.013
843,252.9,363.88,34.3642,0.5074,0.8101,-0.0143,2.5078,17.1117,0.0127
844,253.2,363.79,34.287,0.5071,0.8097,-0.0144,2.5072,17.0857,0.0123
845,253.5,363.7,34.2096,0.5068,0.8092,-0.0144,2.5066,17.0596,0.0119
846,253.8,363.61,34.1336,0.5066,0.8088,-0.0144,2.5059,17.0797,0.0116
847,254.1,363.52,34.0558,0.5063,0.8084,-0.0144,2.5053,17.0533,0.0112
848,254.4,363.43,33.9779,0.506,0.8079,-0.0144,2.5047,17.0269,0.0108
849,254.7,363.34,33.8999,0.5058,0.8075,-0.0144,2.5041,17.0003,0.0105
850,255.0,363.25,33.8231,0.5055,0.8071,-0.0145,2.5035,16.9736,0.0101
851,255.3,363.16,33.7446,0.5053,0.8066,-0.0145,2.5028,16.9832,0.0098
852,255.6,363.07,33.666,0.505,0.8062,-0.0145,2.5022,16.9562,0.0094
853,255.9,362.98,33.5872,0.5047,0.8057,-0.0145,2.5016,16.9292,0.009
854,256.2,362.89,33.5082,0.5045,0.8053,-0.0145,2.501,16.9021,0.0087
855,256.5,362.8,33.4305,0.5042,0.8049,-0.0145,2.5004,16.8749,0.0083
856,256.8,362.71,33.3512,0.5039,0.8044,-0.0145,2.4997,16.8838,0.0079
857,257.1,362.62,33.2716,0.5037,0.804,-0.0146,2.4991,16.8564,0.0076
858,257.4,362.54,33.1919,0.5034,0.8035,-0.0146,2.4985,16.8038,0.0072
859,257.7,362.45,33.1134,0.5032,0.8031,-0.0146,2.4979,16.7761,0.0069
860,258.0,362.36,33.0333,0.5029,0.8027,-0.0146,2.4973,16.7484,0.0065
861,258.3,362.27,32.953,0.5026,0.8022,-0.0146,2.4966,16.7567,0.0061
862,258.6,362.18,32.8725,0.5024,0.8018,-0.0146,2.496,16.7287,0.0058
863,258.9,362.09,32.7933,0.5021,0.8013,-0.0146,2.4954,16.7006,0.0054
864,259.2,362.0,32.7124,0.5018,0.8009,-0.0147,2.4948,16.6724,0.005
865,259.5,361.91,32.6313,0.5016,0.8005,-0.0147,2.4942,16.6441,0.0047
866,259.8,361.82,32.55,0.5013,0.8,-0.0147,2.4935,16.6518,0.0043
867,260.1,361.73,32.47,0.501,0.7996,-0.0147,2.4929,16.6333,0.0039
868,260.4,361.64,32.3883,0.5008,0.7991,-0.0147,2.4923,16.6046,0.0036
869,260.7,361.55,32.3063,0.5005,0.7987,-0.0147,2.4917,16.5759,0.0032
870,261.0,361.46,32.2242,0.5002,0.7983,-0.0148,2.4911,16.547,0.0029
871,261.3,361.37,32.1434,0.5,0.7978,-0.0148,2.4904,16.5542,0.0025
872,261.6,361.28,32.0609,0.4997,0.7974,-0.0148,2.4898,16.5251,0.0021
873,261.9,361.19,31.9781,0.4995,0.7969,-0.0148,2.4892,16.4959,0.0018
874,262.2,361.1,31.8951,0.4992,0.7965,-0.0148,2.4886,16.4665,0.0014
875,262.5,361.01,31.8135,0.4989,0.796,-0.0148,2.488,16.4371,0.001
876,262.8,360.91,31.7443,0.4988,0.7947,-0.0147,2.4872,16.3846,0.0007
877,263.1,360.81,31.6781,0.4987,0.7933,-0.0146,2.4864,16.322,0.0004
878,263.4,360.71,31.6101,0.4986,0.7918,-0.0144,2.4856,16.2692,0.0001
879,263.7,360.6,31.5428,0.4985,0.7904,-0.0143,2.4847,16.2672,-0.0002
880,264.0,360.5,31.4754,0.4984,0.789,-0.0142,2.4839,16.204,-0.0005
881,264.3,360.4,31.4078,0.4983,0.7875,-0.014,2.4831,16.1408,-0.0008
882,264.6,360.3,31.3401,0.4982,0.7861,-0.0139,2.4823,16.0773,-0.0011
883,264.9,360.2,31.2722,0.4981,0.7846,-0.0137,2.4815,16.0137,-0.0014
884,265.2,360.09,31.2042,0.498,0.7832,-0.0136,2.4807,15.9747,-0.0017
885,265.5,359.99,31.136,0.4979,0.7817,-0.0135,2.4799,15.9108,-0.0021
886,265.8,359.89,31.0677,0.4978,0.7803,-0.0133,2.4791,15.8467,-0.0024
887,266.1,359.79,30.9992,0.4977,0.7788,-0.0132,2.4783,15.7824,-0.0027
888,266.4,359.69,30.9306,0.4976,0.7774,-0.0131,2.4775,15.718,-0.003
889,266.7,359.58,30.8618,0.4975,0.7759,-0.0129,2.4767,15.6782,-0.0033
890,267.0,359.48,30.7929,0.4974,0.7744,-0.0128,2.4759,15.6135,-0.0036
891,267.3,359.38,30.7238,0.4973,0.773,-0.0127,2.475,15.5945,-0.0039
892,267.6,359.28,30.6545,0.4972,0.7715,-0.0125,2.4742,15.5294,-0.0042
893,267.9,359.18,30.5851,0.4971,0.77,-0.0124,2.4734,15.4642,-0.0045
894,268.2,359.07,30.5156,0.497,0.7686,-0.0122,2.4726,15.4235,-0.0048
895,268.5,358.97,30.4459,0.4969,0.7671,-0.0121,2.4718,15.358,-0.0052
896,268.8,358.87,30.376,0.4968,0.7656,-0.012,2.471,15.2922,-0.0055
897,269.1,358.77,30.3059,0.4967,0.7641,-0.0118,2.4702,15.2263,-0.0058
898,269.4,358.66,30.2357,0.4966,0.7626,-0.0117,2.4694,15.185,-0.0061
899,269.7,358.56,30.1654,0.4965,0.7611,-0.0116,2.4686,15.1188,-0.0064
900,270.0,358.46,30.0949,0.4964,0.7596,-0.0114,2.4678,15.0524,-0.0067
901,270.3,358.36,30.0242,0.4963,0.7581,-0.0113,2.467,14.9859,-0.007
902,270.6,358.26,29.9533,0.4962,0.7566,-0.0112,2.4662,14.9192,-0.0073
903,270.9,358.15,29.8823,0.4961,0.7551,-0.011,2.4653,14.9228,-0.0076
904,271.2,358.05,29.8111,0.496,0.7536,-0.0109,2.4645,14.8558,-0.0079
905,271.5,357.95,29.7397,0.4959,0.7521,-0.0107,2.4637,14.7886,-0.0082
906,271.8,357.85,29.668,0.4958,0.7506,-0.0106,2.4629,14.7212,-0.0086
907,272.1,357.75,29.5963,0.4957,0.7491,-0.0105,2.4621,14.6537,-0.0089
908,272.4,357.64,29.5244,0.4955,0.7476,-0.0103,2.4613,14.6107,-0.0092
909,272.7,357.54,29.4523,0.4954,0.7461,-0.0102,2.4605,14.5428,-0.0095
910,273.0,357.44,29.3801,0.4953,0.7445,-0.0101,2.4597,14.4748,-0.0098
911,273.3,357.34,29.3077,0.4952,0.743,-0.0099,2.4589,14.4067,-0.0101
912,273.6,357.24,29.2351,0.4951,0.7415,-0.0098,2.4581,14.3384,-0.0104
913,273.9,357.13,29.1623,0.495,0.7399,-0.0097,2.4573,14.2945,-0.0107
914,274.2,357.03,29.0893,0.4949,0.7384,-0.0095,2.4565,14.2258,-0.011
915,274.5,356.93,29.0138,0.494,0.7365,-0.0093,2.4557,14.177,-0.0112
